time,mag,lat,long,depth
2023-08-24 06:41:29.777644,1.617421584,47.3303129,7.195185297,664.0625
2023-12-15 09:21:36.593629,1.596403559,47.32990359,7.183486548,19.53125
2024-01-04 09:07:29.699874,1.41633038,47.35461527,7.15290295,-695.8007812
2024-01-04 00:04:19.707245,1.136521899,47.36315947,7.129267884,-620.1171875
2023-11-16 13:11:35.554843,1.108087294,47.33246174,7.194033682,-405.2734375
2023-04-28 11:55:54.082881,1.09956696,47.32642452,7.186680295,-341.796875
