 

stn;time;prestad0;tre005d0;rka150d0
DEM;20170101;971.1;-6.4;0.0
DEM;20170102;970.6;-3.3;2.2
DEM;20170103;974.7;-6.6;0.0
DEM;20170104;969.8;-2.4;0.8
DEM;20170105;974.7;-3.9;1.2
DEM;20170106;982.9;-14.6;0.0
DEM;20170107;980.7;-11.4;1.7
DEM;20170108;977.6;-1.4;2.5
DEM;20170109;973.8;-1.8;0.0
DEM;20170110;960.4;-1.0;2.2
DEM;20170111;964.0;0.1;0.4
DEM;20170112;960.3;3.7;2.7
DEM;20170113;955.6;0.0;6.4
DEM;20170114;963.7;-1.5;1.5
DEM;20170115;969.0;-4.2;1.7
DEM;20170116;970.2;-5.4;0.3
DEM;20170117;974.2;-4.7;0.0
DEM;20170118;976.2;-4.4;0.0
DEM;20170119;977.2;-4.5;0.0
DEM;20170120;977.0;-11.8;0.0
DEM;20170121;975.0;-11.8;0.0
DEM;20170122;971.8;-10.2;0.0
DEM;20170123;971.2;-10.2;0.0
DEM;20170124;973.1;-8.2;0.0
DEM;20170125;972.9;-7.5;0.0
DEM;20170126;970.3;-12.7;0.0
DEM;20170127;967.7;-9.5;0.0
DEM;20170128;967.8;-6.0;0.0
DEM;20170129;970.6;-4.5;0.0
DEM;20170130;965.5;-0.5;2.7
DEM;20170131;964.2;2.3;12.9
DEM;20170201;964.3;3.2;2.1
DEM;20170202;959.8;2.8;0.1
DEM;20170203;956.8;6.5;1.6
DEM;20170204;952.8;3.6;3.1
DEM;20170205;952.1;0.4;9.7
DEM;20170206;963.0;2.9;6.1
DEM;20170207;964.8;2.6;4.6
DEM;20170208;967.1;3.1;1.1
DEM;20170209;968.4;0.1;0.0
DEM;20170210;966.1;0.1;1.0
DEM;20170211;965.6;4.1;0.0
DEM;20170212;969.2;4.6;0.0
DEM;20170213;971.2;-0.3;0.0
DEM;20170214;976.0;0.5;0.0
DEM;20170215;982.0;2.4;0.0
DEM;20170216;979.4;4.7;0.0
DEM;20170217;975.3;4.1;2.5
DEM;20170218;973.6;1.3;0.0
DEM;20170219;972.7;2.7;0.0
DEM;20170220;972.2;5.3;0.0
DEM;20170221;969.5;9.1;0.9
DEM;20170222;966.7;8.5;0.0
DEM;20170223;957.7;10.0;1.1
DEM;20170224;963.3;4.0;0.4
DEM;20170225;969.1;2.2;0.0
DEM;20170226;966.1;2.0;0.0
DEM;20170227;955.9;7.3;0.0
DEM;20170228;949.4;4.3;14.9
DEM;20170301;958.0;5.9;1.5
DEM;20170302;964.7;5.7;4.5
DEM;20170303;957.7;4.3;0.0
DEM;20170304;946.4;4.7;1.8
DEM;20170305;954.4;5.3;4.0
DEM;20170306;954.4;4.5;8.7
DEM;20170307;965.7;3.8;0.0
DEM;20170308;971.1;3.6;3.1
DEM;20170309;971.7;9.2;2.7
DEM;20170310;973.6;7.8;0.0
DEM;20170311;968.4;4.7;0.0
DEM;20170312;962.6;5.6;0.0
DEM;20170313;971.5;5.9;0.0
DEM;20170314;979.5;5.5;0.0
DEM;20170315;978.1;7.0;0.0
DEM;20170316;971.9;7.4;0.0
DEM;20170317;966.8;9.6;0.0
DEM;20170318;965.4;8.6;0.4
DEM;20170319;965.0;11.7;0.0
DEM;20170320;962.5;11.8;0.0
DEM;20170321;960.9;9.6;2.1
DEM;20170322;961.0;6.5;4.9
DEM;20170323;960.8;9.8;0.6
DEM;20170324;969.5;10.0;0.0
DEM;20170325;967.6;10.3;0.0
DEM;20170326;968.5;8.8;0.0
DEM;20170327;969.5;8.5;0.0
DEM;20170328;972.8;9.2;0.0
DEM;20170329;975.5;10.0;0.0
DEM;20170330;973.2;10.3;0.0
DEM;20170331;966.9;10.1;0.0
DEM;20170401;962.6;9.1;0.0
DEM;20170402;966.8;9.8;0.1
DEM;20170403;970.7;11.9;0.0
DEM;20170404;970.1;10.0;0.0
DEM;20170405;970.5;9.1;0.0
DEM;20170406;972.4;8.4;0.0
DEM;20170407;972.1;8.2;0.0
DEM;20170408;971.0;9.9;0.0
DEM;20170409;971.5;12.2;0.0
DEM;20170410;969.6;13.9;0.0
DEM;20170411;971.9;10.9;0.0
DEM;20170412;968.1;10.9;0.0
DEM;20170413;965.0;11.3;0.0
DEM;20170414;965.6;10.4;0.0
DEM;20170415;966.9;9.2;0.0
DEM;20170416;969.5;7.9;2.0
DEM;20170417;967.4;7.6;3.2
DEM;20170418;971.1;5.7;0.0
DEM;20170419;976.4;2.6;4.5
DEM;20170420;979.8;2.6;0.0
DEM;20170421;977.7;6.0;0.0
DEM;20170422;972.7;8.6;0.0
DEM;20170423;970.7;8.8;0.0
DEM;20170424;963.5;10.2;0.3
DEM;20170425;957.1;9.0;17.1
DEM;20170426;958.9;3.3;13.3
DEM;20170427;962.6;3.2;8.4
DEM;20170428;964.0;4.6;4.7
DEM;20170429;965.1;7.2;0.0
DEM;20170430;958.0;10.7;0.0
DEM;20170501;962.4;7.3;3.1
DEM;20170502;964.6;8.4;0.0
DEM;20170503;965.6;11.3;2.1
DEM;20170504;964.2;10.0;0.0
DEM;20170505;964.7;12.0;0.0
DEM;20170506;960.1;10.2;9.8
DEM;20170507;965.1;10.5;8.6
DEM;20170508;967.4;8.8;5.0
DEM;20170509;964.8;8.5;0.5
DEM;20170510;956.6;12.6;0.0
DEM;20170511;950.4;14.1;2.4
DEM;20170512;954.5;12.7;1.2
DEM;20170513;963.0;14.6;0.9
DEM;20170514;971.7;15.0;1.7
DEM;20170515;977.2;16.6;0.4
DEM;20170516;975.8;16.1;0.0
DEM;20170517;968.3;18.8;0.0
DEM;20170518;962.5;17.8;1.8
DEM;20170519;964.6;9.0;11.6
DEM;20170520;971.7;10.4;0.0
DEM;20170521;972.1;12.6;0.0
DEM;20170522;966.8;17.0;0.0
DEM;20170523;969.1;18.8;0.0
DEM;20170524;971.9;19.7;0.0
DEM;20170525;969.3;18.2;0.0
DEM;20170526;967.0;18.4;0.0
DEM;20170527;967.7;21.3;0.0
DEM;20170528;967.9;22.8;0.0
DEM;20170529;965.1;23.3;0.0
DEM;20170530;965.8;22.2;0.0
DEM;20170531;969.0;22.4;5.5
DEM;20170601;969.4;20.5;16.5
DEM;20170602;966.9;20.9;0.0
DEM;20170603;963.4;18.8;10.8
DEM;20170604;965.7;16.7;1.9
DEM;20170605;963.1;15.5;0.0
DEM;20170606;959.3;12.3;2.9
DEM;20170607;968.8;12.7;0.8
DEM;20170608;967.5;16.7;0.0
DEM;20170609;965.4;17.2;0.2
DEM;20170610;969.4;20.8;0.0
DEM;20170611;967.1;22.8;0.0
DEM;20170612;967.1;21.8;0.0
DEM;20170613;966.7;22.1;0.0
DEM;20170614;965.4;21.8;0.0
DEM;20170615;966.3;24.0;1.8
DEM;20170616;971.2;20.1;0.1
DEM;20170617;974.0;18.5;0.0
DEM;20170618;970.6;19.9;0.0
DEM;20170619;968.5;22.9;0.0
DEM;20170620;966.7;24.7;0.0
DEM;20170621;965.6;24.9;0.0
DEM;20170622;965.7;24.7;0.0
DEM;20170623;966.9;25.8;0.0
DEM;20170624;967.6;22.0;0.0
DEM;20170625;965.8;21.5;0.0
DEM;20170626;962.3;22.9;0.2
DEM;20170627;956.8;22.6;6.1
DEM;20170628;951.2;19.5;13.6
DEM;20170629;952.4;17.2;0.0
DEM;20170630;957.9;18.4;0.0
DEM;20170701;964.6;16.1;0.0
DEM;20170702;970.9;15.5;1.1
DEM;20170703;972.5;19.8;0.0
DEM;20170704;969.9;20.8;0.0
DEM;20170705;967.5;23.3;0.0
DEM;20170706;967.5;25.1;0.0
DEM;20170707;967.6;25.4;0.0
DEM;20170708;966.4;25.4;0.0
DEM;20170709;963.4;20.3;20.1
DEM;20170710;961.9;19.4;6.0
DEM;20170711;964.9;18.0;14.4
DEM;20170712;965.4;20.4;1.1
DEM;20170713;968.7;19.9;0.1
DEM;20170714;967.6;18.9;0.1
DEM;20170715;971.6;16.9;0.0
DEM;20170716;972.8;19.4;0.0
DEM;20170717;969.5;21.8;0.0
DEM;20170718;965.6;23.1;0.1
DEM;20170719;963.0;24.2;0.0
DEM;20170720;963.6;22.0;0.9
DEM;20170721;962.7;21.0;14.2
DEM;20170722;964.1;18.8;6.9
DEM;20170723;966.7;17.6;2.8
DEM;20170724;961.7;16.0;4.3
DEM;20170725;962.0;14.9;24.7
DEM;20170726;962.7;15.8;0.3
DEM;20170727;961.9;17.9;3.1
DEM;20170728;965.3;18.7;1.3
DEM;20170729;965.5;21.6;0.0
DEM;20170730;963.4;21.8;0.0
DEM;20170731;964.1;22.4;0.0
DEM;20170801;965.2;23.7;1.3
DEM;20170802;967.9;25.1;0.0
DEM;20170803;965.0;25.5;0.0
DEM;20170804;965.9;23.2;0.0
DEM;20170805;966.6;22.4;0.0
DEM;20170806;970.5;19.6;0.0
DEM;20170807;965.7;19.0;0.0
DEM;20170808;962.8;16.1;10.6
DEM;20170809;966.0;16.7;5.7
DEM;20170810;968.5;13.3;17.0
DEM;20170811;967.7;12.2;6.1
DEM;20170812;970.2;15.7;0.1
DEM;20170813;969.8;18.9;0.0
DEM;20170814;967.9;21.4;0.0
DEM;20170815;968.3;21.9;3.0
DEM;20170816;970.0;21.3;2.3
DEM;20170817;968.7;22.0;0.0
DEM;20170818;966.2;20.3;2.8
DEM;20170819;969.6;16.9;0.0
DEM;20170820;973.1;16.1;0.0
DEM;20170821;972.1;16.1;0.0
DEM;20170822;968.5;18.5;0.0
DEM;20170823;965.8;21.2;0.0
DEM;20170824;967.6;18.7;2.8
DEM;20170825;967.0;21.1;0.0
DEM;20170826;966.5;21.9;0.0
DEM;20170827;967.0;19.8;0.0
DEM;20170828;966.8;21.4;0.0
DEM;20170829;964.2;21.8;0.0
DEM;20170830;962.0;22.2;0.1
DEM;20170831;967.1;15.2;4.5
DEM;20170901;968.1;13.2;1.2
DEM;20170902;967.7;12.4;3.6
DEM;20170903;965.8;14.1;0.0
DEM;20170904;966.4;16.0;0.0
DEM;20170905;969.3;20.0;0.0
DEM;20170906;969.5;17.3;1.6
DEM;20170907;967.6;13.9;0.0
DEM;20170908;961.1;13.6;0.0
DEM;20170909;953.1;11.7;2.6
DEM;20170910;956.6;13.9;0.0
DEM;20170911;955.7;12.1;0.0
DEM;20170912;962.3;12.6;2.0
DEM;20170913;962.4;17.3;0.0
DEM;20170914;962.6;12.4;5.3
DEM;20170915;963.5;9.5;0.0
DEM;20170916;961.7;7.8;3.3
DEM;20170917;963.3;9.6;5.3
DEM;20170918;966.1;11.1;0.5
DEM;20170919;968.1;9.9;3.3
DEM;20170920;970.8;11.2;0.0
DEM;20170921;968.9;10.8;0.0
DEM;20170922;969.9;12.0;0.0
DEM;20170923;970.2;13.4;0.0
DEM;20170924;969.3;14.3;0.0
DEM;20170925;968.0;12.1;0.0
DEM;20170926;970.1;10.9;4.3
DEM;20170927;971.4;15.0;0.1
DEM;20170928;973.3;14.8;0.0
DEM;20170929;971.1;16.7;0.0
DEM;20170930;967.9;12.9;0.7
DEM;20171001;970.3;12.2;0.0
DEM;20171002;969.1;14.3;0.4
DEM;20171003;970.1;14.3;5.2
DEM;20171004;973.9;8.8;0.0
DEM;20171005;968.1;13.6;2.4
DEM;20171006;970.9;8.7;2.5
DEM;20171007;972.0;10.0;0.0
DEM;20171008;968.7;11.0;0.2
DEM;20171009;969.7;10.1;0.2
DEM;20171010;970.1;10.6;0.0
DEM;20171011;970.0;10.9;0.0
DEM;20171012;974.1;10.8;0.0
DEM;20171013;976.1;11.8;0.0
DEM;20171014;976.2;11.9;0.0
DEM;20171015;975.4;11.6;0.0
DEM;20171016;974.7;11.5;0.0
DEM;20171017;971.3;10.4;0.0
DEM;20171018;965.4;9.9;0.0
DEM;20171019;963.1;11.4;0.0
DEM;20171020;965.4;11.4;0.0
DEM;20171021;966.7;13.9;1.8
DEM;20171022;968.8;9.1;2.8
DEM;20171023;972.3;8.1;6.6
DEM;20171024;974.6;10.7;0.0
DEM;20171025;973.9;12.1;0.0
DEM;20171026;974.3;11.6;0.1
DEM;20171027;975.6;9.3;2.5
DEM;20171028;975.2;7.9;0.0
DEM;20171029;967.8;8.2;3.2
DEM;20171030;972.8;4.3;0.0
DEM;20171031;974.4;2.3;0.0
DEM;20171101;971.8;4.0;0.0
DEM;20171102;967.0;7.2;0.0
DEM;20171103;964.4;8.2;0.0
DEM;20171104;961.0;8.8;0.0
DEM;20171105;961.1;6.6;12.7
DEM;20171106;967.8;3.9;1.2
DEM;20171107;965.8;3.8;3.2
DEM;20171108;966.1;5.0;1.5
DEM;20171109;971.5;4.6;0.0
DEM;20171110;971.0;5.2;0.7
DEM;20171111;964.8;6.9;20.2
DEM;20171112;955.8;6.7;18.9
DEM;20171113;964.2;2.5;1.8
DEM;20171114;972.5;2.0;0.0
DEM;20171115;972.5;0.6;0.0
DEM;20171116;971.9;-1.2;0.0
DEM;20171117;972.9;2.6;0.0
DEM;20171118;971.6;3.8;0.0
DEM;20171119;969.9;2.1;2.8
DEM;20171120;971.1;2.3;0.0
DEM;20171121;967.3;4.9;0.0
DEM;20171122;962.6;1.9;0.0
DEM;20171123;961.8;7.7;0.0
DEM;20171124;963.4;8.7;1.6
DEM;20171125;963.3;4.7;14.5
DEM;20171126;974.3;0.7;2.7
DEM;20171127;972.8;3.0;0.0
DEM;20171128;959.4;3.6;3.1
DEM;20171129;955.4;1.4;0.3
DEM;20171130;956.1;0.8;0.5
DEM;20171201;960.4;-1.7;0.0
DEM;20171202;968.4;-0.5;0.0
DEM;20171203;974.0;-0.9;0.3
DEM;20171204;980.2;1.1;0.1
DEM;20171205;984.3;0.4;0.0
DEM;20171206;981.2;-0.7;0.0
DEM;20171207;971.5;-0.3;0.0
DEM;20171208;963.4;2.6;7.8
DEM;20171209;966.1;-6.1;2.6
DEM;20171210;945.9;0.8;9.0
DEM;20171211;935.1;6.3;11.0
DEM;20171212;959.4;0.2;0.3
DEM;20171213;960.3;0.0;1.5
DEM;20171214;951.0;3.9;25.9
DEM;20171215;949.1;2.7;0.7
DEM;20171216;960.3;1.5;0.0
DEM;20171217;972.6;-0.4;1.2
DEM;20171218;971.7;-0.1;2.0
DEM;20171219;980.2;1.5;0.0
DEM;20171220;981.6;2.0;0.8
DEM;20171221;984.2;3.6;1.7
DEM;20171222;983.1;4.8;2.8
DEM;20171223;983.7;5.0;0.0
DEM;20171224;978.9;3.1;0.0
DEM;20171225;969.3;-0.2;0.0
DEM;20171226;957.1;2.0;0.1
DEM;20171227;940.0;3.7;0.4
DEM;20171228;952.3;-0.4;0.3
DEM;20171229;959.1;0.8;1.2
DEM;20171230;960.2;7.5;2.9
DEM;20171231;961.8;8.9;0.0
DEM;20180101;959.3;5.9;4.4
DEM;20180102;964.9;4.6;3.1
DEM;20180103;957.2;7.7;6.2
DEM;20180104;954.5;8.2;17.5
DEM;20180105;953.5;9.0;7.3
DEM;20180106;955.7;6.2;2.1
DEM;20180107;962.4;5.5;0.0
DEM;20180108;964.2;4.1;0.0
DEM;20180109;961.1;2.1;0.0
DEM;20180110;960.8;1.7;0.0
DEM;20180111;963.5;3.9;0.7
DEM;20180112;970.6;3.2;0.0
DEM;20180113;969.0;1.2;0.0
DEM;20180114;968.3;-2.2;0.0
DEM;20180115;963.3;1.7;0.9
DEM;20180116;952.6;6.2;10.2
DEM;20180117;959.5;2.6;3.1
DEM;20180118;959.4;6.1;4.2
DEM;20180119;961.8;3.5;5.1
DEM;20180120;956.3;4.4;13.8
DEM;20180121;962.7;3.7;7.6
DEM;20180122;962.6;7.6;20.9
DEM;20180123;974.8;4.4;0.6
DEM;20180124;971.7;4.6;0.0
DEM;20180125;965.1;3.3;0.0
DEM;20180126;966.5;4.4;7.1
DEM;20180127;978.6;4.1;2.3
DEM;20180128;984.7;5.1;0.0
DEM;20180129;981.3;7.1;0.0
DEM;20180130;977.1;6.6;0.0
DEM;20180131;964.0;4.7;2.6
DEM;20180201;954.6;2.4;5.6
DEM;20180202;957.4;-0.3;0.8
DEM;20180203;956.3;-0.4;0.0
DEM;20180204;962.2;0.4;0.0
DEM;20180205;965.2;-0.3;0.4
DEM;20180206;958.6;0.2;0.0
DEM;20180207;960.1;0.4;0.7
DEM;20180208;965.7;0.4;0.2
DEM;20180209;963.4;1.5;0.1
DEM;20180210;965.4;0.1;0.2
DEM;20180211;958.9;1.2;3.2
DEM;20180212;964.5;-0.3;2.9
DEM;20180213;961.7;-3.1;0.0
DEM;20180214;963.2;-1.0;0.0
DEM;20180215;965.3;3.6;1.9
DEM;20180216;971.8;5.8;6.7
DEM;20180217;966.4;3.5;11.2
DEM;20180218;971.5;0.8;0.1
DEM;20180219;965.7;0.8;0.0
DEM;20180220;962.7;-0.2;0.0
DEM;20180221;963.6;-0.2;0.0
DEM;20180222;960.4;-1.8;0.0
DEM;20180223;960.3;-2.0;0.0
DEM;20180224;961.4;-1.2;0.0
DEM;20180225;965.3;-3.9;0.0
DEM;20180226;964.8;-6.8;0.0
DEM;20180227;961.6;-9.3;0.0
DEM;20180228;958.1;-6.7;0.0
DEM;20180301;948.4;-3.9;5.3
DEM;20180302;944.1;-5.5;2.9
DEM;20180303;945.8;-2.0;0.6
DEM;20180304;947.4;1.6;0.3
DEM;20180305;944.0;3.2;0.1
DEM;20180306;942.1;1.7;0.5
DEM;20180307;949.3;4.0;2.1
DEM;20180308;956.1;5.7;0.0
DEM;20180309;957.5;7.5;0.0
DEM;20180310;954.2;9.4;2.5
DEM;20180311;947.1;6.1;2.2
DEM;20180312;949.2;7.3;2.4
DEM;20180313;958.4;6.1;1.1
DEM;20180314;958.2;6.7;0.0
DEM;20180315;946.8;3.9;0.0
DEM;20180316;951.3;4.6;0.3
DEM;20180317;945.6;2.3;6.6
DEM;20180318;948.8;-0.8;0.7
DEM;20180319;954.8;0.3;0.2
DEM;20180320;963.4;-0.4;0.3
DEM;20180321;972.3;-0.4;0.2
DEM;20180322;967.9;-0.2;0.3
DEM;20180323;956.6;3.6;0.4
DEM;20180324;949.0;3.7;0.0
DEM;20180325;955.0;6.0;0.0
DEM;20180326;962.7;5.0;1.5
DEM;20180327;962.8;6.9;1.3
DEM;20180328;956.7;8.7;10.4
DEM;20180329;956.8;4.4;2.5
DEM;20180330;951.0;4.8;5.6
DEM;20180331;950.3;4.6;10.1
DEM;20180401;961.4;4.0;0.6
DEM;20180402;958.2;6.1;0.0
DEM;20180403;955.0;12.8;0.0
DEM;20180404;956.0;9.3;4.7
DEM;20180405;965.1;7.6;1.3
DEM;20180406;965.2;8.3;0.0
DEM;20180407;960.8;11.0;0.0
DEM;20180408;956.0;13.5;0.0
DEM;20180409;954.0;12.9;0.0
DEM;20180410;954.0;7.0;0.4
DEM;20180411;952.3;8.5;0.0
DEM;20180412;948.9;10.8;0.0
DEM;20180413;959.3;10.4;0.0
DEM;20180414;966.7;11.9;0.0
DEM;20180415;961.9;13.7;0.3
DEM;20180416;964.8;13.7;1.1
DEM;20180417;973.1;13.1;0.0
DEM;20180418;976.2;13.5;0.0
DEM;20180419;974.7;15.1;0.0
DEM;20180420;971.8;15.7;0.0
DEM;20180421;968.3;16.8;0.0
DEM;20180422;965.4;16.0;0.0
DEM;20180423;967.6;13.2;0.2
DEM;20180424;967.3;15.4;0.0
DEM;20180425;964.6;15.3;0.0
DEM;20180426;967.9;11.0;0.0
DEM;20180427;960.7;13.0;0.0
DEM;20180428;960.9;15.2;2.0
DEM;20180429;953.4;16.3;0.1
DEM;20180430;956.3;12.7;0.5
DEM;20180501;961.9;9.6;0.6
DEM;20180502;960.5;10.4;0.8
DEM;20180503;962.8;10.7;1.8
DEM;20180504;964.4;12.9;0.0
DEM;20180505;966.3;17.0;0.1
DEM;20180506;966.8;17.5;0.0
DEM;20180507;963.7;16.9;0.0
DEM;20180508;958.3;17.6;1.3
DEM;20180509;956.3;16.7;0.0
DEM;20180510;963.4;12.1;4.5
DEM;20180511;965.7;15.7;0.1
DEM;20180512;962.2;18.1;0.4
DEM;20180513;960.6;10.0;0.0
DEM;20180514;959.1;11.2;7.3
DEM;20180515;961.6;12.1;10.5
DEM;20180516;964.4;11.3;7.7
DEM;20180517;967.2;12.4;6.5
DEM;20180518;967.5;15.2;0.0
DEM;20180519;967.1;13.9;6.8
DEM;20180520;965.8;14.8;0.0
DEM;20180521;962.5;15.9;1.5
DEM;20180522;962.0;16.9;9.6
DEM;20180523;966.1;16.6;4.2
DEM;20180524;966.7;18.7;0.2
DEM;20180525;966.4;19.0;0.0
DEM;20180526;967.9;19.9;0.0
DEM;20180527;966.9;20.1;1.7
DEM;20180528;965.0;20.9;0.0
DEM;20180529;964.5;19.3;4.7
DEM;20180530;963.7;20.8;9.6
DEM;20180531;965.4;17.9;2.0
DEM;20180601;968.8;17.0;0.6
DEM;20180602;968.1;18.7;0.0
DEM;20180603;965.1;20.2;7.8
DEM;20180604;960.2;20.3;9.7
DEM;20180605;959.4;20.9;0.0
DEM;20180606;962.1;20.9;1.0
DEM;20180607;964.6;19.0;5.1
DEM;20180608;962.3;20.0;23.6
DEM;20180609;962.5;20.6;0.2
DEM;20180610;961.7;21.5;0.2
DEM;20180611;960.1;19.0;16.6
DEM;20180612;959.0;18.0;22.4
DEM;20180613;963.1;13.7;6.9
