 

stn;time;prestad0;tre005d0;rka150d0
DEM;20200510;955.2;18.4;1.0
DEM;20200511;953.6;8.9;26.1
DEM;20200512;962.9;8.6;0.2
DEM;20200513;958.1;8.2;16.2
DEM;20200514;960.6;9.0;1.5
DEM;20200515;965.0;9.1;0.4
DEM;20200516;968.9;11.0;0.0
DEM;20200517;970.4;13.1;0.0
DEM;20200518;971.6;15.4;0.0
DEM;20200519;968.9;17.3;0.0
DEM;20200520;968.5;16.7;0.0
DEM;20200521;969.9;17.6;0.0
DEM;20200522;971.2;18.4;0.0
DEM;20200523;975.1;11.9;16.8
DEM;20200524;980.1;13.2;0.0
DEM;20200525;980.1;13.7;0.0
DEM;20200526;979.7;14.8;0.0
DEM;20200527;978.7;14.9;0.0
DEM;20200528;975.3;16.3;0.0
DEM;20200529;970.5;14.1;0.0
DEM;20200530;967.4;13.9;0.0
DEM;20200531;966.4;13.9;0.0
DEM;20200601;966.6;16.2;0.0
DEM;20200602;964.5;17.6;0.0
DEM;20200603;956.0;15.8;6.6
DEM;20200604;948.6;15.2;5.1
DEM;20200605;952.4;13.1;0.4
DEM;20200606;955.1;14.9;7.8
DEM;20200607;959.0;13.6;4.3
DEM;20200608;961.2;14.2;2.9
DEM;20200609;962.8;12.3;4.7
DEM;20200610;962.0;14.0;0.6
DEM;20200611;958.0;17.0;6.2
DEM;20200612;955.6;19.5;0.0
DEM;20200613;961.9;15.6;27.1
DEM;20200614;966.4;15.7;2.3
DEM;20200615;967.7;15.6;0.7
DEM;20200616;964.9;17.2;0.0
DEM;20200617;962.4;13.4;21.1
DEM;20200618;963.9;16.3;8.5
DEM;20200619;968.0;15.1;1.8
DEM;20200620;970.5;16.5;5.1
DEM;20200621;971.0;19.3;0.0
DEM;20200622;973.2;19.3;0.0
DEM;20200623;971.2;19.9;0.0
DEM;20200624;968.5;20.6;0.0
DEM;20200625;965.8;21.7;0.0
DEM;20200626;964.0;20.1;9.1
DEM;20200627;964.3;22.2;0.3
DEM;20200628;966.3;19.5;9.8
DEM;20200629;965.1;18.4;1.8
DEM;20200630;963.8;19.8;0.0
DEM;20200701;961.3;22.0;0.0
DEM;20200702;964.1;20.2;1.3
DEM;20200703;968.7;17.2;0.0
DEM;20200704;970.1;18.7;0.0
DEM;20200705;968.2;21.2;0.0
DEM;20200706;968.4;15.9;0.3
DEM;20200707;969.1;16.5;0.0
DEM;20200708;967.8;18.5;0.0
DEM;20200709;966.0;21.6;0.0
DEM;20200710;964.7;21.9;0.0
DEM;20200711;970.6;18.3;0.0
DEM;20200712;971.7;17.7;0.0
DEM;20200713;969.2;18.4;0.0
DEM;20200714;964.7;19.8;0.0
DEM;20200715;964.9;16.2;9.9
DEM;20200716;968.6;15.7;2.3
DEM;20200717;969.0;16.5;2.9
DEM;20200718;968.0;18.3;0.0
DEM;20200719;966.3;19.3;0.0
DEM;20200720;966.7;21.3;0.0
DEM;20200721;969.2;21.5;0.0
DEM;20200722;968.4;21.3;0.0
DEM;20200723;965.2;21.4;0.0
DEM;20200724;964.0;17.9;0.5
DEM;20200725;963.7;21.0;0.0
DEM;20200726;964.8;21.4;0.2
DEM;20200727;964.8;23.1;0.0
DEM;20200728;964.8;22.1;1.4
DEM;20200729;968.4;21.8;0.0
DEM;20200730;967.9;23.2;0.0
DEM;20200731;965.9;26.6;0.0
DEM;20200801;965.2;25.1;3.9
DEM;20200802;965.0;18.8;12.2
DEM;20200803;962.1;16.6;2.2
DEM;20200804;965.8;14.4;2.1
DEM;20200805;967.0;17.1;0.0
DEM;20200806;968.3;19.6;0.0
DEM;20200807;968.8;21.9;0.0
DEM;20200808;969.1;23.4;0.0
DEM;20200809;966.7;23.6;0.0
DEM;20200810;964.3;23.1;1.4
DEM;20200811;965.6;22.8;0.0
DEM;20200812;964.9;21.5;1.3
DEM;20200813;964.8;21.5;1.9
DEM;20200814;965.6;20.3;1.7
DEM;20200815;964.1;22.0;0.0
DEM;20200816;961.3;21.8;2.9
DEM;20200817;962.4;19.8;1.3
DEM;20200818;963.2;19.5;0.7
DEM;20200819;961.0;20.4;0.5
DEM;20200820;960.4;24.8;0.0
DEM;20200821;963.0;26.1;0.0
DEM;20200822;969.2;20.5;3.4
DEM;20200823;969.4;19.1;0.0
DEM;20200824;967.6;18.1;0.0
DEM;20200825;963.6;19.0;0.0
DEM;20200826;966.6;21.3;0.0
DEM;20200827;965.4;18.0;0.0
DEM;20200828;957.2;14.7;12.7
DEM;20200829;956.7;13.5;1.4
DEM;20200830;960.7;12.2;30.0
DEM;20200831;966.5;15.5;0.4
DEM;20200901;965.4;15.4;0.0
DEM;20200902;967.0;14.9;0.0
DEM;20200903;972.0;15.6;0.0
DEM;20200904;972.7;19.0;0.0
DEM;20200905;968.2;19.7;0.0
DEM;20200906;968.4;15.0;0.0
DEM;20200907;971.5;15.3;0.0
DEM;20200908;975.4;15.1;0.0
DEM;20200909;972.2;16.5;0.0
DEM;20200910;968.5;17.7;0.0
DEM;20200911;966.2;18.2;0.0
DEM;20200912;969.8;18.1;0.0
DEM;20200913;974.4;17.7;0.0
DEM;20200914;973.4;19.1;0.0
DEM;20200915;970.7;19.9;0.0
DEM;20200916;969.3;17.3;0.0
DEM;20200917;969.5;18.9;0.0
DEM;20200918;968.7;20.2;0.0
DEM;20200919;966.5;16.4;0.1
DEM;20200920;964.0;18.0;0.0
DEM;20200921;964.6;16.0;0.0
DEM;20200922;961.8;17.6;2.9
DEM;20200923;959.1;16.6;0.0
DEM;20200924;956.4;17.0;5.5
DEM;20200925;953.2;9.0;4.3
DEM;20200926;955.1;7.4;3.3
DEM;20200927;954.2;8.9;0.1
DEM;20200928;961.0;10.0;5.7
DEM;20200929;967.9;10.1;2.9
DEM;20200930;963.9;11.5;0.0
DEM;20201001;955.7;10.6;2.9
DEM;20201002;941.1;11.7;0.1
DEM;20201003;943.4;11.0;16.7
DEM;20201004;949.8;12.2;1.4
DEM;20201005;957.2;9.6;0.1
DEM;20201006;959.1;12.8;3.1
DEM;20201007;967.2;10.5;2.2
DEM;20201008;971.6;12.9;0.0
DEM;20201009;970.5;12.0;0.0
DEM;20201010;971.1;9.3;6.7
DEM;20201011;969.4;6.3;2.9
DEM;20201012;968.8;6.1;1.3
DEM;20201013;961.2;6.3;0.0
DEM;20201014;960.3;7.3;0.0
DEM;20201015;962.2;6.8;2.3
DEM;20201016;965.7;8.0;2.1
DEM;20201017;967.3;8.0;3.0
DEM;20201018;971.1;7.5;0.0
DEM;20201019;969.7;6.2;0.0
DEM;20201020;963.8;8.3;0.0
DEM;20201021;961.1;11.2;0.0
DEM;20201022;966.0;13.1;3.3
DEM;20201023;964.6;12.2;21.1
DEM;20201024;967.0;10.2;2.2
DEM;20201025;958.0;11.3;0.0
DEM;20201026;957.5;6.4;23.8
DEM;20201027;961.0;7.5;0.2
DEM;20201028;964.4;11.2;0.9
DEM;20201029;971.0;10.9;0.9
DEM;20201030;974.5;10.5;0.0
DEM;20201031;972.0;7.2;0.0
DEM;20201101;969.4;10.9;1.0
DEM;20201102;968.2;16.6;0.0
DEM;20201103;973.7;10.2;3.9
DEM;20201104;977.5;6.6;0.4
DEM;20201105;981.2;8.3;0.0
DEM;20201106;977.5;8.7;0.0
DEM;20201107;973.5;6.6;0.0
DEM;20201108;972.6;8.3;0.0
DEM;20201109;972.3;7.6;0.0
DEM;20201110;974.4;6.7;0.0
DEM;20201111;972.7;7.4;0.0
DEM;20201112;970.7;6.4;0.0
DEM;20201113;970.4;6.4;0.0
DEM;20201114;969.2;5.0;0.0
DEM;20201115;963.5;9.3;1.1
DEM;20201116;970.2;8.0;1.0
DEM;20201117;977.0;3.8;0.0
DEM;20201118;974.9;2.6;0.0
DEM;20201119;975.8;4.7;3.4
DEM;20201120;981.0;3.1;1.1
DEM;20201121;980.8;-0.7;0.0
DEM;20201122;977.0;0.2;0.0
DEM;20201123;976.8;0.3;0.0
DEM;20201124;972.1;-1.5;0.0
DEM;20201125;969.3;-0.9;0.0
DEM;20201126;970.4;-1.2;0.0
DEM;20201127;967.6;0.0;0.0
DEM;20201128;965.6;-0.7;0.0
DEM;20201129;969.0;0.9;0.0
DEM;20201130;972.5;-1.0;0.0
DEM;20201201;965.4;0.7;5.8
DEM;20201202;962.4;0.9;0.2
DEM;20201203;952.3;-0.1;0.0
DEM;20201204;939.1;2.5;12.7
DEM;20201205;946.8;0.3;0.6
DEM;20201206;948.2;0.9;6.7
DEM;20201207;949.3;0.8;0.8
DEM;20201208;950.5;0.5;0.1
DEM;20201209;958.2;-0.2;1.3
DEM;20201210;954.9;-2.2;0.0
DEM;20201211;947.4;0.4;0.4
DEM;20201212;949.9;4.6;1.8
DEM;20201213;961.5;3.5;1.7
DEM;20201214;962.0;0.3;0.0
DEM;20201215;962.9;4.5;4.5
DEM;20201216;966.5;6.0;1.1
DEM;20201217;971.7;4.3;0.4
DEM;20201218;971.8;4.9;0.0
DEM;20201219;968.3;3.1;0.0
DEM;20201220;970.1;4.8;0.1
DEM;20201221;970.6;5.4;3.1
DEM;20201222;970.5;10.8;0.8
DEM;20201223;965.1;9.6;3.1
DEM;20201224;962.4;5.6;0.7
DEM;20201225;968.5;0.8;2.3
DEM;20201226;972.4;-2.2;0.0
DEM;20201227;947.9;-0.8;1.6
DEM;20201228;931.4;2.7;3.4
DEM;20201229;942.6;2.5;2.0
DEM;20201230;954.1;0.4;1.6
DEM;20201231;953.8;0.7;3.3
DEM;20210101;956.2;0.6;1.7
DEM;20210102;957.7;0.5;0.0
DEM;20210103;958.5;-0.8;0.0
DEM;20210104;958.4;-0.9;0.0
DEM;20210105;959.1;-0.9;0.0
DEM;20210106;961.2;-0.7;0.2
DEM;20210107;962.9;-0.1;0.0
DEM;20210108;964.4;-2.1;0.0
DEM;20210109;966.6;-3.7;0.0
DEM;20210110;967.9;-2.0;0.0
DEM;20210111;969.6;-4.1;0.0
DEM;20210112;966.2;0.2;9.4
DEM;20210113;967.6;2.8;7.3
DEM;20210114;964.3;2.8;20.6
DEM;20210115;968.4;-1.2;5.4
DEM;20210116;972.7;-4.0;0.5
DEM;20210117;968.9;0.6;2.2
DEM;20210118;974.9;-0.3;0.4
DEM;20210119;967.7;-1.9;0.0
DEM;20210120;956.0;6.3;0.0
DEM;20210121;950.7;10.5;1.1
DEM;20210122;944.8;7.6;8.3
DEM;20210123;946.9;2.3;2.4
DEM;20210124;950.8;0.7;0.0
DEM;20210125;955.0;0.3;2.6
DEM;20210126;969.5;-1.5;0.0
DEM;20210127;965.5;-1.5;5.5
DEM;20210128;959.1;6.7;8.8
DEM;20210129;954.9;7.4;13.0
DEM;20210130;949.9;5.4;8.5
DEM;20210131;947.1;6.4;1.4
DEM;20210201;946.1;6.5;3.0
DEM;20210202;955.8;9.6;0.2
DEM;20210203;955.7;9.3;4.8
DEM;20210204;963.0;3.9;0.1
DEM;20210205;960.5;6.3;0.0
DEM;20210206;953.2;4.9;0.3
DEM;20210207;946.4;3.8;0.7
DEM;20210208;945.5;0.9;0.4
DEM;20210209;949.5;-0.2;3.3
DEM;20210210;953.8;-3.0;3.2
DEM;20210211;970.5;-7.5;0.0
DEM;20210212;971.5;-8.5;0.0
DEM;20210213;977.8;-7.6;0.0
DEM;20210214;981.7;-8.2;0.0
DEM;20210215;978.4;-1.5;0.2
DEM;20210216;969.7;5.3;0.2
DEM;20210217;970.2;5.7;0.5
DEM;20210218;964.8;5.0;0.0
DEM;20210219;967.1;7.4;0.0
DEM;20210220;966.6;4.8;0.0
DEM;20210221;966.0;4.4;0.0
DEM;20210222;971.6;2.3;0.0
DEM;20210223;982.3;5.3;0.0
DEM;20210224;981.3;6.0;0.0
DEM;20210225;978.3;6.1;0.0
DEM;20210226;978.7;6.4;0.0
DEM;20210227;979.9;6.1;0.0
DEM;20210228;978.4;3.2;0.0
DEM;20210301;977.2;2.2;0.0
DEM;20210302;978.5;4.2;0.0
DEM;20210303;977.5;3.6;0.0
DEM;20210304;969.5;6.6;2.7
DEM;20210305;970.4;3.4;0.1
DEM;20210306;974.1;2.8;0.0
DEM;20210307;969.7;2.9;0.6
DEM;20210308;966.6;3.7;0.0
DEM;20210309;966.2;1.1;0.0
DEM;20210310;967.4;4.4;0.0
DEM;20210311;960.5;9.6;7.3
DEM;20210312;963.7;8.0;0.1
DEM;20210313;958.6;6.5;10.2
DEM;20210314;963.7;2.8;8.9
DEM;20210315;965.2;3.3;6.6
DEM;20210316;972.3;3.0;2.0
DEM;20210317;970.3;2.6;4.3
DEM;20210318;969.3;1.2;0.3
DEM;20210319;966.2;0.7;2.4
DEM;20210320;972.4;0.1;0.0
DEM;20210321;970.0;0.4;0.0
DEM;20210322;970.6;2.2;0.0
DEM;20210323;972.9;3.3;0.0
DEM;20210324;972.2;5.6;0.0
DEM;20210325;970.7;6.1;0.0
DEM;20210326;968.4;8.0;3.5
DEM;20210327;975.0;6.4;1.7
DEM;20210328;979.0;6.1;0.0
DEM;20210329;980.5;8.4;0.0
DEM;20210330;978.2;9.9;0.0
DEM;20210331;972.5;11.4;0.0
DEM;20210401;968.4;12.3;0.0
DEM;20210402;967.0;9.7;0.0
DEM;20210403;969.6;5.1;0.0
DEM;20210404;968.5;5.0;0.0
DEM;20210405;961.9;4.7;1.9
DEM;20210406;963.6;0.3;0.8
DEM;20210407;969.9;0.2;0.7
DEM;20210408;971.9;3.3;0.0
DEM;20210409;965.7;7.5;0.0
DEM;20210410;962.4;12.2;0.0
DEM;20210411;960.6;10.4;7.9
DEM;20210412;973.9;2.6;4.7
DEM;20210413;976.5;1.5;2.3
DEM;20210414;973.8;2.0;0.0
DEM;20210415;972.0;3.0;0.0
DEM;20210416;969.5;2.5;0.0
DEM;20210417;968.1;4.8;0.0
DEM;20210418;967.8;5.2;0.0
DEM;20210419;967.2;5.7;0.0
DEM;20210420;964.5;7.9;0.0
DEM;20210421;964.7;7.9;0.0
DEM;20210422;968.9;9.1;0.0
DEM;20210423;972.1;8.8;0.0
DEM;20210424;969.6;11.0;0.0
DEM;20210425;967.3;11.7;0.0
DEM;20210426;961.0;10.0;0.0
DEM;20210427;954.8;10.4;0.0
DEM;20210428;953.5;12.8;0.5
DEM;20210429;957.2;10.9;2.0
DEM;20210430;960.6;6.5;11.9
DEM;20210501;960.4;6.3;18.9
DEM;20210502;966.7;7.9;2.1
DEM;20210503;969.1;8.3;0.0
DEM;20210504;959.8;11.3;0.0
DEM;20210505;960.6;8.3;5.3
DEM;20210506;958.6;7.4;9.0
DEM;20210507;964.7;8.1;4.0
DEM;20210508;964.8;12.8;0.0
DEM;20210509;957.6;18.8;0.0
DEM;20210510;958.5;12.5;15.7
DEM;20210511;959.5;10.9;14.0
DEM;20210512;961.5;11.9;0.0
DEM;20210513;958.7;10.2;1.1
DEM;20210514;959.7;9.9;4.6
DEM;20210515;958.4;8.1;3.6
DEM;20210516;956.3;10.2;16.1
DEM;20210517;960.9;10.3;8.0
DEM;20210518;965.2;12.0;5.0
DEM;20210519;968.6;10.6;6.0
DEM;20210520;970.0;12.5;3.8
DEM;20210521;962.5;9.3;14.8
DEM;20210522;961.5;13.6;0.9
DEM;20210523;966.6;12.9;2.2
DEM;20210524;963.0;11.5;0.6
DEM;20210525;969.4;11.5;0.7
DEM;20210526;966.3;12.7;0.0
DEM;20210527;969.3;11.2;4.6
DEM;20210528;969.3;13.6;0.0
DEM;20210529;970.1;14.6;0.0
DEM;20210530;970.0;13.9;0.0
DEM;20210531;967.1;14.5;0.0
DEM;20210601;963.9;16.8;0.0
DEM;20210602;966.1;16.8;0.2
DEM;20210603;970.1;20.5;0.0
DEM;20210604;970.6;19.4;7.2
DEM;20210605;971.5;15.9;8.7
DEM;20210606;970.7;16.0;0.0
DEM;20210607;969.9;15.3;5.0
DEM;20210608;970.0;17.7;9.0
DEM;20210609;970.4;19.6;0.2
DEM;20210610;969.8;19.8;0.0
DEM;20210611;968.8;20.2;0.0
DEM;20210612;970.9;20.6;0.0
DEM;20210613;972.9;20.3;0.0
DEM;20210614;969.0;20.0;0.0
DEM;20210615;967.5;21.8;0.0
DEM;20210616;964.0;23.3;0.0
DEM;20210617;963.3;24.6;0.0
DEM;20210618;964.4;24.4;1.2
DEM;20210619;963.4;24.8;0.0
DEM;20210620;960.0;20.3;9.8
DEM;20210621;959.3;19.3;19.6
DEM;20210622;962.9;17.8;54.8
DEM;20210623;966.4;18.7;8.5
DEM;20210624;967.9;16.7;2.4
DEM;20210625;969.2;16.6;0.0
DEM;20210626;966.5;19.1;0.0
DEM;20210627;964.3;20.6;8.4
DEM;20210628;964.8;20.2;9.4
DEM;20210629;963.5;17.2;18.7
DEM;20210630;965.4;14.0;3.2
DEM;20210701;967.2;15.9;0.8
DEM;20210702;967.8;18.4;0.0
DEM;20210703;965.8;17.0;12.7
DEM;20210704;962.9;17.3;7.4
DEM;20210705;962.0;18.0;1.0
DEM;20210706;961.9;16.0;9.6
DEM;20210707;966.5;18.9;1.5
DEM;20210708;969.6;16.6;10.5
DEM;20210709;971.2;18.4;0.0
DEM;20210710;966.8;18.6;29.7
DEM;20210711;966.2;18.8;0.7
DEM;20210712;960.2;19.0;13.3
DEM;20210713;961.4;14.5;18.9
DEM;20210714;962.9;15.9;15.2
DEM;20210715;964.1;15.7;15.9
DEM;20210716;968.5;17.3;20.8
DEM;20210717;970.7;18.9;0.6
DEM;20210718;968.8;21.5;0.0
DEM;20210719;967.2;20.9;0.0
DEM;20210720;967.9;20.3;0.0
DEM;20210721;969.9;20.2;0.0
DEM;20210722;968.9;21.1;0.0
DEM;20210723;963.9;21.9;0.0
DEM;20210724;960.7;19.3;21.7
DEM;20210725;961.0;18.2;15.7
DEM;20210726;963.6;19.1;2.8
DEM;20210727;964.3;19.5;0.2
DEM;20210728;965.2;18.5;4.5
DEM;20210729;964.9;19.6;0.0
DEM;20210730;962.1;18.8;21.0
DEM;20210731;962.0;18.2;3.5
DEM;20210801;962.5;14.9;8.4
DEM;20210802;965.7;16.1;5.2
DEM;20210803;965.1;14.2;8.2
DEM;20210804;963.2;14.1;5.8
DEM;20210805;960.9;16.5;2.6
DEM;20210806;959.1;18.1;0.5
DEM;20210807;958.2;14.8;15.0
DEM;20210808;965.2;16.0;0.0
DEM;20210809;969.0;16.2;0.0
DEM;20210810;968.4;19.2;0.0
DEM;20210811;969.0;21.5;0.0
DEM;20210812;969.2;23.1;0.0
DEM;20210813;972.1;23.2;0.0
DEM;20210814;969.8;24.3;0.0
DEM;20210815;964.9;22.3;0.0
DEM;20210816;966.5;18.0;1.5
DEM;20210817;969.8;16.5;0.0
DEM;20210818;968.6;17.5;0.0
DEM;20210819;966.3;18.8;0.0
DEM;20210820;966.7;19.3;0.0
DEM;20210821;967.4;21.2;1.3
DEM;20210822;969.5;17.9;2.4
DEM;20210823;970.7;17.4;0.0
DEM;20210824;969.7;17.4;0.0
DEM;20210825;967.4;16.1;0.0
DEM;20210826;964.6;15.7;0.3
DEM;20210827;965.7;14.9;0.0
DEM;20210828;967.2;14.5;0.6
DEM;20210829;967.0;13.7;1.0
DEM;20210830;967.2;14.7;0.0
DEM;20210831;970.7;15.0;0.1
DEM;20210901;972.6;15.3;0.0
DEM;20210902;971.3;15.9;0.0
DEM;20210903;968.2;17.5;0.0
DEM;20210904;966.0;17.4;0.0
DEM;20210905;968.6;18.1;0.0
DEM;20210906;971.4;17.9;0.0
DEM;20210907;970.7;16.7;0.0
DEM;20210908;965.1;18.3;0.0
DEM;20210909;964.8;15.9;0.2
DEM;20210910;966.5;17.3;2.0
DEM;20210911;968.6;16.2;0.0
DEM;20210912;967.3;16.1;0.0
DEM;20210913;966.1;17.3;0.0
DEM;20210914;965.0;18.5;0.0
DEM;20210915;964.4;17.6;5.9
DEM;20210916;965.9;18.0;7.9
DEM;20210917;964.9;16.0;0.0
DEM;20210918;963.9;14.6;0.0
DEM;20210919;964.1;12.1;16.3
DEM;20210920;968.0;13.7;0.8
DEM;20210921;974.8;13.5;0.0
DEM;20210922;974.7;11.4;0.0
DEM;20210923;970.7;12.7;0.0
DEM;20210924;968.5;14.9;0.0
DEM;20210925;966.7;17.2;1.8
DEM;20210926;967.7;16.9;5.9
DEM;20210927;969.1;16.6;0.1
DEM;20210928;970.8;14.5;0.1
DEM;20210929;972.4;12.3;0.3
DEM;20210930;975.7;9.8;0.0
DEM;20211001;969.1;11.5;0.0
DEM;20211002;962.3;16.6;0.0
DEM;20211003;958.8;15.6;8.9
DEM;20211004;966.8;11.0;7.3
DEM;20211005;962.4;12.6;2.3
DEM;20211006;970.8;10.0;8.6
DEM;20211007;973.9;10.4;0.1
DEM;20211008;972.7;11.0;0.0
DEM;20211009;972.6;8.7;0.0
DEM;20211010;973.7;7.1;0.0
DEM;20211011;974.2;7.8;0.0
DEM;20211012;970.3;9.6;0.5
DEM;20211013;973.1;7.0;4.3
DEM;20211014;974.2;4.8;0.0
DEM;20211015;968.6;6.1;0.0
DEM;20211016;968.9;7.2;0.0
DEM;20211017;969.5;8.0;0.0
DEM;20211018;973.1;8.7;0.0
DEM;20211019;973.2;9.9;0.0
DEM;20211020;963.5;13.5;0.0
DEM;20211021;962.1;13.4;2.1
DEM;20211022;970.4;6.6;0.1
DEM;20211023;975.0;2.5;0.0
DEM;20211024;973.1;4.1;0.0
DEM;20211025;970.5;8.1;0.0
DEM;20211026;973.3;8.4;0.3
DEM;20211027;973.3;6.5;0.0
DEM;20211028;968.4;5.3;0.0
DEM;20211029;962.3;4.7;0.0
DEM;20211030;957.6;7.1;0.4
DEM;20211031;956.4;15.6;0.0
DEM;20211101;954.8;8.1;13.9
DEM;20211102;952.9;5.4;0.1
DEM;20211103;950.2;5.4;1.7
DEM;20211104;959.0;4.9;0.7
DEM;20211105;971.3;6.1;0.2
DEM;20211106;976.4;2.7;0.0
DEM;20211107;971.6;5.0;0.0
DEM;20211108;970.4;4.0;0.0
DEM;20211109;972.3;0.7;0.0
DEM;20211110;972.1;-0.5;0.0
DEM;20211111;971.4;2.4;0.0
DEM;20211112;967.5;2.6;0.0
DEM;20211113;965.6;3.4;3.0
DEM;20211114;965.6;7.3;6.9
DEM;20211115;968.4;6.2;0.0
DEM;20211116;969.5;5.3;0.0
DEM;20211117;972.6;4.2;0.0
DEM;20211118;978.4;3.3;0.0
DEM;20211119;979.5;1.3;0.0
DEM;20211120;972.9;1.6;0.0
DEM;20211121;961.8;2.1;0.5
DEM;20211122;966.1;3.3;0.8
DEM;20211123;972.1;3.4;0.0
DEM;20211124;966.3;1.3;0.0
DEM;20211125;958.3;-0.1;0.8
DEM;20211126;950.2;1.3;0.2
DEM;20211127;942.4;0.7;0.0
DEM;20211128;946.6;-0.4;2.9
DEM;20211129;959.4;0.1;1.0
DEM;20211130;968.0;2.0;0.6
DEM;20211201;955.3;5.8;6.7
DEM;20211202;954.3;1.3;2.9
DEM;20211203;962.2;-0.5;1.2
DEM;20211204;952.4;4.9;16.8
DEM;20211205;954.5;0.5;1.5
DEM;20211206;962.1;-0.4;0.1
DEM;20211207;959.1;2.5;0.5
DEM;20211208;950.7;2.8;9.2
DEM;20211209;956.6;0.1;0.3
DEM;20211210;948.2;0.3;5.7
DEM;20211211;966.4;1.3;4.1
DEM;20211212;976.3;-1.4;0.0
DEM;20211213;976.4;-0.9;0.0
DEM;20211214;976.9;-0.3;0.0
DEM;20211215;979.6;1.0;0.0
DEM;20211216;982.9;2.4;0.0
DEM;20211217;983.1;1.3;0.0
DEM;20211218;981.4;-1.8;0.0
DEM;20211219;977.1;-1.3;0.0
DEM;20211220;972.0;-2.1;0.0
DEM;20211221;969.9;-3.9;0.0
DEM;20211222;970.9;-5.9;0.0
DEM;20211223;965.7;-2.5;0.0
DEM;20211224;958.6;2.1;0.5
DEM;20211225;954.6;4.2;12.6
DEM;20211226;955.4;4.9;9.6
DEM;20211227;953.2;3.8;2.0
DEM;20211228;952.8;8.5;2.4
DEM;20211229;962.3;8.1;12.9
DEM;20211230;971.8;10.9;0.4
DEM;20211231;974.0;5.0;0.0
DEM;20220101;975.6;1.6;0.0
DEM;20220102;971.2;4.2;0.0
DEM;20220103;967.0;9.9;0.0
DEM;20220104;952.0;11.1;3.7
DEM;20220105;960.3;0.7;2.6
DEM;20220106;967.8;-0.7;0.3
DEM;20220107;967.1;-1.3;0.8
DEM;20220108;960.3;3.0;2.3
DEM;20220109;954.9;1.8;9.5
DEM;20220110;967.7;0.2;0.1
DEM;20220111;977.5;-0.6;0.0
DEM;20220112;983.3;-4.8;0.0
DEM;20220113;985.4;-5.4;0.0
DEM;20220114;981.8;-4.0;0.0
DEM;20220115;974.5;-4.0;0.0
DEM;20220116;976.9;-1.6;0.0
DEM;20220117;982.9;0.5;0.0
DEM;20220118;981.6;-1.5;0.0
DEM;20220119;976.5;-1.6;0.0
DEM;20220120;976.2;0.4;0.6
DEM;20220121;980.4;-2.2;0.0
DEM;20220122;981.8;-2.8;0.0
DEM;20220123;980.4;-1.5;0.0
DEM;20220124;979.2;-3.7;0.0
DEM;20220125;980.0;-3.8;0.0
DEM;20220126;979.3;-3.8;0.0
DEM;20220127;978.5;-2.1;0.2
DEM;20220128;983.0;0.2;0.1
DEM;20220129;981.0;2.0;0.0
DEM;20220130;977.1;3.8;1.6
DEM;20220131;967.3;2.3;2.7
DEM;20220201;971.7;2.3;0.2
DEM;20220202;971.4;6.3;1.9
DEM;20220203;967.8;3.8;0.0
DEM;20220204;966.5;5.3;0.8
DEM;20220205;973.5;0.3;0.4
DEM;20220206;967.8;2.9;0.2
DEM;20220207;974.3;1.3;7.1
DEM;20220208;981.3;-1.1;0.0
DEM;20220209;977.1;-0.6;0.0
DEM;20220210;972.9;2.9;2.5
DEM;20220211;977.6;1.6;3.3
DEM;20220212;975.2;-2.6;0.0
DEM;20220213;966.2;1.6;0.0
DEM;20220214;957.9;6.3;3.0
DEM;20220215;964.9;2.6;1.2
DEM;20220216;961.7;7.5;0.5
DEM;20220217;964.2;10.2;2.4
DEM;20220218;961.4;8.7;1.7
DEM;20220219;968.8;4.8;0.3
DEM;20220220;968.4;7.8;0.0
DEM;20220221;962.6;4.8;5.8
DEM;20220222;973.0;6.0;0.4
DEM;20220223;973.7;5.4;0.9
DEM;20220224;967.6;4.6;1.1
DEM;20220225;975.2;2.5;0.5
DEM;20220226;978.1;2.2;0.0
DEM;20220227;975.1;0.0;0.0
DEM;20220228;976.4;-0.4;0.0
DEM;20220301;974.3;0.1;0.0
DEM;20220302;969.7;2.1;0.0
DEM;20220303;964.9;3.1;0.0
DEM;20220304;965.1;-0.2;0.0
DEM;20220305;965.8;-2.2;0.0
DEM;20220306;966.6;-1.9;0.0
DEM;20220307;967.6;-2.1;0.0
DEM;20220308;967.7;-1.2;0.0
DEM;20220309;971.1;0.7;0.0
DEM;20220310;970.4;1.2;0.0
DEM;20220311;965.5;3.9;0.0
DEM;20220312;966.0;6.3;0.0
DEM;20220313;964.1;7.9;0.2
DEM;20220314;974.9;7.4;0.0
DEM;20220315;972.9;6.7;3.6
DEM;20220316;970.5;7.9;0.1
DEM;20220317;974.3;8.4;0.0
DEM;20220318;980.4;8.0;0.0
DEM;20220319;977.9;7.0;0.0
DEM;20220320;975.6;6.7;0.0
DEM;20220321;978.3;5.2;0.0
DEM;20220322;978.4;5.0;0.0
DEM;20220323;977.6;5.0;0.0
DEM;20220324;975.4;5.6;0.0
DEM;20220325;973.9;6.3;0.0
DEM;20220326;973.9;6.4;0.0
DEM;20220327;975.0;6.7;0.0
DEM;20220328;970.7;7.5;0.0
DEM;20220329;959.5;9.1;0.0
DEM;20220330;950.9;9.1;11.9
DEM;20220331;945.6;6.8;2.5
DEM;20220401;949.9;0.9;3.8
DEM;20220402;958.5;-0.4;3.6
DEM;20220403;967.1;0.3;0.4
DEM;20220404;966.9;3.2;0.0
