 

stn;time;tso010d0;tso020d0;tso005d0
FAH;20181128;5.2;5.5;4.4
FAH;20181129;5.7;5.8;5.0
FAH;20181130;5.7;5.8;5.0
FAH;20181201;6.1;6.0;5.5
FAH;20181202;7.0;6.4;6.7
FAH;20181203;8.5;7.5;8.2
FAH;20181204;8.3;7.8;7.7
FAH;20181205;7.8;7.5;7.1
FAH;20181206;8.1;7.7;7.7
FAH;20181207;8.4;8.0;7.9
FAH;20181208;7.2;7.4;6.3
FAH;20181209;6.7;6.8;5.9
FAH;20181210;6.1;6.3;5.2
FAH;20181211;5.3;5.7;4.3
FAH;20181212;3.6;4.7;2.3
FAH;20181213;2.9;3.8;1.8
FAH;20181214;2.5;3.4;1.4
FAH;20181215;2.3;3.1;1.2
FAH;20181216;2.5;2.9;1.7
FAH;20181217;3.2;3.3;2.5
FAH;20181218;3.0;3.5;2.1
FAH;20181219;3.3;3.4;2.6
FAH;20181220;4.1;3.9;3.5
FAH;20181221;5.0;4.5;4.7
FAH;20181222;6.6;5.7;6.3
FAH;20181223;6.8;6.1;6.4
FAH;20181224;7.2;6.6;6.6
FAH;20181225;5.1;5.5;4.0
FAH;20181226;4.0;4.6;2.9
FAH;20181227;3.2;3.9;2.2
FAH;20181228;3.0;3.5;2.1
FAH;20181229;3.2;3.5;2.3
FAH;20181230;3.3;3.4;2.5
FAH;20181231;3.9;3.8;3.4
FAH;20190101;4.2;4.1;3.5
FAH;20190102;3.8;4.0;3.0
FAH;20190103;2.6;3.3;1.5
FAH;20190104;2.1;2.7;1.1
FAH;20190105;2.1;2.5;1.2
FAH;20190106;2.4;2.6;1.6
FAH;20190107;2.6;2.8;2.0
FAH;20190108;2.7;2.8;2.0
FAH;20190109;2.8;2.9;2.0
FAH;20190110;2.6;2.8;1.9
FAH;20190111;2.6;2.7;1.7
FAH;20190112;2.6;2.7;1.9
FAH;20190113;2.9;2.8;2.4
FAH;20190114;3.7;3.4;3.2
FAH;20190115;3.4;3.3;2.8
FAH;20190116;2.6;3.0;1.8
FAH;20190117;3.1;2.9;2.5
FAH;20190118;2.7;2.9;1.9
FAH;20190119;1.7;2.3;0.7
FAH;20190120;1.3;1.8;0.3
FAH;20190121;1.2;1.6;0.4
FAH;20190122;1.2;1.5;0.4
FAH;20190123;1.1;1.5;0.3
FAH;20190124;1.1;1.4;0.3
FAH;20190125;0.9;1.2;0.0
FAH;20190126;0.8;1.1;0.0
FAH;20190127;1.3;1.2;0.7
FAH;20190128;1.7;1.6;1.0
FAH;20190129;1.7;1.7;0.9
FAH;20190130;1.7;1.7;0.9
FAH;20190131;1.5;1.6;0.8
FAH;20190201;1.6;1.6;1.0
FAH;20190202;1.9;1.7;1.4
FAH;20190203;1.9;1.9;1.2
FAH;20190204;1.6;1.7;0.8
FAH;20190205;1.4;1.6;0.6
FAH;20190206;1.2;1.4;0.3
FAH;20190207;1.0;1.2;0.3
FAH;20190208;1.6;1.4;1.2
FAH;20190209;2.9;2.2;2.6
FAH;20190210;3.8;3.1;3.5
FAH;20190211;3.2;3.0;2.5
FAH;20190212;2.8;2.7;2.2
FAH;20190213;2.5;2.5;1.8
FAH;20190214;2.7;2.5;2.1
FAH;20190215;3.2;2.8;2.8
FAH;20190216;3.5;3.1;3.1
FAH;20190217;3.9;3.4;3.5
FAH;20190218;3.9;3.5;3.4
FAH;20190219;3.9;3.5;3.4
FAH;20190220;4.2;3.7;3.7
FAH;20190221;4.3;3.9;3.9
FAH;20190222;4.8;4.2;4.5
FAH;20190223;5.0;4.5;4.4
FAH;20190224;4.4;4.2;3.8
FAH;20190225;4.5;4.1;4.0
FAH;20190226;5.2;4.5;4.9
FAH;20190227;5.8;5.0;5.6
FAH;20190228;5.9;5.3;5.5
FAH;20190301;6.2;5.6;5.7
FAH;20190302;5.9;5.4;5.4
FAH;20190303;6.3;5.6;5.9
FAH;20190304;6.2;5.7;5.6
FAH;20190305;5.6;5.3;5.0
FAH;20190306;5.6;5.2;5.0
FAH;20190307;6.3;5.6;5.8
FAH;20190308;6.1;5.7;5.6
FAH;20190309;6.2;5.7;5.8
FAH;20190310;7.3;6.3;7.0
FAH;20190311;5.6;5.8;4.6
FAH;20190312;4.8;4.8;4.2
FAH;20190313;5.1;5.0;4.4
FAH;20190314;4.8;4.8;4.1
FAH;20190315;5.7;5.0;5.5
FAH;20190316;7.1;6.0;6.9
FAH;20190317;6.7;6.2;6.0
FAH;20190318;5.7;5.6;4.9
FAH;20190319;5.2;5.2;4.5
FAH;20190320;5.2;5.0;4.5
FAH;20190321;5.7;5.2;5.2
FAH;20190322;6.4;5.7;6.1
FAH;20190323;7.3;6.4;7.1
FAH;20190324;7.9;6.9;7.6
FAH;20190325;7.6;7.0;6.9
FAH;20190326;7.0;6.6;6.4
FAH;20190327;6.5;6.3;5.8
FAH;20190328;6.8;6.3;6.4
FAH;20190329;7.9;6.9;7.7
FAH;20190330;8.4;7.4;8.2
FAH;20190331;8.9;7.9;8.7
FAH;20190401;9.2;8.2;8.9
FAH;20190402;9.2;8.3;8.9
FAH;20190403;8.2;8.1;7.1
FAH;20190404;5.5;6.2;4.2
FAH;20190405;4.8;5.2;3.9
FAH;20190406;5.8;5.3;5.4
FAH;20190407;6.7;6.2;6.2
FAH;20190408;7.2;6.5;6.8
FAH;20190409;7.6;6.8;7.3
FAH;20190410;8.1;7.4;7.7
FAH;20190411;8.2;7.5;7.7
FAH;20190412;7.9;7.4;7.4
FAH;20190413;7.5;7.3;6.7
FAH;20190414;6.6;6.7;5.7
FAH;20190415;7.3;6.7;6.9
FAH;20190416;8.1;7.4;7.7
FAH;20190417;9.6;8.2;9.6
FAH;20190418;10.7;9.2;10.7
FAH;20190419;11.5;10.1;11.5
FAH;20190420;12.0;10.6;12.0
FAH;20190421;12.2;10.9;12.0
FAH;20190422;12.3;11.1;12.2
FAH;20190423;12.8;11.5;12.7
FAH;20190424;12.5;11.6;12.0
FAH;20190425;11.8;11.0;11.4
FAH;20190426;11.1;10.7;10.4
FAH;20190427;10.6;10.4;9.8
FAH;20190428;9.4;9.4;8.5
FAH;20190429;9.8;9.3;9.3
FAH;20190430;10.2;9.7;9.6
FAH;20190501;10.6;9.7;10.4
FAH;20190502;11.1;10.4;10.6
FAH;20190503;10.8;10.2;10.3
FAH;20190504;9.8;9.9;8.8
FAH;20190505;8.2;8.5;7.2
FAH;20190506;8.1;8.1;7.5
FAH;20190507;9.3;8.6;9.0
FAH;20190508;10.4;9.6;9.9
FAH;20190509;10.0;9.4;9.5
FAH;20190510;11.0;10.0;10.8
FAH;20190511;11.6;10.7;11.0
FAH;20190512;11.6;10.6;11.4
FAH;20190513;11.6;10.9;11.0
FAH;20190514;11.5;10.8;11.0
FAH;20190515;11.2;10.7;10.6
FAH;20190516;11.3;10.6;10.9
FAH;20190517;11.6;10.9;11.1
FAH;20190518;12.4;11.3;12.3
FAH;20190519;12.9;11.9;12.6
FAH;20190520;12.3;11.8;11.7
FAH;20190521;11.9;11.3;11.5
FAH;20190522;13.3;11.9;13.2
FAH;20190523;14.4;12.9;14.3
FAH;20190524;15.4;13.8;15.4
FAH;20190525;15.8;14.3;15.7
FAH;20190526;15.9;14.5;15.7
FAH;20190527;15.2;14.4;14.7
FAH;20190528;14.7;14.0;14.1
FAH;20190529;14.4;13.7;13.9
FAH;20190530;14.9;13.8;14.8
FAH;20190531;16.2;14.7;16.3
FAH;20190601;17.4;15.5;17.6
FAH;20190602;18.3;16.4;18.5
FAH;20190603;18.7;17.0;18.8
FAH;20190604;19.4;17.4;19.7
FAH;20190605;19.6;17.9;19.5
FAH;20190606;17.5;17.2;16.4
FAH;20190607;17.0;16.2;16.5
FAH;20190608;17.1;16.2;16.7
FAH;20190609;16.2;15.9;15.4
FAH;20190610;15.5;15.2;14.8
FAH;20190611;14.8;14.6;14.1
FAH;20190612;15.9;14.8;15.7
FAH;20190613;17.4;15.9;17.5
FAH;20190614;17.2;16.3;16.7
FAH;20190615;17.2;16.2;16.8
FAH;20190616;17.4;16.3;17.1
FAH;20190617;18.3;16.8;18.4
FAH;20190618;19.5;17.7;19.7
FAH;20190619;19.8;18.2;19.9
FAH;20190620;19.5;18.4;19.1
FAH;20190621;19.1;18.1;18.8
FAH;20190622;18.7;17.9;18.2
FAH;20190623;19.2;17.9;19.2
FAH;20190624;20.8;18.9;21.1
FAH;20190625;22.1;19.9;22.5
FAH;20190626;23.5;21.0;24.0
FAH;20190627;24.2;21.9;24.6
FAH;20190628;23.3;21.8;23.0
FAH;20190629;22.8;21.4;22.7
FAH;20190630;23.6;21.7;23.8
FAH;20190701;24.2;22.3;24.3
FAH;20190702;23.0;21.9;22.7
FAH;20190703;21.4;21.0;21.0
FAH;20190704;21.4;20.6;21.3
FAH;20190705;22.0;20.8;22.0
FAH;20190706;21.0;20.4;20.5
FAH;20190707;21.1;20.3;20.7
FAH;20190708;20.4;20.0;19.9
FAH;20190709;18.6;19.1;18.4
FAH;20190710;18.6;18.7;18.7
FAH;20190711;18.5;18.6;17.8
FAH;20190712;19.3;18.6;19.1
FAH;20190713;19.6;18.9;19.6
FAH;20190714;18.4;18.3;18.3
FAH;20190715;17.7;17.8;17.2
FAH;20190716;18.7;18.0;18.9
FAH;20190717;19.1;18.4;18.9
FAH;20190718;19.7;18.9;19.6
FAH;20190719;20.3;19.3;20.4
FAH;20190720;20.6;19.5;20.6
FAH;20190721;21.2;20.1;20.9
FAH;20190722;21.2;20.2;21.2
FAH;20190723;22.2;20.6;22.8
FAH;20190724;23.1;21.3;23.7
FAH;20190725;24.0;21.9;24.9
FAH;20190726;23.8;22.2;24.3
FAH;20190727;22.0;21.5;21.3
FAH;20190728;18.6;19.2;17.5
FAH;20190729;19.2;18.7;18.8
FAH;20190730;20.0;19.4;19.5
FAH;20190731;19.9;19.3;19.3
FAH;20190801;19.8;19.1;19.3
FAH;20190802;20.3;19.5;19.8
FAH;20190803;20.6;19.7;20.3
FAH;20190804;20.8;19.8;20.6
FAH;20190805;21.6;20.3;21.4
FAH;20190806;21.5;20.5;21.2
FAH;20190807;20.2;20.0;19.3
FAH;20190808;20.4;19.4;20.1
FAH;20190809;21.4;20.2;21.3
FAH;20190810;21.1;20.4;20.5
FAH;20190811;20.4;20.0;19.7
FAH;20190812;19.1;19.1;18.2
FAH;20190813;18.6;18.5;17.7
FAH;20190814;18.6;18.2;18.0
FAH;20190815;18.4;18.2;17.5
FAH;20190816;18.6;18.0;18.2
FAH;20190817;18.9;18.3;18.4
FAH;20190818;19.8;18.7;19.6
FAH;20190819;19.4;19.0;18.7
FAH;20190820;17.8;18.0;16.6
FAH;20190821;16.9;17.0;16.1
FAH;20190822;17.8;17.3;17.3
FAH;20190823;18.5;17.8;18.0
FAH;20190824;19.1;18.2;18.9
FAH;20190825;19.8;18.8;19.6
FAH;20190826;20.1;19.1;19.9
FAH;20190827;20.2;19.3;20.0
FAH;20190828;21.0;19.8;21.0
FAH;20190829;21.0;20.0;20.6
FAH;20190830;20.8;19.9;20.6
FAH;20190831;20.9;19.9;20.6
FAH;20190901;20.4;19.8;19.8
FAH;20190902;19.2;19.1;18.3
FAH;20190903;18.2;18.2;17.6
FAH;20190904;18.2;17.9;17.6
FAH;20190905;17.1;17.5;16.2
FAH;20190906;15.9;16.6;14.8
FAH;20190907;16.2;16.4;15.6
FAH;20190908;15.7;16.1;14.8
FAH;20190909;15.3;15.6;14.4
FAH;20190910;15.2;15.5;14.4
FAH;20190911;15.5;15.6;14.7
FAH;20190912;16.2;15.8;15.8
FAH;20190913;17.0;16.3;16.8
FAH;20190914;17.4;16.8;17.3
FAH;20190915;18.0;17.2;17.7
FAH;20190916;18.3;17.4;18.0
FAH;20190917;17.2;17.1;16.7
FAH;20190918;13.9;15.6;13.6
FAH;20190919;12.6;14.3;12.1
FAH;20190920;12.6;13.6;12.3
FAH;20190921;15.0;14.4;15.1
FAH;20190922;16.8;15.8;16.8
FAH;20190923;15.9;15.9;15.0
FAH;20190924;14.5;14.9;13.3
FAH;20190925;15.0;14.9;14.3
FAH;20190926;15.2;14.9;14.6
FAH;20190927;15.3;15.0;14.7
FAH;20190928;15.0;14.9;14.2
FAH;20190929;14.5;14.4;13.8
FAH;20190930;15.0;14.7;14.3
FAH;20191001;14.6;14.5;13.9
FAH;20191002;14.4;14.4;13.5
FAH;20191003;13.1;13.6;11.9
FAH;20191004;12.5;13.0;11.4
FAH;20191005;12.8;12.8;12.0
FAH;20191006;13.1;13.0;12.3
FAH;20191007;12.8;12.9;11.9
FAH;20191008;12.8;12.7;12.2
FAH;20191009;13.0;13.1;12.1
FAH;20191010;12.2;12.4;11.3
FAH;20191011;12.1;12.2;11.4
FAH;20191012;13.0;12.5;12.6
FAH;20191013;14.1;13.4;13.8
FAH;20191014;14.2;13.7;13.8
FAH;20191015;13.6;13.6;12.7
FAH;20191016;12.6;12.8;11.8
FAH;20191017;12.9;12.7;12.3
FAH;20191018;13.2;13.0;12.6
FAH;20191019;12.7;12.7;11.9
FAH;20191020;13.0;12.6;12.4
FAH;20191021;13.1;12.9;12.4
FAH;20191022;12.8;12.6;12.0
FAH;20191023;13.0;12.7;12.4
FAH;20191024;13.1;12.8;12.4
FAH;20191025;12.9;12.7;12.1
FAH;20191026;12.2;12.3;11.5
FAH;20191027;12.7;12.4;12.2
FAH;20191028;12.0;12.3;10.8
FAH;20191029;10.7;11.4;9.4
FAH;20191030;10.0;10.7;8.7
FAH;20191031;10.0;10.4;9.0
FAH;20191101;10.7;10.6;10.1
FAH;20191102;11.6;11.1;11.1
FAH;20191103;11.3;11.2;10.5
FAH;20191104;10.6;10.8;9.7
FAH;20191105;10.0;10.3;9.0
FAH;20191106;9.7;9.9;8.7
FAH;20191107;9.1;9.6;8.0
FAH;20191108;8.6;9.1;7.4
FAH;20191109;7.9;8.5;6.6
FAH;20191110;7.1;7.9;5.8
FAH;20191111;6.8;7.5;5.6
FAH;20191112;6.9;7.4;5.8
FAH;20191113;6.6;7.2;5.5
FAH;20191114;6.2;6.8;4.9
FAH;20191115;6.3;6.8;5.2
FAH;20191116;6.0;6.6;4.9
FAH;20191117;5.5;6.3;4.3
FAH;20191118;4.9;5.7;3.8
FAH;20191119;5.0;5.5;4.0
FAH;20191120;5.1;5.6;4.1
FAH;20191121;5.6;5.8;4.8
FAH;20191122;6.1;6.2;5.3
FAH;20191123;5.8;6.1;4.8
FAH;20191124;6.1;6.1;5.4
FAH;20191125;7.0;6.7;6.5
FAH;20191126;7.2;7.0;6.5
FAH;20191127;7.4;7.1;6.8
FAH;20191128;7.5;7.3;6.9
FAH;20191129;7.2;7.2;6.4
FAH;20191130;6.3;6.8;5.2
FAH;20191201;5.5;6.1;4.4
FAH;20191202;5.1;5.8;3.7
FAH;20191203;3.8;4.9;2.2
FAH;20191204;3.1;4.2;1.6
FAH;20191205;2.7;3.7;1.5
FAH;20191206;2.7;3.3;1.8
FAH;20191207;4.4;4.1;4.0
FAH;20191208;5.5;5.0;5.1
FAH;20191209;5.6;5.5;4.8
FAH;20191210;4.9;5.1;3.9
FAH;20191211;3.8;4.4;2.7
FAH;20191212;3.8;4.2;2.9
FAH;20191213;3.9;4.1;3.1
FAH;20191214;4.6;4.4;4.1
FAH;20191215;6.1;5.4;5.9
FAH;20191216;6.2;5.8;5.7
FAH;20191217;6.1;5.8;5.5
FAH;20191218;6.5;6.0;6.1
FAH;20191219;6.1;6.0;5.4
FAH;20191220;5.9;5.8;5.3
FAH;20191221;5.5;5.6;4.6
FAH;20191222;5.4;5.4;4.8
FAH;20191223;5.3;5.3;4.6
FAH;20191224;5.5;5.3;5.0
FAH;20191225;5.9;5.6;5.2
FAH;20191226;4.7;5.1;3.6
FAH;20191227;5.4;5.1;4.9
FAH;20191228;5.3;5.3;4.3
FAH;20191229;3.5;4.4;2.0
FAH;20191230;2.7;3.6;1.4
FAH;20191231;2.8;3.3;1.8
FAH;20200101;2.5;3.1;1.4
FAH;20200102;2.2;2.7;1.2
FAH;20200103;2.9;2.9;2.4
FAH;20200104;4.1;3.8;3.6
FAH;20200105;3.3;3.6;2.4
FAH;20200106;2.8;3.2;1.8
FAH;20200107;2.9;3.0;2.2
FAH;20200108;3.3;3.2;2.6
FAH;20200109;4.5;4.0;4.2
FAH;20200110;5.0;4.5;4.6
FAH;20200111;4.7;4.6;4.0
FAH;20200112;4.2;4.3;3.4
FAH;20200113;3.8;4.0;3.0
FAH;20200114;3.5;3.7;2.7
FAH;20200115;3.6;3.6;2.9
FAH;20200116;4.5;4.1;4.1
FAH;20200117;4.0;4.0;3.2
FAH;20200118;4.2;4.1;3.5
FAH;20200119;3.0;3.5;1.8
FAH;20200120;2.6;3.1;1.5
FAH;20200121;2.0;2.7;0.7
FAH;20200122;1.5;2.2;0.3
FAH;20200123;1.2;1.9;0.0
FAH;20200124;1.6;1.9;0.7
FAH;20200125;2.7;2.4;2.2
FAH;20200126;3.2;3.0;2.7
FAH;20200127;4.1;3.6;3.7
FAH;20200128;4.2;3.9;3.6
FAH;20200129;3.6;3.6;2.9
FAH;20200130;4.1;3.7;3.7
FAH;20200131;6.1;4.9;6.1
FAH;20200201;6.6;5.6;6.4
FAH;20200202;7.2;6.2;7.2
FAH;20200203;8.2;6.9;8.0
FAH;20200204;6.5;6.5;5.5
FAH;20200205;5.0;5.2;4.0
FAH;20200206;3.8;4.4;2.6
FAH;20200207;3.3;3.8;2.2
FAH;20200208;3.4;3.6;2.7
FAH;20200209;4.1;3.8;3.7
FAH;20200210;5.9;5.0;5.8
FAH;20200211;5.2;5.1;4.5
FAH;20200212;4.3;4.5;3.5
FAH;20200213;4.1;4.1;3.3
FAH;20200214;4.6;4.3;4.1
FAH;20200215;4.6;4.4;4.0
FAH;20200216;5.7;5.0;5.6
FAH;20200217;6.6;5.8;6.2
FAH;20200218;5.5;5.4;4.8
FAH;20200219;5.1;5.0;4.3
FAH;20200220;5.3;5.0;4.8
FAH;20200221;5.6;5.3;4.9
FAH;20200222;4.9;4.9;4.1
FAH;20200223;5.7;5.2;5.5
FAH;20200224;7.2;6.1;7.0
FAH;20200225;6.6;6.2;5.9
FAH;20200226;5.0;5.4;4.0
FAH;20200227;4.1;4.5;3.2
FAH;20200228;4.2;4.2;3.7
FAH;20200229;5.6;5.0;5.3
FAH;20200301;6.0;5.5;5.5
FAH;20200302;5.4;5.3;4.6
FAH;20200303;5.0;5.0;4.3
FAH;20200304;5.1;4.9;4.5
FAH;20200305;5.9;5.4;5.5
FAH;20200306;5.4;5.4;4.5
FAH;20200307;4.9;4.9;4.1
FAH;20200308;4.9;4.7;4.3
FAH;20200309;5.5;5.2;4.8
FAH;20200310;5.3;5.1;4.7
FAH;20200311;7.0;5.9;7.1
FAH;20200312;7.6;6.7;7.4
FAH;20200313;7.4;6.8;6.9
FAH;20200314;6.6;6.4;5.8
FAH;20200315;6.5;6.2;6.0
FAH;20200316;7.3;6.6;7.0
FAH;20200317;8.0;7.2;7.8
FAH;20200318;8.6;7.7;8.5
FAH;20200319;9.3;8.2;9.3
FAH;20200320;9.9;8.8;9.8
FAH;20200321;9.2;8.8;8.3
FAH;20200322;7.3;7.6;6.1
FAH;20200323;5.8;6.5;4.5
FAH;20200324;5.2;5.8;4.0
FAH;20200325;5.3;5.6;4.2
FAH;20200326;5.3;5.6;4.4
FAH;20200327;6.0;5.8;5.5
FAH;20200328;7.1;6.4;6.8
FAH;20200329;6.9;6.8;5.9
FAH;20200330;5.7;6.0;4.6
FAH;20200331;5.1;5.4;4.1
FAH;20200401;5.7;5.5;5.0
FAH;20200402;6.3;6.0;5.7
FAH;20200403;6.7;6.3;6.2
FAH;20200404;7.2;6.6;6.8
FAH;20200405;8.2;7.3;8.0
FAH;20200406;9.0;7.9;8.8
FAH;20200407;9.5;8.4;9.3
FAH;20200408;9.9;8.8;9.7
FAH;20200409;10.5;9.3;10.5
FAH;20200410;10.8;9.7;10.7
FAH;20200411;11.4;10.1;11.4
FAH;20200412;11.8;10.5;11.6
FAH;20200413;11.7;10.7;11.3
FAH;20200414;10.3;10.2;9.3
FAH;20200415;9.9;9.7;9.3
FAH;20200416;11.3;10.2;11.2
FAH;20200417;12.4;11.1;12.4
FAH;20200418;12.9;11.6;12.5
FAH;20200419;12.9;11.7;12.7
FAH;20200420;12.8;11.9;12.6
FAH;20200421;11.4;11.4;10.7
FAH;20200422;12.1;11.2;12.0
FAH;20200423;12.8;11.8;12.7
FAH;20200424;13.3;12.2;13.0
FAH;20200425;14.0;12.7;14.0
FAH;20200426;13.2;12.7;12.8
FAH;20200427;13.6;12.6;13.4
FAH;20200428;13.4;12.9;12.7
FAH;20200429;12.5;12.2;11.9
FAH;20200430;11.7;11.8;10.9
FAH;20200501;10.9;11.1;10.2
FAH;20200502;11.3;11.0;10.6
FAH;20200503;11.5;11.0;11.0
FAH;20200504;13.1;11.9;13.1
FAH;20200505;12.7;12.2;11.9
FAH;20200506;12.8;12.0;12.4
FAH;20200507;13.4;12.4;13.2
FAH;20200508;14.8;13.3;14.9
FAH;20200509;15.8;14.3;15.8
FAH;20200510;16.6;15.1;16.7
FAH;20200511;14.9;14.8;13.5
FAH;20200512;12.4;12.7;11.2
FAH;20200513;11.9;12.2;10.6
FAH;20200514;11.0;11.3;10.0
FAH;20200515;11.3;11.1;10.7
FAH;20200516;12.2;11.5;11.9
FAH;20200517;13.4;12.4;13.1
FAH;20200518;14.5;13.2;14.4
FAH;20200519;15.5;14.1;15.5
FAH;20200520;16.2;14.8;16.2
FAH;20200521;16.7;15.2;16.7
FAH;20200522;16.9;15.6;16.8
FAH;20200523;16.0;15.5;15.2
FAH;20200524;14.9;14.4;14.4
FAH;20200525;15.5;14.7;15.0
FAH;20200526;15.8;14.9;15.3
FAH;20200527;16.1;15.2;15.6
FAH;20200528;16.4;15.5;16.0
FAH;20200529;15.9;15.4;15.0
FAH;20200530;15.8;15.3;15.2
FAH;20200531;16.0;15.4;15.4
FAH;20200601;16.5;15.6;16.2
FAH;20200602;17.3;16.1;17.1
FAH;20200603;17.2;16.4;16.7
FAH;20200604;16.6;16.1;15.8
FAH;20200605;15.4;15.3;14.4
FAH;20200606;14.8;14.7;14.1
FAH;20200607;14.9;14.4;14.4
FAH;20200608;15.4;14.8;14.9
FAH;20200609;15.3;14.9;14.6
FAH;20200610;15.2;14.7;14.6
FAH;20200611;15.7;14.9;15.2
FAH;20200612;16.4;15.4;16.2
FAH;20200613;16.7;16.0;16.1
FAH;20200614;16.2;15.6;15.7
FAH;20200615;16.7;15.8;16.4
FAH;20200616;17.2;16.2;16.9
FAH;20200617;15.9;15.7;15.1
FAH;20200618;16.4;15.7;16.0
FAH;20200619;16.9;16.1;16.4
FAH;20200620;17.1;16.2;16.7
FAH;20200621;17.9;16.7;17.7
FAH;20200622;18.6;17.4;18.4
FAH;20200623;18.9;17.7;18.7
FAH;20200624;19.5;18.2;19.3
FAH;20200625;20.1;18.7;20.0
FAH;20200626;20.2;19.0;19.9
FAH;20200627;20.1;19.0;19.9
FAH;20200628;20.1;19.1;19.6
FAH;20200629;19.4;18.7;18.8
FAH;20200630;19.4;18.5;19.0
FAH;20200701;20.0;18.8;19.9
FAH;20200702;20.0;19.1;19.5
FAH;20200703;19.6;18.8;19.0
FAH;20200704;19.2;18.5;18.6
FAH;20200705;19.8;18.8;19.4
FAH;20200706;19.4;18.8;18.5
FAH;20200707;18.6;18.2;17.9
FAH;20200708;18.9;18.2;18.4
FAH;20200709;19.8;18.7;19.6
FAH;20200710;20.1;19.1;19.8
FAH;20200711;19.6;19.0;18.8
FAH;20200712;18.5;18.4;17.7
FAH;20200713;18.9;18.4;18.3
FAH;20200714;19.1;18.5;18.6
FAH;20200715;18.8;18.5;17.9
FAH;20200716;18.0;17.8;17.0
FAH;20200717;17.9;17.4;17.3
FAH;20200718;18.4;17.6;18.0
FAH;20200719;19.2;18.2;19.0
FAH;20200720;19.9;18.8;19.8
FAH;20200721;19.8;19.0;19.5
FAH;20200722;19.9;19.1;19.7
FAH;20200723;20.2;19.3;19.9
FAH;20200724;19.6;19.1;19.1
FAH;20200725;20.3;19.2;20.2
FAH;20200726;20.3;19.4;20.1
FAH;20200727;20.7;19.5;21.2
FAH;20200728;21.3;20.1;21.5
FAH;20200729;20.5;19.7;20.6
FAH;20200730;20.9;19.8;21.8
FAH;20200731;22.6;20.6;23.9
FAH;20200801;23.1;21.4;23.8
FAH;20200802;20.9;20.7;20.1
FAH;20200803;19.1;19.5;18.1
FAH;20200804;18.4;18.5;17.6
FAH;20200805;18.4;18.3;17.8
FAH;20200806;19.5;18.7;19.3
FAH;20200807;20.9;19.5;21.0
FAH;20200808;21.7;20.2;22.0
FAH;20200809;22.0;20.5;22.4
FAH;20200810;22.1;20.8;22.4
FAH;20200811;22.2;20.9;22.0
FAH;20200812;22.1;21.0;21.8
FAH;20200813;21.5;20.7;21.1
FAH;20200814;20.7;20.3;20.0
FAH;20200815;20.6;20.0;20.3
FAH;20200816;20.6;19.9;20.5
FAH;20200817;20.3;19.8;19.6
FAH;20200818;19.6;19.3;18.8
FAH;20200819;19.8;19.2;19.5
FAH;20200820;21.3;19.9;21.6
FAH;20200821;21.7;20.4;22.1
FAH;20200822;20.1;20.1;19.4
FAH;20200823;18.6;18.8;17.9
FAH;20200824;18.3;18.3;17.9
FAH;20200825;18.0;17.8;18.1
FAH;20200826;19.7;18.1;19.7
FAH;20200827;18.1;17.8;18.1
FAH;20200828;17.2;17.7;16.4
FAH;20200829;16.4;17.0;15.4
FAH;20200830;15.7;16.3;14.5
FAH;20200831;15.9;16.0;15.0
FAH;20200901;16.4;16.3;15.6
FAH;20200902;16.7;16.4;16.2
FAH;20200903;16.7;16.5;16.0
FAH;20200904;17.8;16.9;17.8
FAH;20200905;18.4;17.6;18.2
FAH;20200906;17.3;17.3;16.3
FAH;20200907;16.3;16.4;15.4
FAH;20200908;16.5;16.3;16.1
FAH;20200909;16.9;16.5;16.5
FAH;20200910;17.4;16.8;17.3
FAH;20200911;18.1;17.2;18.1
FAH;20200912;18.0;17.4;17.7
FAH;20200913;17.9;17.3;17.9
FAH;20200914;18.5;17.6;18.6
FAH;20200915;19.0;17.9;19.1
FAH;20200916;18.2;17.8;17.8
FAH;20200917;18.1;17.5;18.2
FAH;20200918;18.0;17.4;18.1
FAH;20200919;17.8;17.3;17.4
FAH;20200920;17.8;17.3;17.8
FAH;20200921;17.6;17.2;17.3
FAH;20200922;17.5;17.1;17.1
FAH;20200923;17.2;17.0;16.5
FAH;20200924;15.9;16.3;15.2
FAH;20200925;13.6;15.1;11.9
FAH;20200926;11.8;13.5;10.0
FAH;20200927;11.2;12.5;9.6
FAH;20200928;12.2;12.6;11.2
FAH;20200929;12.7;12.9;11.8
FAH;20200930;13.2;13.1;12.7
FAH;20201001;13.1;13.3;12.1
FAH;20201002;12.6;12.9;11.6
FAH;20201003;11.5;12.0;10.4
FAH;20201004;11.8;12.1;10.8
FAH;20201005;11.5;12.0;10.3
FAH;20201006;11.6;11.8;10.7
FAH;20201007;11.5;11.8;10.5
FAH;20201008;12.1;11.9;11.6
FAH;20201009;12.8;12.5;12.2
FAH;20201010;12.3;12.4;11.3
FAH;20201011;10.9;11.5;9.7
FAH;20201012;10.5;11.1;9.3
FAH;20201013;9.8;10.5;8.6
FAH;20201014;10.0;10.4;8.8
FAH;20201015;9.8;10.3;8.6
FAH;20201016;9.9;10.3;8.9
FAH;20201017;10.0;10.3;9.1
FAH;20201018;10.3;10.4;9.5
FAH;20201019;10.1;10.4;9.2
FAH;20201020;10.1;10.2;9.3
FAH;20201021;11.1;10.7;10.7
FAH;20201022;12.0;11.4;11.7
FAH;20201023;12.3;11.8;11.8
FAH;20201024;12.0;11.8;11.3
FAH;20201025;11.1;11.2;10.3
