 

stn;time;tso010d0;tso020d0;tso005d0
FAH;20170927;15.1;14.3;14.8
FAH;20170928;15.2;14.6;14.7
FAH;20170929;15.5;14.8;15.2
FAH;20170930;15.2;14.8;14.5
FAH;20171001;14.4;14.2;13.7
FAH;20171002;14.5;14.1;13.9
FAH;20171003;14.7;14.2;14.0
FAH;20171004;13.6;13.7;12.7
FAH;20171005;13.4;13.3;12.7
FAH;20171006;13.3;13.2;12.5
FAH;20171007;12.6;12.7;11.7
FAH;20171008;12.5;12.5;11.7
FAH;20171009;12.7;12.5;12.1
FAH;20171010;12.4;12.3;11.6
FAH;20171011;12.7;12.4;12.1
FAH;20171012;12.9;12.5;12.3
FAH;20171013;12.9;12.5;12.3
FAH;20171014;13.2;12.7;12.7
FAH;20171015;13.3;12.9;12.9
FAH;20171016;13.5;13.0;13.1
FAH;20171017;13.3;13.0;12.8
FAH;20171018;13.1;12.8;12.5
FAH;20171019;13.2;12.8;12.8
FAH;20171020;13.0;12.7;12.4
FAH;20171021;13.3;12.8;12.8
FAH;20171022;12.3;12.4;11.3
FAH;20171023;11.4;11.6;10.5
FAH;20171024;11.8;11.6;11.3
FAH;20171025;12.1;11.7;11.5
FAH;20171026;12.3;11.9;11.8
FAH;20171027;12.3;12.0;11.6
FAH;20171028;11.1;11.3;10.0
FAH;20171029;10.5;10.7;9.5
FAH;20171030;9.8;10.2;8.7
FAH;20171031;9.1;9.6;7.9
FAH;20171101;8.9;9.2;8.0
FAH;20171102;9.4;9.3;8.7
FAH;20171103;10.4;9.9;9.9
FAH;20171104;10.6;10.2;10.0
FAH;20171105;10.4;10.3;9.5
FAH;20171106;9.3;9.6;8.2
FAH;20171107;8.6;9.0;7.6
FAH;20171108;8.5;8.7;7.6
FAH;20171109;8.3;8.5;7.4
FAH;20171110;8.1;8.4;7.2
FAH;20171111;8.1;8.2;7.4
FAH;20171112;8.2;8.2;7.3
FAH;20171113;7.1;7.5;6.1
FAH;20171114;7.1;7.4;6.3
FAH;20171115;6.6;7.1;5.5
FAH;20171116;5.9;6.5;4.7
FAH;20171117;5.9;6.3;5.1
FAH;20171118;6.4;6.6;5.6
FAH;20171119;6.2;6.4;5.2
FAH;20171120;6.1;6.3;5.2
FAH;20171121;6.4;6.4;5.7
FAH;20171122;6.5;6.5;5.8
FAH;20171123;6.6;6.5;6.0
FAH;20171124;7.4;7.0;7.0
FAH;20171125;7.3;7.3;6.5
FAH;20171126;6.3;6.6;5.4
FAH;20171127;5.8;6.1;4.8
FAH;20171128;5.5;5.9;4.6
FAH;20171129;5.2;5.5;4.2
FAH;20171130;4.8;5.2;3.8
FAH;20171201;4.6;5.0;3.7
FAH;20171202;4.1;4.7;2.9
FAH;20171203;3.9;4.5;2.9
FAH;20171204;4.3;4.6;3.5
FAH;20171205;4.4;4.6;3.6
FAH;20171206;4.4;4.6;3.5
FAH;20171207;4.0;4.4;3.1
FAH;20171208;4.4;4.4;3.7
FAH;20171209;4.2;4.4;3.4
FAH;20171210;3.8;4.1;3.0
FAH;20171211;4.7;4.4;4.2
FAH;20171212;4.5;4.6;3.6
FAH;20171213;3.5;4.0;2.6
FAH;20171214;4.0;3.9;3.3
FAH;20171215;3.7;3.8;2.9
FAH;20171216;3.7;3.9;2.9
FAH;20171217;3.7;3.8;2.9
FAH;20171218;3.6;3.7;2.8
FAH;20171219;3.6;3.7;2.8
FAH;20171220;3.6;3.7;2.9
FAH;20171221;3.8;3.7;3.2
FAH;20171222;4.5;4.2;4.1
FAH;20171223;5.0;4.6;4.6
FAH;20171224;5.0;4.8;4.4
FAH;20171225;4.6;4.6;3.9
FAH;20171226;4.2;4.3;3.5
FAH;20171227;4.1;4.1;3.4
FAH;20171228;3.9;4.0;3.1
FAH;20171229;3.8;3.8;3.0
FAH;20171230;4.1;3.8;3.7
FAH;20171231;5.7;4.9;5.5
FAH;20180101;5.5;5.1;4.9
FAH;20180102;4.8;4.8;4.1
FAH;20180103;5.4;5.1;5.0
FAH;20180104;5.9;5.3;5.7
FAH;20180105;6.8;6.1;6.5
FAH;20180106;6.8;6.2;6.3
FAH;20180107;6.3;6.0;5.7
FAH;20180108;5.8;5.7;5.0
FAH;20180109;5.5;5.4;4.9
FAH;20180110;5.1;5.1;4.3
FAH;20180111;5.2;5.0;4.6
FAH;20180112;5.3;5.1;4.6
FAH;20180113;4.8;4.9;4.0
FAH;20180114;3.9;4.3;2.9
FAH;20180115;3.4;3.7;2.6
FAH;20180116;4.4;4.1;4.0
FAH;20180117;4.1;4.2;3.3
FAH;20180118;3.9;3.9;3.3
FAH;20180119;4.5;4.3;3.8
FAH;20180120;4.1;4.1;3.4
FAH;20180121;4.6;4.3;4.1
FAH;20180122;5.5;4.7;5.3
FAH;20180123;5.7;5.2;5.2
FAH;20180124;5.7;5.2;5.3
FAH;20180125;5.7;5.3;5.2
FAH;20180126;5.8;5.4;5.2
FAH;20180127;5.4;5.2;4.8
FAH;20180128;5.6;5.2;5.1
FAH;20180129;5.9;5.4;5.4
FAH;20180130;6.1;5.6;5.7
FAH;20180131;5.9;5.6;5.3
FAH;20180201;5.1;5.2;4.2
FAH;20180202;4.3;4.6;3.4
FAH;20180203;3.8;4.1;2.9
FAH;20180204;3.4;3.7;2.5
FAH;20180205;3.1;3.4;2.2
FAH;20180206;2.9;3.2;2.0
FAH;20180207;2.9;3.1;2.0
FAH;20180208;2.8;3.0;2.0
FAH;20180209;3.1;3.1;2.3
FAH;20180210;3.0;3.1;2.3
FAH;20180211;2.9;3.0;2.1
FAH;20180212;2.8;2.9;2.1
FAH;20180213;2.3;2.6;1.3
FAH;20180214;2.1;2.3;1.3
FAH;20180215;2.6;2.4;2.1
FAH;20180216;4.5;3.6;4.4
FAH;20180217;4.1;3.9;3.5
FAH;20180218;3.5;3.5;2.6
FAH;20180219;3.1;3.2;2.3
FAH;20180220;3.0;3.1;2.1
FAH;20180221;2.4;2.8;1.4
FAH;20180222;1.8;2.3;0.7
FAH;20180223;1.3;1.8;0.3
FAH;20180224;1.1;1.5;0.1
FAH;20180225;0.9;1.3;-0.1
FAH;20180226;0.6;1.1;-0.4
FAH;20180227;0.4;0.9;-0.6
FAH;20180228;0.2;0.7;-0.8
FAH;20180301;0.1;0.6;-0.7
FAH;20180302;0.2;0.5;-0.6
FAH;20180303;0.2;0.5;-0.5
FAH;20180304;0.3;0.4;-0.5
FAH;20180305;0.4;0.5;-0.5
FAH;20180306;0.4;0.6;-0.4
FAH;20180307;1.0;0.8;0.5
FAH;20180308;2.2;1.6;2.0
FAH;20180309;3.5;2.6;3.4
FAH;20180310;4.9;3.7;4.9
FAH;20180311;5.5;4.5;5.4
FAH;20180312;5.5;4.7;5.3
FAH;20180313;5.2;4.7;4.7
FAH;20180314;5.6;4.7;5.4
FAH;20180315;5.4;4.9;4.9
FAH;20180316;5.6;4.9;5.3
FAH;20180317;5.4;5.0;4.7
FAH;20180318;4.3;4.3;3.4
FAH;20180319;3.8;3.8;3.0
FAH;20180320;3.4;3.5;2.6
FAH;20180321;3.4;3.3;2.7
FAH;20180322;3.0;3.1;2.2
FAH;20180323;3.8;3.3;3.3
FAH;20180324;4.5;3.9;4.2
FAH;20180325;5.2;4.5;4.9
FAH;20180326;5.1;4.6;4.6
FAH;20180327;5.5;4.8;5.2
FAH;20180328;6.3;5.4;6.0
FAH;20180329;6.3;5.6;5.8
FAH;20180330;5.6;5.3;4.9
FAH;20180331;5.9;5.3;5.6
FAH;20180401;5.9;5.5;5.2
FAH;20180402;5.7;5.2;5.3
FAH;20180403;7.1;6.0;7.1
FAH;20180404;7.8;6.8;7.5
FAH;20180405;7.5;6.7;7.1
FAH;20180406;7.5;6.7;7.3
FAH;20180407;8.6;7.3;8.6
FAH;20180408;9.7;8.2;9.8
FAH;20180409;10.3;8.9;10.3
FAH;20180410;9.7;8.9;9.2
FAH;20180411;8.8;8.2;8.4
FAH;20180412;9.7;8.6;9.6
FAH;20180413;10.0;9.0;9.7
FAH;20180414;10.1;9.1;10.0
FAH;20180415;11.2;9.7;11.2
FAH;20180416;11.6;10.3;11.6
FAH;20180417;12.0;10.6;12.0
FAH;20180418;12.3;11.0;12.2
FAH;20180419;12.8;11.3;12.9
FAH;20180420;13.4;11.8;13.5
FAH;20180421;13.9;12.3;14.0
FAH;20180422;14.2;12.7;14.1
FAH;20180423;13.7;12.7;13.4
FAH;20180424;13.5;12.3;13.3
FAH;20180425;13.3;12.4;13.0
FAH;20180426;12.8;12.1;12.2
FAH;20180427;12.5;11.7;12.2
FAH;20180428;13.0;12.0;12.7
FAH;20180429;13.5;12.3;13.4
FAH;20180430;13.1;12.4;12.4
FAH;20180501;12.5;11.9;11.9
FAH;20180502;12.2;11.7;11.6
FAH;20180503;12.1;11.5;11.6
FAH;20180504;12.2;11.5;11.9
FAH;20180505;13.1;11.9;13.1
FAH;20180506;14.3;12.8;14.4
FAH;20180507;14.9;13.4;14.8
FAH;20180508;15.4;13.9;15.4
FAH;20180509;15.7;14.3;15.6
FAH;20180510;14.7;14.0;14.0
FAH;20180511;14.7;13.5;14.4
FAH;20180512;15.5;14.1;15.4
FAH;20180513;14.3;13.9;13.3
FAH;20180514;12.7;12.5;11.9
FAH;20180515;12.9;12.3;12.4
FAH;20180516;12.7;12.2;12.1
FAH;20180517;13.0;12.2;12.7
FAH;20180518;13.9;12.8;13.8
FAH;20180519;14.8;13.5;14.6
FAH;20180520;15.1;14.0;14.8
FAH;20180521;15.7;14.4;15.6
FAH;20180522;16.0;14.7;15.8
FAH;20180523;16.1;14.9;15.9
FAH;20180524;16.6;15.2;16.5
FAH;20180525;17.1;15.6;17.1
FAH;20180526;17.9;16.3;18.0
FAH;20180527;18.1;16.7;18.0
FAH;20180528;18.1;16.7;17.9
FAH;20180529;18.3;16.9;18.1
FAH;20180530;18.8;17.3;18.8
FAH;20180531;18.8;17.6;18.5
FAH;20180601;18.1;17.1;17.8
FAH;20180602;18.6;17.2;18.5
FAH;20180603;19.1;17.7;18.9
FAH;20180604;19.4;18.0;19.2
FAH;20180605;19.6;18.2;19.5
FAH;20180606;19.6;18.3;19.4
FAH;20180607;19.5;18.2;19.2
FAH;20180608;19.4;18.2;19.1
FAH;20180609;19.6;18.4;19.4
FAH;20180610;20.0;18.6;20.0
FAH;20180611;20.1;18.9;19.7
FAH;20180612;19.4;18.5;18.9
FAH;20180613;18.3;17.9;17.6
FAH;20180614;17.9;17.4;17.4
FAH;20180615;18.6;17.6;18.3
FAH;20180616;19.2;18.1;19.0
FAH;20180617;19.4;18.4;19.0
FAH;20180618;19.0;18.2;18.7
FAH;20180619;19.4;18.2;19.2
FAH;20180620;20.3;18.9;20.3
FAH;20180621;20.7;19.4;20.4
FAH;20180622;19.7;19.0;19.0
FAH;20180623;18.9;18.4;18.3
FAH;20180624;18.7;18.1;18.0
FAH;20180625;18.6;17.9;18.0
FAH;20180626;18.9;18.0;18.5
FAH;20180627;19.3;18.3;18.9
FAH;20180628;18.8;18.1;18.1
FAH;20180629;18.6;17.9;18.1
FAH;20180630;20.0;18.4;20.0
FAH;20180701;20.8;19.3;20.7
FAH;20180702;21.2;19.6;21.1
FAH;20180703;21.1;19.8;20.8
FAH;20180704;21.4;19.9;21.3
FAH;20180705;20.6;19.7;20.0
FAH;20180706;19.9;19.1;19.4
FAH;20180707;20.5;19.3;20.3
FAH;20180708;20.8;19.6;20.6
FAH;20180709;20.8;19.7;20.5
FAH;20180710;20.5;19.6;19.9
FAH;20180711;19.3;18.9;18.5
FAH;20180712;19.2;18.5;18.8
FAH;20180713;20.1;18.9;19.9
FAH;20180714;20.8;19.5;20.7
FAH;20180715;19.5;18.9;19.0
FAH;20180716;19.4;18.4;19.3
FAH;20180717;20.3;19.1;20.0
FAH;20180718;20.6;19.4;20.5
FAH;20180719;20.9;19.7;20.7
FAH;20180720;20.8;19.7;20.4
FAH;20180721;20.0;19.3;19.4
FAH;20180722;19.9;19.0;19.5
FAH;20180723;20.4;19.2;20.3
FAH;20180724;21.1;19.7;21.2
FAH;20180725;21.8;20.2;21.8
FAH;20180726;21.8;20.3;21.9
FAH;20180727;22.1;20.6;22.2
FAH;20180728;21.1;20.3;20.5
FAH;20180729;21.2;19.9;21.1
FAH;20180730;22.0;20.4;21.9
FAH;20180731;22.4;20.8;22.4
FAH;20180801;22.6;21.1;22.5
FAH;20180802;22.6;21.1;22.6
FAH;20180803;23.2;21.5;23.4
FAH;20180804;23.6;21.9;23.7
FAH;20180805;23.4;21.9;23.5
FAH;20180806;23.5;21.9;23.6
FAH;20180807;22.9;21.8;22.6
FAH;20180808;22.1;21.2;21.7
FAH;20180809;21.3;20.7;20.6
FAH;20180810;20.4;19.9;19.7
FAH;20180811;19.7;19.3;18.9
FAH;20180812;20.1;19.3;19.8
FAH;20180813;20.0;19.4;19.3
FAH;20180814;19.7;19.1;19.2
FAH;20180815;19.6;18.9;19.3
FAH;20180816;20.4;19.2;20.3
FAH;20180817;20.7;19.7;20.4
FAH;20180818;20.6;19.7;20.2
FAH;20180819;20.7;19.6;20.6
FAH;20180820;20.9;19.8;20.7
FAH;20180821;21.6;20.2;21.5
FAH;20180822;21.7;20.5;21.5
FAH;20180823;21.5;20.3;21.3
FAH;20180824;20.2;19.9;19.2
FAH;20180825;17.5;18.1;16.2
FAH;20180826;16.8;16.9;16.1
FAH;20180827;17.5;17.1;17.0
FAH;20180828;18.8;17.8;18.7
FAH;20180829;19.0;18.3;18.5
FAH;20180830;18.3;17.9;17.7
FAH;20180831;17.2;17.3;16.1
FAH;20180901;16.4;16.4;15.6
FAH;20180902;15.9;16.0;15.1
FAH;20180903;16.6;16.2;16.0
FAH;20180904;16.8;16.3;16.4
FAH;20180905;17.5;16.7;17.3
FAH;20180906;17.3;16.9;16.7
FAH;20180907;17.5;16.8;17.0
FAH;20180908;17.2;16.6;16.8
FAH;20180909;17.6;16.8;17.3
FAH;20180910;17.7;17.0;17.3
FAH;20180911;18.0;17.2;17.8
FAH;20180912;18.4;17.5;18.2
FAH;20180913;18.7;17.8;18.3
FAH;20180914;18.4;17.7;17.9
FAH;20180915;17.6;17.1;17.0
FAH;20180916;17.2;16.8;16.7
FAH;20180917;17.6;16.8;17.3
FAH;20180918;18.2;17.2;17.9
FAH;20180919;18.5;17.5;18.2
FAH;20180920;18.7;17.7;18.5
FAH;20180921;17.8;17.4;17.1
FAH;20180922;16.3;16.3;15.7
FAH;20180923;16.5;16.2;16.0
FAH;20180924;15.2;15.6;14.1
FAH;20180925;13.7;14.4;12.4
FAH;20180926;13.8;13.9;13.1
FAH;20180927;14.7;14.4;14.3
FAH;20180928;15.3;14.8;14.9
FAH;20180929;14.8;14.8;13.9
FAH;20180930;14.5;14.3;13.9
FAH;20181001;13.7;14.0;12.7
FAH;20181002;12.5;12.9;11.6
FAH;20181003;12.7;12.8;12.0
FAH;20181004;13.2;13.0;12.6
FAH;20181005;13.8;13.3;13.3
FAH;20181006;14.4;13.8;14.0
FAH;20181007;14.4;14.0;14.0
FAH;20181008;14.5;14.1;13.8
FAH;20181009;14.3;13.9;13.8
FAH;20181010;14.4;14.0;14.0
FAH;20181011;14.2;13.9;13.7
FAH;20181012;14.8;14.1;14.5
FAH;20181013;14.9;14.3;14.5
FAH;20181014;14.8;14.3;14.3
FAH;20181015;14.1;13.9;13.5
FAH;20181016;14.0;13.7;13.4
FAH;20181017;13.7;13.5;13.1
FAH;20181018;13.6;13.4;13.0
FAH;20181019;13.6;13.3;12.9
FAH;20181020;13.0;12.9;12.2
FAH;20181021;12.8;12.7;12.0
FAH;20181022;11.6;12.0;10.5
FAH;20181023;11.6;11.7;10.9
FAH;20181024;11.4;11.5;10.5
FAH;20181025;11.0;11.2;10.2
FAH;20181026;10.9;11.0;10.1
FAH;20181027;10.0;10.6;8.7
FAH;20181028;7.1;8.5;5.5
FAH;20181029;7.1;8.0;5.9
FAH;20181030;6.8;7.7;5.7
FAH;20181031;6.7;7.4;5.6
FAH;20181101;7.6;7.7;6.9
FAH;20181102;7.9;8.1;7.1
FAH;20181103;8.4;8.4;7.7
FAH;20181104;8.4;8.5;7.7
FAH;20181105;9.2;8.8;8.7
FAH;20181106;9.4;9.2;8.8
FAH;20181107;9.7;9.4;9.2
FAH;20181108;9.9;9.6;9.2
FAH;20181109;9.7;9.5;9.0
FAH;20181110;9.7;9.5;9.1
FAH;20181111;10.3;9.8;9.8
FAH;20181112;10.2;9.9;9.8
FAH;20181113;10.5;10.1;9.8
FAH;20181114;9.1;9.3;8.3
FAH;20181115;9.4;9.3;8.7
FAH;20181116;8.8;9.1;7.8
FAH;20181117;7.1;8.0;5.8
FAH;20181118;5.8;6.8;4.4
FAH;20181119;5.0;6.0;3.7
FAH;20181120;5.0;5.6;4.0
FAH;20181121;5.0;5.5;4.1
FAH;20181122;5.3;5.7;4.5
FAH;20181123;5.3;5.7;4.4
FAH;20181124;5.9;5.9;5.3
FAH;20181125;5.5;5.8;4.6
FAH;20181126;5.6;5.8;4.8
FAH;20181127;5.5;5.8;4.7
