Datum;Pegel [m];Abfluss [l/min]
22.08.2020;0.16;730.344
23.08.2020;0.16;724.698
24.08.2020;0.16;716.979
25.08.2020;0.16;712.938
26.08.2020;0.16;709.26
27.08.2020;0.16;710.885
28.08.2020;0.16;712.385
29.08.2020;0.16;730.604
30.08.2020;0.16;766.396
31.08.2020;0.16;804.156
01.09.2020;0.16;782.198
02.09.2020;0.16;758.729
03.09.2020;0.16;746.708
04.09.2020;0.16;733.417
05.09.2020;0.16;731.604
06.09.2020;0.16;725.688
07.09.2020;0.16;713.313
08.09.2020;0.16;706.531
09.09.2020;0.16;704.271
10.09.2020;0.16;702.521
11.09.2020;0.16;701.271
12.09.2020;0.16;699.875
13.09.2020;0.16;696.313
14.09.2020;0.16;692.875
15.09.2020;0.16;687.688
16.09.2020;0.16;683.125
17.09.2020;0.16;681.167
18.09.2020;0.16;679.979
19.09.2020;0.16;678.5
20.09.2020;0.16;677.583
21.09.2020;0.16;678.25
22.09.2020;0.16;678.167
23.09.2020;0.16;681.271
24.09.2020;0.16;676.333
25.09.2020;0.16;677.271
26.09.2020;0.16;677.833
27.09.2020;0.16;679.042
28.09.2020;0.16;677.427
29.09.2020;0.16;683.552
30.09.2020;0.16;682.25
01.10.2020;0.16;678.792
02.10.2020;0.16;678.917
03.10.2020;0.16;694.771
04.10.2020;0.16;701.417
05.10.2020;0.16;692.25
06.10.2020;0.16;680.875
07.10.2020;0.16;679.729
08.10.2020;0.16;679.167
09.10.2020;0.16;677.771
10.10.2020;0.16;678.313
11.10.2020;0.16;677.021
12.10.2020;0.16;677.479
13.10.2020;0.16;677.208
14.10.2020;0.16;675.563
15.10.2020;0.16;674.188
16.10.2020;0.16;677.771
17.10.2020;0.16;677.729
18.10.2020;0.16;676.417
19.10.2020;0.16;673.083
20.10.2020;0.16;669.031
21.10.2020;0.16;659.802
22.10.2020;0.16;654.031
23.10.2020;0.16;676.927
24.10.2020;0.16;717.656
25.10.2020;0.16;717.156
26.10.2020;0.16;756
27.10.2020;0.16;775.854
28.10.2020;0.16;755.615
29.10.2020;0.16;738.333
30.10.2020;0.16;726.948
31.10.2020;0.16;707.229
01.11.2020;0.16;700.708
02.11.2020;0.16;690.896
03.11.2020;0.16;679.771
04.11.2020;0.16;677.083
05.11.2020;0.16;675.313
06.11.2020;0.16;669.417
07.11.2020;0.16;661.583
08.11.2020;0.16;653.26
09.11.2020;0.16;648.365
10.11.2020;0.16;646.865
11.11.2020;0.16;652.688
12.11.2020;0.16;648.229
13.11.2020;0.16;642.875
14.11.2020;0.16;638.667
15.11.2020;0.16;635
16.11.2020;0.16;632.292
17.11.2020;0.16;627.333
18.11.2020;0.16;625.667
19.11.2020;0.16;624.104
20.11.2020;0.16;761.477
21.11.2020;0.16;791.497
22.11.2020;0.16;744.641
23.11.2020;0.16;697.785
24.11.2020;0.16;645.038
25.11.2020;0.16;622.583
26.11.2020;0.16;620.333
27.11.2020;0.16;617.917
28.11.2020;0.16;616.458
29.11.2020;0.16;613
30.11.2020;0.16;608.917
01.12.2020;0.16;616.125
02.12.2020;0.16;619.25
03.12.2020;0.16;617.417
04.12.2020;0.16;619.25
05.12.2020;0.16;639.208
06.12.2020;0.16;648.833
07.12.2020;0.16;656.25
08.12.2020;0.16;652.958
09.12.2020;0.16;647.479
10.12.2020;0.16;645.521
11.12.2020;0.16;640.542
12.12.2020;0.16;633.625
13.12.2020;0.16;640.917
14.12.2020;0.16;641.583
15.12.2020;0.16;656.344
16.12.2020;0.16;649.792
17.12.2020;0.16;647.292
18.12.2020;0.16;646.417
19.12.2020;0.16;645.083
20.12.2020;0.16;638.5
21.12.2020;0.16;632.333
22.12.2020;0.16;638
23.12.2020;0.16;641.083
24.12.2020;0.16;645.083
25.12.2020;0.16;646.167
26.12.2020;0.16;647.25
27.12.2020;0.16;647.792
28.12.2020;0.16;654.333
29.12.2020;0.16;654.104
30.12.2020;0.16;652.563
31.12.2020;0.16;652.646
01.01.2021;0.16;670.385
02.01.2021;0.16;675.188
03.01.2021;0.16;676.354
04.01.2021;0.16;672.604
05.01.2021;0.16;667.719
06.01.2021;0.16;659.583
07.01.2021;0.16;654.333
08.01.2021;0.16;649.771
09.01.2021;0.16;646.771
10.01.2021;0.16;646.75
11.01.2021;0.16;646.021
12.01.2021;0.16;648.042
13.01.2021;0.16;675.573
14.01.2021;0.16;767.896
15.01.2021;0.17;945.635
16.01.2021;0.17;1020.219
17.01.2021;0.17;1017.25
18.01.2021;0.17;1002.406
19.01.2021;0.17;997.646
20.01.2021;0.17;993.135
21.01.2021;0.17;979.313
22.01.2021;0.17;982.5
23.01.2021;0.17;1005.49
24.01.2021;0.17;1014.042
25.01.2021;0.17;1016.729
26.01.2021;0.17;1020.271
27.01.2021;0.17;1020.688
28.01.2021;0.17;1065.583
29.01.2021;0.18;1165.333
30.01.2021;0.18;1324.729
31.01.2021;0.18;1479.125
01.02.2021;0.19;1549.927
02.02.2021;0.19;1557.792
03.02.2021;0.19;1551.875
04.02.2021;0.19;1549.684
05.02.2021;0.19;1552.636
06.02.2021;0.19;1558.524
07.02.2021;0.19;1546.719
08.02.2021;0.19;1526.021
09.02.2021;0.19;1520.938
10.02.2021;0.19;1509.847
11.02.2021;0.18;1486.706
12.02.2021;0.18;1474.926
13.02.2021;0.18;1465.464
14.02.2021;0.18;1450.493
15.02.2021;0.18;1426.547
16.02.2021;0.18;1434.507
17.02.2021;0.18;1405.847
18.02.2021;0.18;1401.611
19.02.2021;0.18;1368.481
20.02.2021;0.18;1394.353
21.02.2021;0.18;1381.22
22.02.2021;0.18;1359.42
23.02.2021;0.18;1307.796
24.02.2021;0.18;1309.49
25.02.2021;0.18;1328.084
26.02.2021;0.18;1280.364
27.02.2021;0.18;1317.365
28.02.2021;0.18;1269.895
01.03.2021;0.18;1245.844
02.03.2021;0.18;1237.708
03.03.2021;0.18;1223.843
04.03.2021;0.18;1218.834
05.03.2021;0.18;1216.207
06.03.2021;0.18;1190.188
07.03.2021;0.18;1229.254
08.03.2021;0.18;1228.687
09.03.2021;0.18;1157.537
10.03.2021;0.17;1149.667
11.03.2021;0.17;1145.023
12.03.2021;0.17;1154.82
13.03.2021;0.18;1164.601
14.03.2021;0.18;1201.973
15.03.2021;0.18;1236.75
16.03.2021;0.18;1265.198
17.03.2021;0.18;1280.656
18.03.2021;0.18;1267.956
19.03.2021;0.18;1305.46
20.03.2021;0.18;1315.509
21.03.2021;0.18;1359.98
22.03.2021;0.18;1248.522
23.03.2021;0.18;1271.292
24.03.2021;0.18;1250.133
25.03.2021;0.18;1241.658
26.03.2021;0.18;1242.613
27.03.2021;0.18;1239.106
28.03.2021;0.18;1250.418
29.03.2021;0.18;1220.205
30.03.2021;0.18;1215.458
31.03.2021;0.18;1216.083
01.04.2021;0.18;1234.816
02.04.2021;0.18;1245.043
03.04.2021;0.18;1225.505
04.04.2021;0.18;1247.198
05.04.2021;0.18;1206.869
06.04.2021;0.18;1209.423
07.04.2021;0.18;1192.083
08.04.2021;0.18;1190.242
09.04.2021;0.18;1191.008
10.04.2021;0.18;1249.781
11.04.2021;0.18;1174.885
12.04.2021;0.18;1213.719
13.04.2021;0.18;1224.281
14.04.2021;0.18;1183.646
15.04.2021;0.18;1200.574
16.04.2021;0.18;1174.499
17.04.2021;0.18;1205.708
18.04.2021;0.18;1184.787
19.04.2021;0.18;1248.246
20.04.2021;0.17;1142.123
21.04.2021;0.18;1123.292
22.04.2021;0.17;1117.688
23.04.2021;0.17;1113.021
24.04.2021;0.17;1109.656
25.04.2021;0.17;1102.135
26.04.2021;0.17;1100.135
27.04.2021;0.17;1092.813
28.04.2021;0.17;1094.771
29.04.2021;0.17;1085.792
30.04.2021;0.17;1089.823
01.05.2021;0.17;1122.906
02.05.2021;0.18;1171.333
03.05.2021;0.17;1150.063
04.05.2021;0.17;1127.573
05.05.2021;0.17;1137.656
06.05.2021;0.17;1106.573
07.05.2021;0.17;1143.333
08.05.2021;0.17;1153.823
09.05.2021;0.17;1131.708
10.05.2021;0.17;1144.75
11.05.2021;0.18;1175
12.05.2021;0.18;1219.115
13.05.2021;0.18;1223.656
14.05.2021;0.18;1205.217
15.05.2021;0.18;1200.647
16.05.2021;0.18;1212.776
17.05.2021;0.18;1289.818
18.05.2021;0.18;1338.146
19.05.2021;0.18;1398.239
20.05.2021;0.18;1399.644
21.05.2021;0.18;1425.434
22.05.2021;0.18;1500.069
23.05.2021;0.19;1532.457
24.05.2021;0.19;1524.745
25.05.2021;0.19;1525.162
26.05.2021;0.19;1518.396
27.05.2021;0.19;1520.094
28.05.2021;0.18;1505.155
29.05.2021;0.19;1498.762
30.05.2021;0.19;1491.824
31.05.2021;0.18;1488.29
01.06.2021;0.18;1473.192
02.06.2021;0.18;1485.492
03.06.2021;0.18;1469.679
04.06.2021;0.18;1485.085
05.06.2021;0.18;1481.177
06.06.2021;0.18;1501.925
07.06.2021;0.19;1506.303
08.06.2021;0.18;1504.527
09.06.2021;0.19;1514.994
10.06.2021;0.18;1506.979
11.06.2021;0.18;1485.625
12.06.2021;0.18;1477.875
13.06.2021;0.18;1468.052
14.06.2021;0.18;1454.958
15.06.2021;0.18;1448.25
16.06.2021;0.18;1443.021
17.06.2021;0.18;1436.885
18.06.2021;0.18;1420.594
19.06.2021;0.18;1425.875
20.06.2021;0.18;1427.76
21.06.2021;0.18;1440.906
22.06.2021;0.18;1532.302
23.06.2021;0.20;1721.863
24.06.2021;0.20;1774.142
25.06.2021;0.19;1751.693
26.06.2021;0.20;1719.292
27.06.2021;0.20;1674.295
28.06.2021;0.20;1641.634
29.06.2021;0.20;1678.292
30.06.2021;0.20;1764.581
01.07.2021;0.20;1793.785
02.07.2021;0.20;1765.506
03.07.2021;0.20;1801.906
04.07.2021;0.20;1833.81
05.07.2021;0.21;1860.743
06.07.2021;0.21;1862.718
07.07.2021;0.20;1868.777
08.07.2021;0.20;1904.902
09.07.2021;0.20;1939.905
10.07.2021;0.21;2030.783
11.07.2021;0.21;2274.06
12.07.2021;0.21;2305.3
13.07.2021;0.22;2441.167
14.07.2021;0.22;2619.839
15.07.2021;0.22;2986.132
16.07.2021;0.22;3233.715
17.07.2021;0.23;3497.498
18.07.2021;0.23;3652.353
19.07.2021;0.23;3751.557
20.07.2021;0.23;3714.115
21.07.2021;0.23;3721.733
22.07.2021;0.23;3743.986
23.07.2021;0.23;4710.969
24.07.2021;0.23;4761.063
25.07.2021;0.23;5003.646
26.07.2021;0.23;4528.083
27.07.2021;0.23;3901.896
28.07.2021;0.23;3857.729
29.07.2021;0.23;3782.375
30.07.2021;0.23;3701.146
31.07.2021;0.23;3641.354
01.08.2021;0.23;3590.063
02.08.2021;0.23;3542.531
03.08.2021;0.23;3485.448
04.08.2021;0.23;3493.76
05.08.2021;0.23;3507.865
06.08.2021;0.23;3481.542
07.08.2021;0.23;3476.979
08.08.2021;0.23;3470.979
09.08.2021;0.22;3411.406
10.08.2021;0.22;3369.938
11.08.2021;0.22;3352.479
12.08.2021;0.22;3317.979
13.08.2021;0.22;3243.583
14.08.2021;0.22;3204.646
15.08.2021;0.22;3167.313
16.08.2021;0.22;3125.073
17.08.2021;0.22;3072.188
18.08.2021;0.22;3026.344
19.08.2021;0.22;2983.708
20.08.2021;0.22;2955.208
21.08.2021;0.22;2950.49
22.08.2021;0.22;2919.135
23.08.2021;0.21;2863.208
24.08.2021;0.21;2823.573
25.08.2021;0.21;2781.208
26.08.2021;0.21;2766.51
27.08.2021;0.21;2737.333
28.08.2021;0.21;2707.458
29.08.2021;0.21;2681.49
30.08.2021;0.21;2646.063
31.08.2021;0.21;2612.813
01.09.2021;0.21;2584.688
02.09.2021;0.21;2558.583
03.09.2021;0.21;2541
04.09.2021;0.21;2520.75
05.09.2021;0.21;2499.5
06.09.2021;0.21;2474.583
07.09.2021;0.21;2459
08.09.2021;0.21;2443.5
09.09.2021;0.21;2429.083
10.09.2021;0.21;2427.25
11.09.2021;0.21;2408
12.09.2021;0.20;2385.75
13.09.2021;0.20;2363.917
14.09.2021;0.20;2337.333
15.09.2021;0.20;2325.25
16.09.2021;0.20;2322
17.09.2021;0.20;2308.25
18.09.2021;0.20;2295.083
19.09.2021;0.20;2297.917
20.09.2021;0.20;2304.667
21.09.2021;0.20;2274.833
22.09.2021;0.20;2263.5
23.09.2021;0.20;2245.542
24.09.2021;0.20;2232.521
25.09.2021;0.20;2214.813
26.09.2021;0.20;2212.083
27.09.2021;0.20;2199.208
28.09.2021;0.20;2190.042
29.09.2021;0.20;2178.99
30.09.2021;0.20;2163.625
01.10.2021;0.20;2159.188
02.10.2021;0.20;2154.833
03.10.2021;0.20;2149.042
04.10.2021;0.20;2158.938
05.10.2021;0.20;2157.823
06.10.2021;0.20;2144.531
07.10.2021;0.20;2149.354
08.10.2021;0.20;2136.042
09.10.2021;0.20;2113.583
10.10.2021;0.20;2102.458
11.10.2021;0.20;2088.844
12.10.2021;0.20;2086.268
13.10.2021;0.20;2077.503
14.10.2021;0.20;2066.516
15.10.2021;0.20;2060.366
16.10.2021;0.20;2046.514
17.10.2021;0.20;2038.408
18.10.2021;0.20;2026.909
19.10.2021;0.20;2016.748
20.10.2021;0.20;2015.277
21.10.2021;0.20;2009.757
22.10.2021;0.20;1993.445
23.10.2021;0.20;1982.158
24.10.2021;0.20;1975.18
25.10.2021;0.20;1966.905
26.10.2021;0.20;1957.615
27.10.2021;0.20;1943.396
28.10.2021;0.20;1939.188
29.10.2021;0.20;1933.177
30.10.2021;0.19;1922.217
31.10.2021;0.19;1912.43
01.11.2021;0.19;1925.973
02.11.2021;0.19;1917.854
03.11.2021;0.19;1903.208
04.11.2021;0.19;1892.688
05.11.2021;0.19;1878.198
06.11.2021;0.19;1862.01
07.11.2021;0.19;1851.25
08.11.2021;0.19;1843.938
09.11.2021;0.19;1834.229
10.11.2021;0.19;1820.292
11.11.2021;0.19;1809.115
12.11.2021;0.19;1801.167
13.11.2021;0.19;1794.094
14.11.2021;0.19;1799.271
15.11.2021;0.19;1789.063
16.11.2021;0.19;1773.188
17.11.2021;0.19;1760.708
18.11.2021;0.19;1749.49
19.11.2021;0.19;1735.838
20.11.2021;0.19;1728.335
21.11.2021;0.19;1730.979
22.11.2021;0.19;1711.781
23.11.2021;0.19;1703.939
24.11.2021;0.19;1692.124
25.11.2021;0.19;1693.292
26.11.2021;0.19;1682.262
27.11.2021;0.19;1680.001
28.11.2021;0.19;1664.1
29.11.2021;0.19;1653.246
30.11.2021;0.19;1650.987
01.12.2021;0.19;1644.51
02.12.2021;0.19;1662.331
03.12.2021;0.19;1651.219
04.12.2021;0.19;1720.988
05.12.2021;0.19;1804.667
06.12.2021;0.19;1778.599
07.12.2021;0.19;1757.833
08.12.2021;0.19;1745.611
09.12.2021;0.19;1743.391
10.12.2021;0.19;1761.635
11.12.2021;0.19;1790.885
12.12.2021;0.19;1812.135
13.12.2021;0.19;1793.073
14.12.2021;0.19;1781.542
15.12.2021;0.19;1768.531
16.12.2021;0.19;1755.281
17.12.2021;0.19;1742.271
18.12.2021;0.19;1733.071
19.12.2021;0.19;1707.632
20.12.2021;0.19;1706.55
21.12.2021;0.19;1692.29
22.12.2021;0.19;1677.884
23.12.2021;0.19;1670.098
24.12.2021;0.19;1669.283
25.12.2021;0.19;1673.413
26.12.2021;0.19;1723.195
27.12.2021;0.19;1759.164
28.12.2021;0.19;1778.708
29.12.2021;0.19;1789.985
30.12.2021;0.19;1865.296
31.12.2021;0.20;1919.838
01.01.2022;0.20;1922.798
02.01.2022;0.20;1924.875
03.01.2022;0.20;1919.74
04.01.2022;0.19;1916.854
05.01.2022;0.19;1920.833
06.01.2022;0.19;1907.854
07.01.2022;0.19;1892.865
08.01.2022;0.19;1884.458
09.01.2022;0.19;1911.823
10.01.2022;0.20;1938.646
11.01.2022;0.20;1961.635
12.01.2022;0.20;1945.865
13.01.2022;0.19;1900.292
14.01.2022;0.19;1873.923
15.01.2022;0.19;1865.802
16.01.2022;0.19;1850.219
17.01.2022;0.19;1836.841
18.01.2022;0.19;1832.901
19.01.2022;0.19;1816.972
20.01.2022;0.19;1811.906
21.01.2022;0.19;1794.552
22.01.2022;0.19;1786.708
23.01.2022;0.19;1779.198
24.01.2022;0.19;1760.615
25.01.2022;0.19;1758
26.01.2022;0.19;1753.106
27.01.2022;0.19;1748.651
28.01.2022;0.19;1732.313
29.01.2022;0.19;1755.163
30.01.2022;0.19;1758
31.01.2022;0.19;1758
01.02.2022;0.19;1758
02.02.2022;0.19;1758
03.02.2022;0.19;1758
04.02.2022;0.19;1731.172
05.02.2022;0.19;1700.927
06.02.2022;0.19;1721.438
07.02.2022;0.19;1758
08.02.2022;0.19;1747.854
09.02.2022;0.19;1722
10.02.2022;0.19;1722
11.02.2022;0.19;1722
12.02.2022;0.19;1722
13.02.2022;0.19;1722
14.02.2022;0.19;1722
15.02.2022;0.19;1734.573
16.02.2022;0.19;1729.458
17.02.2022;0.19;1720.677
18.02.2022;0.19;1725.668
19.02.2022;0.19;1730.342
20.02.2022;0.19;1730.938
21.02.2022;0.19;1734.74
22.02.2022;0.19;1731.76
23.02.2022;0.19;1734.24
24.02.2022;0.19;1736.219
25.02.2022;0.19;1731.872
26.02.2022;0.19;1724.712
27.02.2022;0.19;1715.396
28.02.2022;0.19;1708.688
01.03.2022;0.19;1698.188
02.03.2022;0.19;1711.082
03.03.2022;0.19;1694.603
04.03.2022;0.19;1687.949
05.03.2022;0.19;1684.083
06.03.2022;0.19;1675.387
07.03.2022;0.19;1675.561
08.03.2022;0.19;1669.046
09.03.2022;0.19;1649.766
10.03.2022;0.19;1643.031
11.03.2022;0.19;1637.752
12.03.2022;0.19;1641.248
13.03.2022;0.19;1633.26
14.03.2022;0.19;1638.375
15.03.2022;0.19;1609.708
16.03.2022;0.19;1628.385
17.03.2022;0.19;1588.292
18.03.2022;0.19;1582.104
19.03.2022;0.19;1581.156
20.03.2022;0.19;1567.948
21.03.2022;0.19;1564.177
22.03.2022;0.19;1566.531
23.03.2022;0.19;1545.594
24.03.2022;0.19;1539.74
25.03.2022;0.19;1530.188
26.03.2022;0.19;1540.083
27.03.2022;0.19;1528.021
28.03.2022;0.18;1509.891
29.03.2022;0.18;1512.609
30.03.2022;0.18;1505.74
31.03.2022;0.19;1530.021
01.04.2022;0.19;1520.344
02.04.2022;0.19;1531.693
03.04.2022;0.19;1527.112
04.04.2022;0.19;1516.424
05.04.2022;0.18;1502.927
06.04.2022;0.18;1494.048
07.04.2022;0.18;1493.369
08.04.2022;0.18;1503.49
09.04.2022;0.19;1521.135
10.04.2022;0.18;1512.301
11.04.2022;0.18;1506.038
12.04.2022;0.18;1489.953
13.04.2022;0.18;1485.125
14.04.2022;0.18;1468
15.04.2022;0.18;1468.573
16.04.2022;0.18;1465.292
17.04.2022;0.18;1445.758
18.04.2022;0.18;1446.013
19.04.2022;0.18;1432.525
20.04.2022;0.18;1425.621
21.04.2022;0.18;1422.493
22.04.2022;0.18;1428.257
23.04.2022;0.18;1414.458
24.04.2022;0.18;1441.275
25.04.2022;0.18;1484.802
26.04.2022;0.19;1580.911
27.04.2022;0.19;1570.491
28.04.2022;0.19;1542.138
29.04.2022;0.19;1554.82
30.04.2022;0.19;1490.854
01.05.2022;0.18;1485.727
02.05.2022;0.18;1508.595
03.05.2022;0.18;1469.991
04.05.2022;0.18;1480.794
05.05.2022;0.18;1482.116
06.05.2022;0.18;1466.09
07.05.2022;0.18;1479.83
08.05.2022;0.18;1498.788
09.05.2022;0.18;1445.778
10.05.2022;0.18;1467.045
11.05.2022;0.18;1482.684
12.05.2022;0.18;1444.063
13.05.2022;0.18;1453.755
14.05.2022;0.18;1475.536
15.05.2022;0.18;1446.994
16.05.2022;0.18;1455.926
17.05.2022;0.18;1437.071
18.05.2022;0.18;1432.165
19.05.2022;0.18;1432.493
20.05.2022;0.18;1427.355
21.05.2022;0.18;1453.482
22.05.2022;0.18;1433.361
23.05.2022;0.18;1490.392
24.05.2022;0.18;1439.897
25.05.2022;0.18;1420.368
26.05.2022;0.18;1404.583
27.05.2022;0.18;1405.405
28.05.2022;0.18;1411.295
29.05.2022;0.18;1438.971
30.05.2022;0.18;1417.408
31.05.2022;0.18;1399.497
01.06.2022;0.18;1389.784
02.06.2022;0.18;1401.855
03.06.2022;0.18;1365.445
04.06.2022;0.18;1383.604
05.06.2022;0.18;1396.071
06.06.2022;0.18;1430.744
07.06.2022;0.18;1403.048
08.06.2022;0.18;1375.181
09.06.2022;0.18;1353.373
10.06.2022;0.18;1342.606
11.06.2022;0.18;1351.813
12.06.2022;0.18;1334.064
13.06.2022;0.18;1341.311
14.06.2022;0.18;1332
15.06.2022;0.18;1319.375
16.06.2022;0.18;1320.015
17.06.2022;0.18;1322.235
18.06.2022;0.18;1312.688
19.06.2022;0.18;1304.563
20.06.2022;0.18;1309.375
21.06.2022;0.18;1305.563
22.06.2022;0.18;1315.625
23.06.2022;0.18;1328.082
24.06.2022;0.18;1352.98
25.06.2022;0.18;1354.027
26.06.2022;0.18;1344.098
27.06.2022;0.18;1326.813
28.06.2022;0.18;1324.739
29.06.2022;0.18;1309.198
30.06.2022;0.18;1320.469
01.07.2022;0.18;1330.616
02.07.2022;0.18;1313.228
03.07.2022;0.18;1298.063
04.07.2022;0.18;1306.544
05.07.2022;0.18;1301.394
06.07.2022;0.18;1294.375
07.07.2022;0.18;1292.563
08.07.2022;0.18;1288.457
09.07.2022;0.18;1276.417
10.07.2022;0.18;1268.484
11.07.2022;0.18;1247.172
12.07.2022;0.18;1254.375
13.07.2022;0.18;1250.875
14.07.2022;0.18;1243.021
15.07.2022;0.18;1241.969
16.07.2022;0.18;1245.51
17.07.2022;0.18;1232.656
18.07.2022;0.18;1239.031
19.07.2022;0.18;1216.677
20.07.2022;0.18;1216.971
21.07.2022;0.18;1244.371
22.07.2022;0.18;1242.397
23.07.2022;0.18;1240.802
24.07.2022;0.18;1244.454
25.07.2022;0.18;1250.255
26.07.2022;0.18;1216.396
27.07.2022;0.18;1203.719
28.07.2022;0.18;1200.979
29.07.2022;0.18;1190.417
30.07.2022;0.18;1202.01
31.07.2022;0.18;1179.563
01.08.2022;0.18;1173.427
02.08.2022;0.17;1141.333
03.08.2022;0.17;1149.375
04.08.2022;0.17;1142.969
05.08.2022;0.17;1133.542
06.08.2022;0.17;1138.583
07.08.2022;0.17;1131.76
08.08.2022;0.17;1132.208
09.08.2022;0.17;1128.5
10.08.2022;0.17;1116.229
11.08.2022;0.17;1111.531
12.08.2022;0.17;1099.344
13.08.2022;0.17;1121.063
14.08.2022;0.17;1094.073
15.08.2022;0.17;1121.604
16.08.2022;0.17;1080.958
17.08.2022;0.17;1102.76
18.08.2022;0.17;1148.563
19.08.2022;0.18;1169.125
20.08.2022;0.18;1202.531
21.08.2022;0.18;1199.417
22.08.2022;0.18;1161.042
23.08.2022;0.17;1134.792
24.08.2022;0.17;1111.51
25.08.2022;0.17;1116.813
26.08.2022;0.17;1095.719
27.08.2022;0.17;1097.573
28.08.2022;0.17;1083.135
29.08.2022;0.17;1088.99
30.08.2022;0.17;1078.323
31.08.2022;0.17;1096.906
01.09.2022;0.17;1054.74
02.09.2022;0.17;1053.49
03.09.2022;0.17;1058.727
04.09.2022;0.17;1071.585
05.09.2022;0.17;1079.693
06.09.2022;0.17;1047.536
07.09.2022;0.17;1039.719
08.09.2022;0.17;1098.094
09.09.2022;0.17;1093.802
10.09.2022;0.17;1078.385
11.09.2022;0.17;1068.844
12.09.2022;0.17;1035.917
13.09.2022;0.17;1046.635
14.09.2022;0.17;1033.875
15.09.2022;0.17;1044.292
16.09.2022;0.17;1069.865
17.09.2022;0.17;1081.313
18.09.2022;0.17;1052.337
19.09.2022;0.17;1031.288
20.09.2022;0.17;1039.823
21.09.2022;0.17;1009.354
22.09.2022;0.17;1015.584
23.09.2022;0.17;1003.937
24.09.2022;0.17;1058.804
25.09.2022;0.17;1080.92
26.09.2022;0.17;1011.932
27.09.2022;0.17;1037.771
28.09.2022;0.17;1090.208
29.09.2022;0.17;1123.521
30.09.2022;0.17;1149.125
01.10.2022;0.17;1148.038
02.10.2022;0.18;1163.618
03.10.2022;0.18;1180.823
04.10.2022;0.17;1136.777
05.10.2022;0.17;1165.681
06.10.2022;0.17;1106.702
07.10.2022;0.17;1106.204
08.10.2022;0.17;1075.385
09.10.2022;0.17;1063.128
10.10.2022;0.17;1062.127
11.10.2022;0.17;1037.96
12.10.2022;0.17;1057.067
13.10.2022;0.17;1063.118
14.10.2022;0.17;1097.288
15.10.2022;0.17;1040.856
16.10.2022;0.17;1046.783
17.10.2022;0.17;1025.842
18.10.2022;0.17;1044.67
19.10.2022;0.17;1006.963
20.10.2022;0.17;1011.374
21.10.2022;0.17;1018.849
22.10.2022;0.17;1061.132
23.10.2022;0.17;1058.484
24.10.2022;0.17;1020.86
25.10.2022;0.17;1046.326
26.10.2022;0.17;1105.497
27.10.2022;0.17;1027.5
28.10.2022;0.17;1033.542
29.10.2022;0.17;1017.818
30.10.2022;0.17;1050.379
31.10.2022;0.17;1004.838
01.11.2022;0.17;1033.169
02.11.2022;0.17;1061.873
03.11.2022;0.17;1051.671
04.11.2022;0.17;1003.22
05.11.2022;0.17;1084.021
06.11.2022;0.17;990.142
07.11.2022;0.17;979.295
08.11.2022;0.17;987.375
09.11.2022;0.17;999.84
10.11.2022;0.17;1023.559
11.11.2022;0.17;1020.06
12.11.2022;0.17;1029.006
13.11.2022;0.17;1011.143
14.11.2022;0.17;980.598
15.11.2022;0.17;988.752
16.11.2022;0.17;1047.109
17.11.2022;0.17;1049.588
18.11.2022;0.17;1037.341
19.11.2022;0.17;1054.556
20.11.2022;0.17;1102.124
21.11.2022;0.17;1101.46
22.11.2022;0.17;1058.197
23.11.2022;0.17;1052.27
24.11.2022;0.17;1062.452
25.11.2022;0.17;1083.282
26.11.2022;0.17;1076.715
27.11.2022;0.17;1036.969
28.11.2022;0.17;1065.336
29.11.2022;0.17;1036.536
30.11.2022;0.17;1036.763
01.12.2022;0.17;1048.315
02.12.2022;0.18;1088.937
03.12.2022;0.18;1106.991
04.12.2022;0.17;1072.48
05.12.2022;0.17;1027.954
06.12.2022;0.17;1021.397
07.12.2022;0.17;1036.519
08.12.2022;0.17;1088.583
09.12.2022;0.17;1016.521
10.12.2022;0.17;1059.62
11.12.2022;0.17;1032.047
12.12.2022;0.17;1006.404
13.12.2022;0.17;985.848
14.12.2022;0.18;1009.385
15.12.2022;0.17;1072.279
16.12.2022;0.17;1041.087
17.12.2022;0.17;1059.85
18.12.2022;0.18;1088.919
19.12.2022;0.17;1111.071
20.12.2022;0.18;1029.366
21.12.2022;0.17;1080.763
22.12.2022;0.17;1090.748
23.12.2022;0.17;1077.302
24.12.2022;0.17;1095.815
25.12.2022;0.17;1111.278
26.12.2022;0.18;1092.639
27.12.2022;0.18;1134.996
28.12.2022;0.18;1159.454
29.12.2022;0.18;1197.872
30.12.2022;0.18;1198.563
31.12.2022;0.18;1190.271
01.01.2023;0.18;1174.132
02.01.2023;0.18;1153.25
03.01.2023;0.18;1166.293
04.01.2023;0.18;1160.231
05.01.2023;0.17;1140.955
06.01.2023;0.18;1139.401
07.01.2023;0.18;1134.688
08.01.2023;0.18;1177.503
09.01.2023;0.18;1198.124
10.01.2023;0.18;1223.722
11.01.2023;0.18;1220.821
12.01.2023;0.18;1231.042
13.01.2023;0.18;1227.819
14.01.2023;0.18;1245.982
15.01.2023;0.18;1226.724
16.01.2023;0.18;1257.825
17.01.2023;0.18;1261.89
18.01.2023;0.18;1268.874
19.01.2023;0.18;1257.6
20.01.2023;0.18;1252.799
21.01.2023;0.18;1245.827
22.01.2023;0.18;1243.188
23.01.2023;0.18;1278.991
24.01.2023;0.18;1256.409
