 

stn;time;tso010d0;tso020d0;tso005d0
BAS;20181126;6.0;6.5;5.8
BAS;20181127;6.2;6.7;6.0
BAS;20181128;6.1;6.6;5.8
BAS;20181129;6.2;6.7;5.9
BAS;20181130;6.0;6.5;5.8
BAS;20181201;6.6;6.8;6.6
BAS;20181202;7.1;7.2;7.1
BAS;20181203;8.3;8.1;8.6
BAS;20181204;8.9;8.9;9.0
BAS;20181205;8.7;9.0;8.6
BAS;20181206;8.8;8.9;8.7
BAS;20181207;9.1;9.2;9.1
BAS;20181208;8.4;9.0;8.1
BAS;20181209;8.1;8.6;7.9
BAS;20181210;7.7;8.2;7.4
BAS;20181211;7.0;7.8;6.6
BAS;20181212;5.5;6.7;4.8
BAS;20181213;5.0;5.9;4.5
BAS;20181214;4.5;5.4;4.0
BAS;20181215;4.2;5.1;3.8
BAS;20181216;4.0;4.8;3.7
BAS;20181217;4.5;5.0;4.3
BAS;20181218;4.4;5.0;4.1
BAS;20181219;4.1;4.7;3.7
BAS;20181220;4.5;4.8;4.4
BAS;20181221;5.2;5.3;5.3
BAS;20181222;6.7;6.4;7.0
BAS;20181223;7.1;7.0;7.3
BAS;20181224;7.8;7.6;7.9
BAS;20181225;6.4;7.0;6.0
BAS;20181226;5.4;6.2;4.9
BAS;20181227;4.3;5.3;3.8
BAS;20181228;3.9;4.7;3.6
BAS;20181229;4.1;4.7;3.7
BAS;20181230;4.1;4.6;3.9
BAS;20181231;4.8;5.0;4.8
BAS;20190101;5.3;5.5;5.2
BAS;20190102;5.1;5.5;4.8
BAS;20190103;4.1;4.9;3.6
BAS;20190104;3.5;4.3;3.2
BAS;20190105;3.4;4.1;3.2
BAS;20190106;3.9;4.3;3.8
BAS;20190107;4.3;4.6;4.2
BAS;20190108;4.4;4.7;4.2
BAS;20190109;4.3;4.7;4.0
BAS;20190110;3.9;4.5;3.5
BAS;20190111;3.6;4.2;3.3
BAS;20190112;3.7;4.2;3.5
BAS;20190113;4.3;4.5;4.3
BAS;20190114;5.0;5.1;5.0
BAS;20190115;4.7;5.0;4.6
BAS;20190116;4.1;4.7;3.8
BAS;20190117;3.9;4.3;3.6
BAS;20190118;3.6;4.2;3.3
BAS;20190119;2.8;3.6;2.3
BAS;20190120;2.3;3.0;1.9
BAS;20190121;2.3;2.9;2.0
BAS;20190122;2.4;2.9;2.1
BAS;20190123;2.3;2.8;2.0
BAS;20190124;2.2;2.8;1.9
BAS;20190125;1.9;2.5;1.6
BAS;20190126;2.1;2.5;1.9
BAS;20190127;2.6;2.8;2.6
BAS;20190128;2.9;3.2;2.7
BAS;20190129;3.0;3.3;2.8
BAS;20190130;2.8;3.2;2.5
BAS;20190131;2.5;3.0;2.3
BAS;20190201;2.9;3.2;2.9
BAS;20190202;3.4;3.5;3.5
BAS;20190203;3.7;3.9;3.5
BAS;20190204;3.1;3.6;2.9
BAS;20190205;2.8;3.3;2.5
BAS;20190206;2.3;2.9;2.1
BAS;20190207;1.9;2.6;1.6
BAS;20190208;2.6;2.7;2.6
BAS;20190209;3.6;3.4;3.7
BAS;20190210;4.4;4.3;4.5
BAS;20190211;4.3;4.5;4.2
BAS;20190212;3.9;4.3;3.8
BAS;20190213;3.6;4.0;3.4
BAS;20190214;3.7;3.9;3.7
BAS;20190215;3.8;4.0;3.8
BAS;20190216;4.1;4.2;4.3
BAS;20190217;4.7;4.6;4.8
BAS;20190218;4.9;4.9;5.0
BAS;20190219;5.1;5.0;5.1
BAS;20190220;5.5;5.4;5.6
BAS;20190221;5.8;5.7;5.9
BAS;20190222;6.2;6.0;6.4
BAS;20190223;6.2;6.2;6.2
BAS;20190224;5.8;6.0;5.7
BAS;20190225;5.6;5.8;5.6
BAS;20190226;5.9;5.9;6.0
BAS;20190227;6.3;6.2;6.5
BAS;20190228;6.7;6.6;7.0
BAS;20190301;7.3;7.1;7.4
BAS;20190302;7.2;7.2;7.3
BAS;20190303;7.7;7.5;7.9
BAS;20190304;7.6;7.7;7.6
BAS;20190305;7.0;7.3;6.9
BAS;20190306;7.1;7.2;7.1
BAS;20190307;7.6;7.5;7.6
BAS;20190308;7.7;7.7;7.8
BAS;20190309;7.9;7.9;8.0
BAS;20190310;8.6;8.3;8.9
BAS;20190311;7.8;8.2;7.5
BAS;20190312;7.2;7.5;7.1
BAS;20190313;7.4;7.6;7.3
BAS;20190314;7.0;7.4;6.8
BAS;20190315;7.4;7.4;7.5
BAS;20190316;8.6;8.1;8.9
BAS;20190317;8.3;8.4;8.2
BAS;20190318;7.8;8.0;7.6
BAS;20190319;7.5;7.8;7.4
BAS;20190320;7.5;7.6;7.5
BAS;20190321;7.8;7.8;7.9
BAS;20190322;8.4;8.2;8.6
BAS;20190323;9.2;8.8;9.5
BAS;20190324;9.7;9.3;10.0
BAS;20190325;9.7;9.7;9.8
BAS;20190326;9.5;9.4;9.6
BAS;20190327;8.9;9.2;8.7
BAS;20190328;8.9;8.9;9.0
BAS;20190329;9.7;9.4;10.0
BAS;20190330;10.3;10.0;10.7
BAS;20190331;10.8;10.4;11.1
BAS;20190401;11.2;10.8;11.5
BAS;20190402;11.6;11.2;12.0
BAS;20190403;11.2;11.4;11.0
BAS;20190404;8.8;9.8;8.1
BAS;20190405;8.1;8.6;7.8
BAS;20190406;8.5;8.6;8.5
BAS;20190407;9.3;9.2;9.4
BAS;20190408;10.0;9.7;10.2
BAS;20190409;10.5;10.2;10.8
BAS;20190410;10.7;10.6;10.8
BAS;20190411;10.4;10.5;10.4
BAS;20190412;10.3;10.3;10.4
BAS;20190413;10.2;10.4;10.1
BAS;20190414;9.5;10.0;9.1
BAS;20190415;9.6;9.6;9.8
BAS;20190416;10.5;10.3;10.7
BAS;20190417;12.1;11.3;12.8
BAS;20190418;13.0;12.3;13.5
BAS;20190419;13.7;12.9;14.2
BAS;20190420;14.4;13.6;14.9
BAS;20190421;14.4;14.0;14.7
BAS;20190422;14.7;14.1;15.1
BAS;20190423;15.1;14.5;15.5
BAS;20190424;15.1;14.7;15.3
BAS;20190425;14.6;14.5;14.7
BAS;20190426;14.0;14.2;13.8
BAS;20190427;13.2;13.6;12.9
BAS;20190428;12.6;12.9;12.4
BAS;20190429;12.1;12.6;11.9
BAS;20190430;12.2;12.3;12.2
BAS;20190501;12.9;12.6;13.3
BAS;20190502;13.5;13.4;13.6
BAS;20190503;13.4;13.4;13.4
BAS;20190504;12.5;13.0;12.2
BAS;20190505;11.3;11.9;11.1
BAS;20190506;11.4;11.7;11.4
BAS;20190507;12.2;12.0;12.5
BAS;20190508;12.7;12.7;12.7
BAS;20190509;12.2;12.3;12.1
BAS;20190510;12.8;12.6;13.1
BAS;20190511;13.5;13.3;13.6
BAS;20190512;13.6;13.3;13.8
BAS;20190513;13.7;13.6;13.7
BAS;20190514;13.7;13.5;13.8
BAS;20190515;13.7;13.7;13.7
BAS;20190516;13.4;13.5;13.3
BAS;20190517;13.6;13.5;13.8
BAS;20190518;14.7;14.2;15.1
BAS;20190519;15.6;14.9;16.1
BAS;20190520;15.3;15.3;15.3
BAS;20190521;14.6;14.7;14.5
BAS;20190522;15.4;14.8;15.8
BAS;20190523;16.3;15.6;16.8
BAS;20190524;17.2;16.4;17.7
BAS;20190525;18.0;17.2;18.5
BAS;20190526;18.1;17.4;18.5
BAS;20190527;18.2;17.7;18.5
BAS;20190528;17.6;17.5;17.6
BAS;20190529;17.2;17.0;17.4
BAS;20190530;17.7;17.2;18.1
BAS;20190531;18.5;17.8;18.9
BAS;20190601;19.3;18.4;19.9
BAS;20190602;20.5;19.4;21.2
BAS;20190603;21.2;20.3;21.7
BAS;20190604;21.7;20.7;22.3
BAS;20190605;22.3;21.3;22.9
BAS;20190606;20.6;20.8;20.2
BAS;20190607;19.5;19.5;19.6
BAS;20190608;20.1;19.7;20.4
BAS;20190609;19.0;19.3;18.7
BAS;20190610;18.3;18.5;18.2
BAS;20190611;17.9;18.1;17.8
BAS;20190612;18.5;18.1;18.9
BAS;20190613;20.0;19.2;20.6
BAS;20190614;19.9;19.6;20.1
BAS;20190615;20.1;19.7;20.3
BAS;20190616;20.3;19.8;20.6
BAS;20190617;21.1;20.3;21.6
BAS;20190618;22.1;21.1;22.6
BAS;20190619;22.8;21.8;23.4
BAS;20190620;22.1;21.9;22.0
BAS;20190621;21.5;21.2;21.7
BAS;20190622;21.5;21.2;21.6
BAS;20190623;22.2;21.4;22.7
BAS;20190624;23.2;22.2;23.8
BAS;20190625;24.1;23.0;24.8
BAS;20190626;25.4;24.0;26.2
BAS;20190627;26.0;24.8;26.8
BAS;20190628;26.0;25.0;26.5
BAS;20190629;25.7;24.9;26.1
BAS;20190630;25.9;25.0;26.5
BAS;20190701;26.7;25.6;27.4
BAS;20190702;26.3;25.6;26.6
BAS;20190703;25.4;25.0;25.6
BAS;20190704;25.2;24.7;25.5
BAS;20190705;25.1;24.6;25.4
BAS;20190706;24.4;24.2;24.4
BAS;20190707;24.0;23.8;24.1
BAS;20190708;23.6;23.6;23.6
BAS;20190709;23.3;23.1;23.4
BAS;20190710;23.1;23.0;23.3
BAS;20190711;22.2;22.6;21.9
BAS;20190712;21.9;21.9;21.9
BAS;20190713;22.4;22.1;22.5
BAS;20190714;22.1;22.0;22.2
BAS;20190715;21.5;21.6;21.4
BAS;20190716;22.1;21.7;22.4
BAS;20190717;22.8;22.3;23.1
BAS;20190718;23.0;22.5;23.2
BAS;20190719;23.7;23.0;24.1
BAS;20190720;23.7;23.2;24.0
BAS;20190721;24.3;23.5;24.8
BAS;20190722;24.5;23.8;24.9
BAS;20190723;24.9;24.0;25.4
BAS;20190724;25.5;24.5;26.2
BAS;20190725;26.0;25.0;26.7
BAS;20190726;26.1;25.4;26.6
BAS;20190727;24.9;24.8;24.8
BAS;20190728;23.0;23.6;22.5
BAS;20190729;22.4;22.4;22.5
BAS;20190730;23.4;23.0;23.7
BAS;20190731;23.1;23.1;23.1
BAS;20190801;22.9;22.7;23.1
BAS;20190802;23.2;23.0;23.4
BAS;20190803;23.4;23.1;23.7
BAS;20190804;23.5;23.1;23.7
BAS;20190805;24.0;23.5;24.3
BAS;20190806;24.0;23.7;24.1
BAS;20190807;22.9;23.2;22.7
BAS;20190808;22.8;22.6;23.1
BAS;20190809;23.8;23.2;24.2
BAS;20190810;24.2;23.8;24.3
BAS;20190811;23.7;23.6;23.7
BAS;20190812;22.6;22.9;22.4
BAS;20190813;21.8;22.1;21.7
BAS;20190814;21.6;21.7;21.6
BAS;20190815;21.1;21.5;20.9
BAS;20190816;21.3;21.2;21.4
BAS;20190817;21.4;21.4;21.4
BAS;20190818;22.2;21.7;22.7
BAS;20190819;21.9;22.0;21.8
BAS;20190820;20.8;21.3;20.4
BAS;20190821;20.4;20.5;20.4
BAS;20190822;20.5;20.6;20.6
BAS;20190823;20.8;20.7;21.0
BAS;20190824;21.3;21.0;21.5
BAS;20190825;21.8;21.4;22.1
BAS;20190826;22.3;21.8;22.7
BAS;20190827;22.6;22.1;23.0
BAS;20190828;23.3;22.6;23.8
BAS;20190829;23.3;22.9;23.6
BAS;20190830;23.4;22.9;23.7
BAS;20190831;23.5;23.0;23.9
BAS;20190901;23.1;23.0;23.1
BAS;20190902;22.1;22.3;21.9
BAS;20190903;21.2;21.4;21.2
BAS;20190904;21.0;21.1;21.1
BAS;20190905;19.8;20.5;19.3
BAS;20190906;19.0;19.6;18.7
BAS;20190907;19.1;19.3;19.1
BAS;20190908;18.3;19.0;17.8
BAS;20190909;17.7;18.2;17.5
BAS;20190910;18.0;18.2;18.0
BAS;20190911;17.9;18.2;17.8
BAS;20190912;18.3;18.3;18.5
BAS;20190913;18.8;18.6;19.1
BAS;20190914;19.4;19.1;19.7
BAS;20190915;19.8;19.4;20.2
BAS;20190916;20.2;19.8;20.6
BAS;20190917;20.1;19.8;20.3
BAS;20190918;19.3;19.4;19.2
BAS;20190919;18.1;18.6;17.9
BAS;20190920;17.1;17.7;16.9
BAS;20190921;17.3;17.4;17.4
BAS;20190922;18.2;18.0;18.5
BAS;20190923;18.0;18.2;17.9
BAS;20190924;16.9;17.6;16.6
BAS;20190925;17.0;17.3;16.9
BAS;20190926;17.2;17.3;17.1
BAS;20190927;17.4;17.5;17.4
BAS;20190928;17.4;17.5;17.3
BAS;20190929;17.2;17.3;17.2
BAS;20190930;17.6;17.7;17.6
BAS;20191001;17.0;17.2;16.9
BAS;20191002;17.0;17.3;16.8
BAS;20191003;16.1;16.6;15.9
BAS;20191004;15.2;16.0;14.8
BAS;20191005;15.0;15.5;14.9
BAS;20191006;15.1;15.5;14.9
BAS;20191007;14.7;15.2;14.5
BAS;20191008;14.7;15.0;14.7
BAS;20191009;15.0;15.4;14.8
BAS;20191010;14.2;14.8;14.0
BAS;20191011;14.0;14.5;14.0
BAS;20191012;14.4;14.6;14.5
BAS;20191013;15.6;15.3;15.9
BAS;20191014;15.8;15.7;16.0
BAS;20191015;15.3;15.6;15.1
BAS;20191016;14.7;15.1;14.6
BAS;20191017;14.8;15.0;14.8
BAS;20191018;15.0;15.2;15.0
BAS;20191019;14.6;15.0;14.4
BAS;20191020;14.7;14.8;14.7
BAS;20191021;14.8;15.0;14.7
BAS;20191022;14.5;14.8;14.4
BAS;20191023;14.8;14.9;14.9
BAS;20191024;14.9;15.0;14.9
BAS;20191025;15.0;15.1;15.1
BAS;20191026;14.4;14.7;14.3
BAS;20191027;14.3;14.6;14.3
BAS;20191028;14.0;14.5;13.7
BAS;20191029;12.9;13.7;12.5
BAS;20191030;12.2;13.0;11.8
BAS;20191031;11.9;12.6;11.7
BAS;20191101;12.0;12.5;11.8
BAS;20191102;12.6;12.8;12.6
BAS;20191103;12.5;12.9;12.4
BAS;20191104;12.0;12.5;11.8
BAS;20191105;11.5;12.2;11.2
BAS;20191106;11.3;11.9;11.1
BAS;20191107;10.7;11.5;10.3
BAS;20191108;10.2;11.0;9.9
BAS;20191109;9.5;10.5;9.0
BAS;20191110;8.7;9.8;8.1
BAS;20191111;8.5;9.4;8.2
BAS;20191112;8.5;9.3;8.2
BAS;20191113;8.4;9.1;8.0
BAS;20191114;7.7;8.6;7.2
BAS;20191115;7.9;8.6;7.6
BAS;20191116;7.5;8.3;7.1
BAS;20191117;6.7;7.8;6.0
BAS;20191118;6.5;7.3;6.1
BAS;20191119;6.5;7.3;6.2
BAS;20191120;6.8;7.4;6.5
BAS;20191121;6.9;7.4;6.6
BAS;20191122;7.1;7.6;6.9
BAS;20191123;6.9;7.5;6.5
BAS;20191124;6.4;7.1;6.0
BAS;20191125;7.2;7.4;7.2
BAS;20191126;7.8;8.0;7.8
BAS;20191127;8.2;8.3;8.2
BAS;20191128;8.5;8.7;8.5
BAS;20191129;8.4;8.7;8.2
BAS;20191130;7.9;8.5;7.7
BAS;20191201;7.1;7.9;6.7
BAS;20191202;6.7;7.5;6.2
BAS;20191203;5.4;6.5;4.7
BAS;20191204;4.3;5.5;3.6
BAS;20191205;3.8;4.9;3.3
BAS;20191206;3.7;4.6;3.4
BAS;20191207;4.9;5.1;5.0
BAS;20191208;5.7;5.8;5.7
BAS;20191209;6.3;6.5;6.3
BAS;20191210;5.9;6.4;5.7
BAS;20191211;4.7;5.6;4.1
BAS;20191212;4.7;5.3;4.3
BAS;20191213;4.6;5.2;4.4
BAS;20191214;5.3;5.6;5.3
BAS;20191215;6.6;6.4;6.8
BAS;20191216;6.8;6.9;6.8
BAS;20191217;6.7;6.9;6.6
BAS;20191218;6.9;7.0;6.8
BAS;20191219;6.5;6.9;6.3
BAS;20191220;6.2;6.6;6.0
BAS;20191221;6.2;6.6;6.1
BAS;20191222;6.3;6.6;6.2
BAS;20191223;6.3;6.6;6.1
BAS;20191224;6.2;6.5;6.0
BAS;20191225;6.6;6.8;6.6
BAS;20191226;5.9;6.5;5.6
BAS;20191227;6.3;6.5;6.2
BAS;20191228;6.5;6.8;6.3
BAS;20191229;5.3;6.1;4.8
BAS;20191230;4.6;5.5;4.2
BAS;20191231;4.0;4.9;3.5
BAS;20200101;3.5;4.4;3.0
BAS;20200102;2.9;3.8;2.5
BAS;20200103;3.3;3.7;3.1
BAS;20200104;4.5;4.6;4.5
BAS;20200105;4.0;4.6;3.7
BAS;20200106;3.2;4.0;2.8
BAS;20200107;3.0;3.6;2.7
BAS;20200108;3.2;3.7;3.1
BAS;20200109;4.3;4.3;4.5
BAS;20200110;5.1;5.0;5.2
BAS;20200111;5.4;5.5;5.4
BAS;20200112;4.5;5.1;4.1
BAS;20200113;4.4;4.8;4.2
BAS;20200114;4.2;4.6;4.0
BAS;20200115;4.2;4.6;4.1
BAS;20200116;4.8;4.8;4.8
BAS;20200117;4.4;4.8;4.2
BAS;20200118;4.8;5.0;4.7
BAS;20200119;4.1;4.7;3.7
BAS;20200120;3.4;4.1;3.0
BAS;20200121;2.8;3.6;2.4
BAS;20200122;2.1;3.0;1.6
BAS;20200123;2.2;2.8;1.9
BAS;20200124;2.1;2.7;1.8
BAS;20200125;2.5;2.8;2.4
BAS;20200126;2.9;3.1;2.8
BAS;20200127;3.8;3.8;3.9
BAS;20200128;4.6;4.5;4.6
BAS;20200129;4.4;4.6;4.3
BAS;20200130;4.5;4.6;4.5
BAS;20200131;6.2;5.6;6.7
BAS;20200201;7.0;6.6;7.4
BAS;20200202;7.7;7.2;8.1
BAS;20200203;8.7;8.1;9.1
BAS;20200204;7.9;8.1;7.7
BAS;20200205;6.9;7.2;6.6
BAS;20200206;5.6;6.4;5.2
BAS;20200207;4.7;5.4;4.3
BAS;20200208;4.3;4.9;4.1
BAS;20200209;4.7;4.9;4.7
BAS;20200210;6.7;6.2;7.2
BAS;20200211;6.6;6.7;6.5
BAS;20200212;5.8;6.2;5.5
BAS;20200213;5.5;5.9;5.3
BAS;20200214;6.0;6.0;6.0
BAS;20200215;6.0;6.1;6.0
BAS;20200216;6.5;6.4;6.7
BAS;20200217;7.1;7.0;7.3
BAS;20200218;6.7;6.9;6.6
BAS;20200219;6.6;6.8;6.5
BAS;20200220;6.9;6.9;7.0
BAS;20200221;7.0;7.1;7.1
BAS;20200222;6.5;6.8;6.5
BAS;20200223;7.3;7.1;7.5
BAS;20200224;8.7;8.1;9.3
BAS;20200225;8.2;8.3;8.0
BAS;20200226;6.9;7.5;6.4
BAS;20200227;6.0;6.7;5.6
BAS;20200228;6.2;6.4;6.2
BAS;20200229;6.9;6.9;7.0
BAS;20200301;7.6;7.4;7.7
BAS;20200302;7.0;7.4;6.8
BAS;20200303;7.1;7.2;7.1
BAS;20200304;7.4;7.4;7.5
BAS;20200305;7.3;7.5;7.2
BAS;20200306;6.9;7.3;6.7
BAS;20200307;6.7;7.0;6.6
BAS;20200308;6.7;6.9;6.7
BAS;20200309;7.4;7.4;7.5
BAS;20200310;7.1;7.3;6.9
BAS;20200311;8.7;8.0;9.3
BAS;20200312;9.4;9.0;9.8
BAS;20200313;9.7;9.4;9.9
BAS;20200314;8.9;9.1;8.9
BAS;20200315;8.9;8.9;9.0
BAS;20200316;9.6;9.3;9.9
BAS;20200317;10.2;9.8;10.5
BAS;20200318;10.6;10.2;11.0
BAS;20200319;11.2;10.7;11.6
BAS;20200320;11.6;11.1;12.1
BAS;20200321;11.0;11.2;10.8
BAS;20200322;9.8;10.2;9.6
BAS;20200323;8.7;9.3;8.4
BAS;20200324;8.2;8.7;8.0
BAS;20200325;8.0;8.4;7.8
BAS;20200326;7.7;8.1;7.5
BAS;20200327;8.0;8.1;8.1
BAS;20200328;9.1;8.8;9.4
BAS;20200329;9.2;9.4;9.1
BAS;20200330;8.1;8.6;7.8
BAS;20200331;7.6;8.0;7.5
BAS;20200401;8.1;8.2;8.2
BAS;20200402;8.5;8.5;8.7
BAS;20200403;9.1;9.0;9.4
BAS;20200404;9.7;9.4;9.9
BAS;20200405;10.4;10.0;10.8
BAS;20200406;11.2;10.7;11.8
BAS;20200407;12.0;11.4;12.5
BAS;20200408;12.5;11.9;13.1
BAS;20200409;13.2;12.5;13.8
BAS;20200410;13.7;13.0;14.2
BAS;20200411;14.1;13.4;14.6
BAS;20200412;14.5;13.8;14.9
BAS;20200413;14.8;14.1;15.4
BAS;20200414;14.2;14.0;14.3
BAS;20200415;13.5;13.4;13.7
BAS;20200416;14.0;13.5;14.5
BAS;20200417;15.1;14.2;15.7
BAS;20200418;15.7;14.8;16.3
BAS;20200419;15.8;15.1;16.4
BAS;20200420;16.4;15.5;16.9
BAS;20200421;15.5;15.3;15.5
BAS;20200422;15.5;15.0;16.0
BAS;20200423;16.0;15.3;16.5
BAS;20200424;16.2;15.6;16.7
BAS;20200425;16.8;16.0;17.4
BAS;20200426;16.8;16.2;17.2
BAS;20200427;16.7;16.1;17.1
BAS;20200428;16.6;16.3;16.7
BAS;20200429;15.7;15.7;15.6
BAS;20200430;14.9;15.2;14.6
BAS;20200501;14.0;14.4;13.7
BAS;20200502;13.7;14.1;13.6
BAS;20200503;14.2;13.9;14.5
BAS;20200504;16.1;15.2;16.7
BAS;20200505;15.4;15.5;15.3
BAS;20200506;15.4;15.0;15.7
BAS;20200507;15.9;15.4;16.2
BAS;20200508;17.1;16.2;17.7
BAS;20200509;18.6;17.3;19.3
BAS;20200510;19.4;18.2;20.0
BAS;20200511;17.6;17.9;17.2
BAS;20200512;15.7;16.0;15.6
BAS;20200513;15.1;15.7;14.8
BAS;20200514;14.1;14.6;13.9
BAS;20200515;14.2;14.4;14.2
BAS;20200516;14.7;14.5;15.0
BAS;20200517;16.1;15.5;16.5
BAS;20200518;17.1;16.4;17.6
BAS;20200519;18.2;17.3;18.8
BAS;20200520;18.9;18.1;19.3
BAS;20200521;19.1;18.3;19.6
BAS;20200522;19.6;18.9;20.1
BAS;20200523;18.9;18.9;18.7
BAS;20200524;17.6;17.6;17.7
BAS;20200525;17.9;17.7;18.0
BAS;20200526;18.2;17.8;18.5
BAS;20200527;18.8;18.2;19.2
BAS;20200528;19.0;18.5;19.3
BAS;20200529;19.2;18.7;19.6
BAS;20200530;19.0;18.7;19.1
BAS;20200531;18.9;18.5;19.1
BAS;20200601;19.4;18.8;19.7
BAS;20200602;20.2;19.5;20.7
BAS;20200603;20.6;20.0;20.9
BAS;20200604;19.7;19.7;19.6
BAS;20200605;18.2;18.7;17.9
BAS;20200606;17.6;18.0;17.5
BAS;20200607;17.5;17.6;17.5
BAS;20200608;17.9;17.8;18.1
BAS;20200609;17.6;17.8;17.4
BAS;20200610;17.3;17.4;17.4
BAS;20200611;18.3;17.8;18.7
BAS;20200612;19.9;18.9;20.5
BAS;20200613;20.0;19.6;20.1
BAS;20200614;19.4;19.2;19.5
BAS;20200615;19.7;19.3;19.9
BAS;20200616;19.6;19.4;19.8
BAS;20200617;18.8;19.0;18.6
BAS;20200618;18.6;18.5;18.7
BAS;20200619;19.0;18.8;19.1
BAS;20200620;19.5;19.1;19.8
BAS;20200621;20.4;19.8;20.8
BAS;20200622;21.4;20.6;21.9
BAS;20200623;21.9;21.1;22.4
BAS;20200624;22.5;21.7;22.9
BAS;20200625;22.9;22.1;23.3
BAS;20200626;22.7;22.3;22.8
BAS;20200627;22.8;22.2;23.3
BAS;20200628;23.2;22.7;23.5
BAS;20200629;22.6;22.3;22.7
BAS;20200630;22.5;22.1;22.8
BAS;20200701;23.3;22.5;23.8
BAS;20200702;23.2;22.8;23.3
BAS;20200703;22.2;22.2;22.3
BAS;20200704;22.0;21.7;22.3
BAS;20200705;22.6;22.1;22.9
BAS;20200706;22.4;22.2;22.5
BAS;20200707;21.8;21.6;22.0
BAS;20200708;22.1;21.7;22.3
BAS;20200709;22.9;22.2;23.5
BAS;20200710;23.4;22.7;23.9
BAS;20200711;23.5;22.9;23.8
BAS;20200712;23.0;22.6;23.2
BAS;20200713;23.0;22.5;23.3
BAS;20200714;23.2;22.6;23.5
BAS;20200715;22.4;22.4;22.1
BAS;20200716;20.8;21.3;20.3
BAS;20200717;20.5;20.6;20.6
BAS;20200718;21.2;20.8;21.5
BAS;20200719;21.9;21.3;22.4
BAS;20200720;22.9;22.0;23.5
BAS;20200721;23.4;22.6;23.8
BAS;20200722;23.5;22.8;24.0
BAS;20200723;23.9;23.1;24.4
BAS;20200724;23.4;23.1;23.5
BAS;20200725;23.7;22.9;24.2
BAS;20200726;24.1;23.4;24.5
BAS;20200727;24.7;23.7;25.3
BAS;20200728;24.8;24.1;25.1
BAS;20200729;24.8;24.0;25.3
BAS;20200730;25.1;24.2;25.7
BAS;20200731;26.0;24.8;26.8
BAS;20200801;26.2;25.3;26.7
BAS;20200802;24.5;24.7;24.3
BAS;20200803;22.6;23.2;22.2
BAS;20200804;21.0;21.7;20.7
BAS;20200805;21.2;21.2;21.3
BAS;20200806;22.4;21.9;22.7
BAS;20200807;23.6;22.9;24.1
BAS;20200808;24.5;23.7;25.0
BAS;20200809;25.1;24.4;25.6
BAS;20200810;25.4;24.7;25.8
BAS;20200811;25.6;25.0;26.0
BAS;20200812;25.3;24.9;25.6
BAS;20200813;25.0;24.6;25.1
BAS;20200814;24.1;24.1;24.1
BAS;20200815;24.2;23.8;24.5
BAS;20200816;24.2;23.9;24.4
BAS;20200817;23.6;23.6;23.6
BAS;20200818;23.2;23.2;23.2
BAS;20200819;22.8;22.8;22.9
BAS;20200820;24.2;23.4;24.7
BAS;20200821;25.1;24.3;25.5
BAS;20200822;24.4;24.3;24.3
BAS;20200823;23.1;23.2;23.0
BAS;20200824;22.6;22.7;22.7
BAS;20200825;22.0;22.2;22.0
BAS;20200826;22.3;22.2;22.3
BAS;20200827;21.6;21.7;21.6
BAS;20200828;20.9;21.4;20.6
BAS;20200829;19.5;20.3;19.1
BAS;20200830;18.0;19.1;17.6
BAS;20200831;18.1;18.5;18.1
BAS;20200901;18.8;18.9;18.8
BAS;20200902;19.3;19.2;19.5
BAS;20200903;19.5;19.5;19.6
BAS;20200904;20.1;19.8;20.5
BAS;20200905;20.9;20.6;21.2
BAS;20200906;20.1;20.4;19.9
BAS;20200907;19.6;19.7;19.6
BAS;20200908;19.6;19.6;19.7
BAS;20200909;19.9;19.7;20.1
BAS;20200910;20.1;19.9;20.3
BAS;20200911;20.5;20.2;20.8
BAS;20200912;20.8;20.5;21.1
BAS;20200913;20.8;20.6;21.1
BAS;20200914;21.0;20.7;21.3
BAS;20200915;21.3;20.9;21.7
BAS;20200916;21.5;21.1;21.8
BAS;20200917;21.2;21.1;21.4
BAS;20200918;21.3;21.1;21.5
BAS;20200919;20.6;20.7;20.5
BAS;20200920;20.3;20.3;20.4
BAS;20200921;20.2;20.2;20.2
BAS;20200922;20.0;20.0;20.1
BAS;20200923;19.8;19.9;19.8
BAS;20200924;19.5;19.7;19.5
BAS;20200925;17.6;18.8;16.9
BAS;20200926;15.0;16.7;14.1
BAS;20200927;14.1;15.4;13.6
BAS;20200928;14.4;15.1;14.1
BAS;20200929;14.5;15.1;14.2
BAS;20200930;15.0;15.2;15.1
BAS;20201001;15.0;15.4;14.8
BAS;20201002;14.8;15.2;14.7
BAS;20201003;14.3;14.9;14.1
BAS;20201004;14.0;14.6;13.8
BAS;20201005;13.6;14.3;13.3
BAS;20201006;13.6;14.0;13.4
BAS;20201007;13.6;14.0;13.4
BAS;20201008;14.0;14.2;14.1
BAS;20201009;14.7;14.8;14.9
BAS;20201010;14.6;14.9;14.4
BAS;20201011;13.5;14.2;13.1
BAS;20201012;12.6;13.4;12.2
BAS;20201013;12.4;13.0;12.2
BAS;20201014;12.4;12.8;12.2
BAS;20201015;11.9;12.6;11.6
BAS;20201016;11.9;12.4;11.7
BAS;20201017;11.9;12.3;11.7
BAS;20201018;11.9;12.3;11.8
BAS;20201019;11.7;12.2;11.6
BAS;20201020;11.5;12.0;11.4
BAS;20201021;12.0;12.2;12.1
BAS;20201022;12.5;12.6;12.6
BAS;20201023;13.1;13.2;13.2
