 

stn;time;tso010d0;tso020d0;tso005d0
BAS;20201024;13.4;13.4;13.5
BAS;20201025;12.9;13.2;12.9
BAS;20201026;12.3;12.9;11.9
BAS;20201027;11.5;12.2;11.3
BAS;20201028;11.6;12.0;11.5
BAS;20201029;12.0;12.2;11.9
BAS;20201030;12.4;12.5;12.5
BAS;20201031;11.9;12.4;11.8
BAS;20201101;11.7;12.1;11.6
BAS;20201102;12.8;12.6;13.2
BAS;20201103;13.2;13.2;13.1
BAS;20201104;12.2;12.7;11.9
BAS;20201105;11.6;12.2;11.4
BAS;20201106;11.5;12.0;11.4
BAS;20201107;11.0;11.6;10.8
BAS;20201108;10.8;11.3;10.6
BAS;20201109;11.0;11.3;11.0
BAS;20201110;10.7;11.2;10.6
BAS;20201111;10.9;11.2;10.9
BAS;20201112;10.6;11.1;10.5
BAS;20201113;10.5;10.9;10.4
BAS;20201114;10.6;10.9;10.6
BAS;20201115;10.4;10.8;10.4
BAS;20201116;10.8;11.0;10.7
BAS;20201117;10.3;10.8;10.1
BAS;20201118;9.4;10.2;9.2
BAS;20201119;9.0;9.7;8.7
BAS;20201120;8.8;9.5;8.4
BAS;20201121;7.9;8.9;7.5
BAS;20201122;6.9;8.0;6.4
BAS;20201123;6.8;7.6;6.4
BAS;20201124;6.4;7.3;6.0
BAS;20201125;6.1;6.9;5.7
BAS;20201126;5.9;6.7;5.5
BAS;20201127;5.7;6.5;5.3
BAS;20201128;5.4;6.2;5.0
BAS;20201129;5.5;6.2;5.1
BAS;20201130;5.2;6.0;4.8
BAS;20201201;4.4;5.5;3.9
BAS;20201202;4.6;5.3;4.2
BAS;20201203;4.7;5.4;4.3
BAS;20201204;4.7;5.3;4.3
BAS;20201205;4.7;5.3;4.3
BAS;20201206;4.9;5.4;4.7
BAS;20201207;5.1;5.6;4.9
BAS;20201208;4.9;5.4;4.6
BAS;20201209;4.7;5.3;4.4
BAS;20201210;4.3;5.1;3.9
BAS;20201211;3.7;4.6;3.2
BAS;20201212;4.3;4.7;4.1
BAS;20201213;5.3;5.4;5.3
BAS;20201214;5.2;5.5;5.0
BAS;20201215;5.3;5.6;5.2
BAS;20201216;5.9;6.0;6.0
BAS;20201217;5.9;6.2;5.8
BAS;20201218;6.2;6.4;6.2
BAS;20201219;6.0;6.4;5.7
BAS;20201220;6.0;6.3;5.8
BAS;20201221;6.0;6.3;5.9
BAS;20201222;7.2;6.9;7.5
BAS;20201223;8.0;7.8;8.2
BAS;20201224;7.9;8.1;7.8
BAS;20201225;6.8;7.4;6.4
BAS;20201226;5.6;6.5;5.1
BAS;20201227;4.2;5.3;3.5
BAS;20201228;4.6;5.2;4.4
BAS;20201229;4.6;5.2;4.4
BAS;20201230;4.5;5.1;4.2
BAS;20201231;4.2;4.9;3.8
BAS;20210101;4.3;4.8;4.0
BAS;20210102;4.2;4.8;3.9
BAS;20210103;3.9;4.6;3.6
BAS;20210104;3.8;4.4;3.4
BAS;20210105;3.5;4.2;3.1
BAS;20210106;3.3;4.0;2.9
BAS;20210107;3.4;3.9;3.1
BAS;20210108;3.3;3.9;2.9
BAS;20210109;2.5;3.4;2.1
BAS;20210110;2.1;2.9;1.6
BAS;20210111;1.7;2.6;1.3
BAS;20210112;1.4;2.3;1.1
BAS;20210113;1.9;2.3;1.8
BAS;20210114;3.0;3.1;2.9
BAS;20210115;2.6;3.1;2.3
BAS;20210116;2.4;3.0;2.1
BAS;20210117;2.3;2.8;2.0
BAS;20210118;2.2;2.7;2.0
BAS;20210119;2.1;2.6;1.8
BAS;20210120;2.1;2.6;1.9
BAS;20210121;2.9;2.9;3.1
BAS;20210122;4.5;4.1;4.8
BAS;20210123;4.4;4.5;4.3
BAS;20210124;3.9;4.3;3.6
BAS;20210125;3.4;3.9;3.1
BAS;20210126;3.0;3.5;2.7
BAS;20210127;2.7;3.3;2.3
BAS;20210128;3.2;3.2;3.3
BAS;20210129;5.4;4.8;5.8
BAS;20210130;5.6;5.4;5.7
BAS;20210131;5.7;5.6;5.7
BAS;20210201;6.0;5.9;6.1
BAS;20210202;6.6;6.3;6.9
BAS;20210203;7.3;7.0;7.6
BAS;20210204;7.0;7.0;7.0
BAS;20210205;7.1;7.0;7.3
BAS;20210206;7.3;7.3;7.3
BAS;20210207;6.9;7.1;6.7
BAS;20210208;5.9;6.5;5.6
BAS;20210209;4.9;5.7;4.5
BAS;20210210;4.3;5.0;3.9
BAS;20210211;3.9;4.6;3.5
BAS;20210212;3.1;4.0;2.6
BAS;20210213;2.6;3.5;2.1
BAS;20210214;2.1;3.0;1.6
BAS;20210215;1.9;2.7;1.4
BAS;20210216;2.7;2.9;2.7
BAS;20210217;4.1;3.9;4.4
BAS;20210218;4.2;4.3;4.2
BAS;20210219;5.4;5.0;5.8
BAS;20210220;6.1;5.8;6.4
BAS;20210221;6.6;6.3;6.9
BAS;20210222;6.6;6.5;6.8
BAS;20210223;7.1;6.8;7.4
BAS;20210224;7.8;7.4;8.2
BAS;20210225;8.2;7.8;8.6
BAS;20210226;8.2;8.0;8.4
BAS;20210227;8.4;8.2;8.5
BAS;20210228;7.5;7.7;7.4
BAS;20210301;7.0;7.2;6.9
BAS;20210302;7.1;7.1;7.2
BAS;20210303;7.2;7.3;7.2
BAS;20210304;7.7;7.6;7.9
BAS;20210305;7.6;7.8;7.5
BAS;20210306;7.0;7.3;7.0
BAS;20210307;6.9;7.1;6.8
BAS;20210308;7.0;7.1;7.0
BAS;20210309;6.5;6.9;6.4
BAS;20210310;7.0;7.0;7.1
BAS;20210311;7.8;7.6;7.9
BAS;20210312;8.0;7.9;8.1
BAS;20210313;7.7;7.9;7.5
BAS;20210314;6.7;7.3;6.3
BAS;20210315;6.5;6.9;6.3
BAS;20210316;6.5;6.8;6.3
BAS;20210317;6.6;6.8;6.5
BAS;20210318;6.6;6.9;6.5
BAS;20210319;6.2;6.6;6.0
BAS;20210320;5.8;6.3;5.6
BAS;20210321;5.4;6.0;5.1
BAS;20210322;5.5;5.9;5.3
BAS;20210323;6.2;6.1;6.5
BAS;20210324;7.3;7.0;7.7
BAS;20210325;8.1;7.8;8.5
BAS;20210326;9.0;8.5;9.4
BAS;20210327;9.5;9.2;9.8
BAS;20210328;9.4;9.1;9.6
BAS;20210329;10.1;9.6;10.5
BAS;20210330;10.8;10.2;11.2
BAS;20210331;11.6;10.9;12.2
BAS;20210401;12.5;11.7;13.1
BAS;20210402;12.9;12.3;13.2
BAS;20210403;11.6;11.8;11.4
BAS;20210404;10.8;10.9;10.8
BAS;20210405;10.3;10.7;10.1
BAS;20210406;9.2;9.8;8.8
BAS;20210407;8.3;9.0;7.8
BAS;20210408;8.6;8.7;8.7
BAS;20210409;9.4;9.3;9.6
BAS;20210410;10.6;10.2;11.0
BAS;20210411;11.5;11.0;11.9
BAS;20210412;10.5;10.8;10.3
BAS;20210413;9.5;10.0;9.2
BAS;20210414;9.2;9.5;9.1
BAS;20210415;9.1;9.4;9.0
BAS;20210416;9.0;9.2;9.1
BAS;20210417;9.3;9.4;9.4
BAS;20210418;9.8;9.8;9.9
BAS;20210419;9.5;9.7;9.5
BAS;20210420;10.5;10.1;11.0
BAS;20210421;11.5;11.0;12.0
BAS;20210422;12.2;11.7;12.6
BAS;20210423;12.5;12.0;12.9
BAS;20210424;13.1;12.5;13.6
BAS;20210425;13.7;13.1;14.2
BAS;20210426;13.8;13.4;14.1
BAS;20210427;13.8;13.4;14.1
BAS;20210428;14.1;13.6;14.4
BAS;20210429;14.1;13.8;14.3
BAS;20210430;12.9;13.3;12.5
BAS;20210501;11.6;12.2;11.4
BAS;20210502;11.7;11.8;11.8
BAS;20210503;12.5;12.2;12.9
BAS;20210504;12.6;12.6;12.6
BAS;20210505;12.8;12.7;12.9
BAS;20210506;12.2;12.5;12.1
BAS;20210507;12.0;12.1;12.0
BAS;20210508;13.0;12.5;13.4
BAS;20210509;14.9;13.9;15.8
BAS;20210510;15.6;15.0;15.8
BAS;20210511;14.6;14.5;14.6
BAS;20210512;14.3;14.2;14.4
BAS;20210513;14.2;14.2;14.3
BAS;20210514;14.2;14.1;14.3
BAS;20210515;13.9;14.0;13.7
BAS;20210516;13.7;13.7;13.7
BAS;20210517;13.7;13.8;13.8
BAS;20210518;14.1;13.9;14.3
BAS;20210519;14.7;14.4;14.8
BAS;20210520;14.9;14.6;15.1
BAS;20210521;14.5;14.7;14.3
BAS;20210522;14.0;14.0;14.2
BAS;20210523;15.1;14.7;15.4
BAS;20210524;15.2;15.0;15.3
BAS;20210525;14.7;14.8;14.7
BAS;20210526;14.6;14.6;14.5
BAS;20210527;15.1;14.8;15.5
BAS;20210528;16.2;15.5;16.7
BAS;20210529;17.5;16.6;18.0
BAS;20210530;17.8;17.1;18.3
BAS;20210531;18.1;17.4;18.6
BAS;20210601;18.9;18.0;19.4
BAS;20210602;19.5;18.6;20.0
BAS;20210603;20.4;19.3;21.1
BAS;20210604;20.7;19.8;21.3
BAS;20210605;20.2;19.8;20.3
BAS;20210606;19.5;19.2;19.6
BAS;20210607;19.2;18.9;19.3
BAS;20210608;19.6;18.9;20.0
BAS;20210609;20.5;19.6;21.0
BAS;20210610;21.0;20.1;21.5
BAS;20210611;21.6;20.7;22.2
BAS;20210612;22.0;21.1;22.4
BAS;20210613;22.4;21.5;23.0
BAS;20210614;22.3;21.6;22.8
BAS;20210615;22.9;22.0;23.4
BAS;20210616;23.5;22.5;24.0
BAS;20210617;24.1;23.1;24.7
BAS;20210618;24.7;23.6;25.2
BAS;20210619;24.8;23.8;25.3
BAS;20210620;24.3;23.8;24.3
BAS;20210621;23.4;23.1;23.6
BAS;20210622;22.8;22.6;22.8
BAS;20210623;23.0;22.5;23.2
BAS;20210624;22.4;22.3;22.4
BAS;20210625;22.0;21.8;22.0
BAS;20210626;22.4;21.9;22.7
BAS;20210627;22.9;22.4;23.3
BAS;20210628;23.3;22.7;23.6
BAS;20210629;21.8;22.1;21.5
BAS;20210630;20.9;21.2;20.6
BAS;20210701;20.5;20.6;20.4
BAS;20210702;21.2;20.8;21.6
BAS;20210703;21.5;21.3;21.6
BAS;20210704;21.3;21.1;21.3
BAS;20210705;21.1;20.9;21.3
BAS;20210706;21.0;21.0;21.0
BAS;20210707;20.8;20.6;21.0
BAS;20210708;21.0;20.9;21.0
BAS;20210709;21.1;20.8;21.4
BAS;20210710;21.8;21.3;22.0
BAS;20210711;22.0;21.6;22.2
BAS;20210712;21.9;21.7;22.0
BAS;20210713;20.4;21.0;20.0
BAS;20210714;19.9;20.1;19.8
BAS;20210715;19.2;19.6;19.0
BAS;20210716;20.0;19.8;20.1
BAS;20210717;20.5;20.2;20.7
BAS;20210718;21.7;20.9;22.2
BAS;20210719;22.5;21.7;23.0
BAS;20210720;23.0;22.3;23.4
BAS;20210721;23.1;22.5;23.5
BAS;20210722;23.4;22.8;23.8
BAS;20210723;23.8;23.1;24.2
BAS;20210724;23.5;23.2;23.5
BAS;20210725;22.6;22.6;22.4
BAS;20210726;22.2;22.1;22.2
BAS;20210727;22.4;22.1;22.6
BAS;20210728;22.5;22.3;22.6
BAS;20210729;22.6;22.3;22.9
BAS;20210730;22.7;22.4;22.8
BAS;20210731;22.4;22.3;22.5
BAS;20210801;21.1;21.6;20.8
BAS;20210802;20.4;20.7;20.3
BAS;20210803;20.0;20.4;19.8
BAS;20210804;19.7;19.9;19.6
BAS;20210805;19.8;19.9;19.8
BAS;20210806;20.2;20.1;20.4
BAS;20210807;20.1;20.3;20.0
BAS;20210808;19.7;19.8;19.7
BAS;20210809;20.0;19.8;20.1
BAS;20210810;20.8;20.3;21.2
BAS;20210811;21.9;21.1;22.4
BAS;20210812;22.9;22.0;23.5
BAS;20210813;23.6;22.7;24.1
BAS;20210814;24.2;23.2;24.8
BAS;20210815;24.3;23.6;24.7
BAS;20210816;23.1;23.1;23.0
BAS;20210817;21.9;22.1;21.8
BAS;20210818;21.4;21.5;21.3
BAS;20210819;21.6;21.4;21.7
BAS;20210820;22.2;21.8;22.6
BAS;20210821;22.4;22.0;22.8
BAS;20210822;22.1;22.1;22.0
BAS;20210823;21.0;21.2;20.9
BAS;20210824;20.8;20.9;20.8
BAS;20210825;20.5;20.6;20.6
BAS;20210826;20.1;20.3;20.0
BAS;20210827;20.0;20.0;20.0
BAS;20210828;19.4;19.7;19.2
BAS;20210829;19.0;19.3;18.8
BAS;20210830;18.9;19.1;18.9
BAS;20210831;19.1;19.1;19.2
BAS;20210901;19.3;19.2;19.4
BAS;20210902;19.4;19.3;19.6
BAS;20210903;19.9;19.6;20.1
BAS;20210904;20.4;20.0;20.7
BAS;20210905;20.7;20.3;21.0
BAS;20210906;20.9;20.5;21.2
BAS;20210907;20.6;20.4;20.8
BAS;20210908;20.6;20.4;20.9
BAS;20210909;20.9;20.7;21.1
BAS;20210910;20.7;20.5;20.8
BAS;20210911;20.4;20.4;20.5
BAS;20210912;20.2;20.1;20.3
BAS;20210913;20.4;20.1;20.6
BAS;20210914;20.4;20.2;20.5
BAS;20210915;20.4;20.3;20.4
BAS;20210916;20.3;20.2;20.5
BAS;20210917;20.5;20.2;20.6
BAS;20210918;19.6;19.8;19.5
BAS;20210919;18.3;19.1;17.7
BAS;20210920;18.0;18.4;17.8
BAS;20210921;18.3;18.5;18.3
BAS;20210922;17.6;18.1;17.4
BAS;20210923;17.2;17.7;17.1
BAS;20210924;17.6;17.7;17.6
BAS;20210925;17.8;17.8;18.0
BAS;20210926;18.5;18.3;18.6
BAS;20210927;18.8;18.6;18.9
BAS;20210928;18.6;18.6;18.5
BAS;20210929;17.7;18.1;17.5
BAS;20210930;16.8;17.3;16.5
BAS;20211001;16.2;16.7;16.0
BAS;20211002;17.0;17.0;17.1
BAS;20211003;16.9;17.1;16.7
BAS;20211004;16.1;16.6;15.8
BAS;20211005;15.9;16.3;15.7
BAS;20211006;15.4;16.0;15.1
BAS;20211007;15.1;15.6;14.9
BAS;20211008;14.9;15.4;14.8
BAS;20211009;14.7;15.1;14.5
BAS;20211010;14.1;14.7;13.8
BAS;20211011;13.4;14.1;13.1
BAS;20211012;13.4;14.0;13.2
BAS;20211013;13.5;14.0;13.3
BAS;20211014;12.7;13.4;12.4
BAS;20211015;12.2;12.9;12.0
BAS;20211016;12.1;12.7;11.9
BAS;20211017;12.6;12.9;12.6
BAS;20211018;12.9;13.2;13.0
BAS;20211019;13.0;13.3;12.9
BAS;20211020;13.0;13.3;13.0
BAS;20211021;13.7;13.8;13.7
BAS;20211022;13.0;13.5;12.8
BAS;20211023;11.6;12.5;11.1
BAS;20211024;10.8;11.7;10.4
BAS;20211025;11.0;11.5;10.9
BAS;20211026;11.6;11.9;11.6
BAS;20211027;11.4;11.9;11.2
BAS;20211028;11.1;11.7;10.9
BAS;20211029;10.7;11.4;10.5
BAS;20211030;10.2;11.0;9.9
BAS;20211031;11.3;11.3;11.5
BAS;20211101;11.7;12.0;11.6
BAS;20211102;10.7;11.4;10.4
BAS;20211103;10.0;10.8;9.7
BAS;20211104;9.5;10.4;9.2
BAS;20211105;9.6;10.2;9.4
BAS;20211106;9.6;10.2;9.4
BAS;20211107;9.0;9.7;8.8
BAS;20211108;9.5;9.9;9.4
BAS;20211109;8.7;9.5;8.3
BAS;20211110;7.9;8.9;7.4
BAS;20211111;7.6;8.4;7.3
BAS;20211112;7.9;8.5;7.6
BAS;20211113;7.9;8.5;7.7
BAS;20211114;8.6;8.8;8.6
BAS;20211115;8.9;9.3;8.8
BAS;20211116;8.7;9.2;8.5
BAS;20211117;8.4;9.0;8.1
BAS;20211118;8.3;8.9;8.2
BAS;20211119;7.5;8.3;7.1
BAS;20211120;7.7;8.2;7.5
BAS;20211121;6.8;7.7;6.3
BAS;20211122;6.9;7.5;6.6
BAS;20211123;6.9;7.5;6.6
BAS;20211124;6.5;7.2;6.0
BAS;20211125;5.4;6.5;4.8
BAS;20211126;5.3;6.1;4.9
BAS;20211127;5.4;6.2;5.0
BAS;20211128;4.9;5.8;4.4
BAS;20211129;4.9;5.6;4.5
BAS;20211130;4.5;5.4;4.0
BAS;20211201;5.3;5.6;5.3
BAS;20211202;5.6;6.1;5.3
BAS;20211203;4.8;5.6;4.4
BAS;20211204;5.2;5.6;5.1
BAS;20211205;5.4;5.8;5.1
BAS;20211206;5.0;5.7;4.6
BAS;20211207;5.1;5.6;5.0
BAS;20211208;5.2;5.7;4.9
BAS;20211209;5.1;5.6;4.8
BAS;20211210;4.3;5.1;3.7
BAS;20211211;4.2;4.8;3.9
BAS;20211212;4.0;4.7;3.6
BAS;20211213;4.3;4.7;4.1
BAS;20211214;4.0;4.6;3.6
BAS;20211215;4.1;4.6;3.8
BAS;20211216;4.6;4.9;4.4
BAS;20211217;4.4;4.9;4.1
BAS;20211218;4.4;4.9;4.2
BAS;20211219;4.4;4.9;4.2
BAS;20211220;4.2;4.7;3.9
BAS;20211221;3.4;4.3;2.9
BAS;20211222;3.0;3.8;2.6
BAS;20211223;2.4;3.3;1.9
BAS;20211224;3.1;3.5;2.9
BAS;20211225;4.1;4.2;4.1
BAS;20211226;5.0;5.0;5.1
BAS;20211227;5.3;5.4;5.3
BAS;20211228;5.9;5.8;6.0
BAS;20211229;6.5;6.4;6.7
BAS;20211230;7.9;7.3;8.4
BAS;20211231;7.9;7.8;8.0
BAS;20220101;7.0;7.3;6.8
BAS;20220102;6.3;6.8;6.1
BAS;20220103;6.9;6.9;7.1
BAS;20220104;7.7;7.5;8.0
BAS;20220105;7.0;7.5;6.6
BAS;20220106;5.7;6.5;5.3
BAS;20220107;4.7;5.6;4.2
BAS;20220108;4.5;5.2;4.2
BAS;20220109;4.8;5.3;4.6
BAS;20220110;4.9;5.3;4.7
BAS;20220111;4.2;5.0;3.7
BAS;20220112;3.5;4.4;3.0
BAS;20220113;2.6;3.6;1.9
BAS;20220114;2.1;3.0;1.6
BAS;20220115;1.8;2.6;1.3
BAS;20220116;1.8;2.5;1.4
BAS;20220117;2.3;2.6;2.1
BAS;20220118;2.5;3.0;2.3
BAS;20220119;2.5;3.0;2.2
BAS;20220120;2.9;3.2;2.7
BAS;20220121;2.8;3.3;2.6
BAS;20220122;2.9;3.3;2.7
BAS;20220123;2.6;3.2;2.3
BAS;20220124;2.3;2.9;2.0
BAS;20220125;2.2;2.7;1.9
BAS;20220126;1.8;2.5;1.4
BAS;20220127;2.0;2.4;1.7
BAS;20220128;2.6;2.8;2.6
BAS;20220129;2.9;3.1;2.8
BAS;20220130;4.1;3.9;4.2
BAS;20220131;3.9;4.2;3.8
BAS;20220201;3.7;4.1;3.5
BAS;20220202;4.5;4.4;4.7
BAS;20220203;5.3;5.1;5.5
BAS;20220204;5.4;5.4;5.4
BAS;20220205;5.4;5.5;5.3
BAS;20220206;4.5;5.0;4.3
BAS;20220207;5.0;5.1;4.9
BAS;20220208;4.3;4.7;4.1
BAS;20220209;4.2;4.5;4.1
BAS;20220210;4.3;4.5;4.3
BAS;20220211;5.4;5.2;5.5
BAS;20220212;4.3;4.9;4.0
BAS;20220213;4.1;4.5;4.0
BAS;20220214;4.1;4.5;3.9
BAS;20220215;4.4;4.6;4.4
BAS;20220216;4.6;4.8;4.7
BAS;20220217;6.7;6.0;7.2
BAS;20220218;7.3;6.9;7.7
BAS;20220219;7.2;7.2;7.2
BAS;20220220;6.5;6.7;6.4
BAS;20220221;6.5;6.7;6.4
BAS;20220222;6.4;6.5;6.4
BAS;20220223;7.2;7.0;7.5
BAS;20220224;7.0;7.1;7.0
BAS;20220225;6.7;7.0;6.5
BAS;20220226;6.4;6.6;6.3
BAS;20220227;5.7;6.2;5.5
BAS;20220228;5.4;5.8;5.3
BAS;20220301;5.2;5.6;5.1
BAS;20220302;5.2;5.5;5.1
BAS;20220303;5.8;5.8;6.0
BAS;20220304;5.8;6.0;5.7
BAS;20220305;5.4;5.7;5.2
BAS;20220306;5.0;5.4;4.8
BAS;20220307;4.8;5.2;4.7
BAS;20220308;4.8;5.1;4.6
BAS;20220309;5.1;5.2;5.2
BAS;20220310;5.8;5.7;5.9
BAS;20220311;6.1;6.0;6.1
BAS;20220312;7.0;6.7;7.3
BAS;20220313;7.6;7.2;7.9
BAS;20220314;8.7;8.1;9.1
BAS;20220315;8.4;8.4;8.4
BAS;20220316;8.3;8.2;8.4
BAS;20220317;8.9;8.5;9.1
BAS;20220318;9.4;9.1;9.6
BAS;20220319;9.4;9.2;9.6
BAS;20220320;9.5;9.3;9.7
BAS;20220321;9.7;9.5;9.9
BAS;20220322;9.7;9.5;9.9
BAS;20220323;9.8;9.6;10.0
BAS;20220324;10.1;9.8;10.3
BAS;20220325;10.3;10.1;10.6
BAS;20220326;10.5;10.3;10.8
BAS;20220327;10.9;10.5;11.2
BAS;20220328;11.2;10.9;11.6
BAS;20220329;11.4;11.2;11.6
BAS;20220330;11.6;11.4;11.8
BAS;20220331;11.2;11.2;11.2
BAS;20220401;9.2;10.1;8.7
BAS;20220402;7.6;8.6;7.1
BAS;20220403;7.2;7.9;6.9
BAS;20220404;7.3;7.7;7.2
BAS;20220405;8.2;8.2;8.3
BAS;20220406;9.4;9.1;9.8
BAS;20220407;9.8;9.7;9.9
BAS;20220408;9.8;9.7;9.9
BAS;20220409;9.7;9.8;9.7
BAS;20220410;9.9;9.8;10.1
BAS;20220411;10.4;10.2;10.7
BAS;20220412;11.5;10.9;12.0
BAS;20220413;13.2;12.2;13.8
BAS;20220414;14.1;13.1;14.7
BAS;20220415;14.9;14.0;15.5
BAS;20220416;14.9;14.3;15.1
BAS;20220417;14.1;13.9;14.3
BAS;20220418;14.0;13.7;14.2
BAS;20220419;14.1;13.7;14.3
BAS;20220420;14.3;13.9;14.6
BAS;20220421;14.3;13.9;14.6
BAS;20220422;14.4;14.0;14.6
BAS;20220423;14.1;14.0;14.2
BAS;20220424;13.5;13.6;13.4
BAS;20220425;13.3;13.2;13.4
BAS;20220426;13.6;13.4;13.8
BAS;20220427;14.0;13.7;14.3
BAS;20220428;14.7;14.1;15.1
BAS;20220429;14.9;14.5;15.1
BAS;20220430;15.3;14.8;15.6
BAS;20220501;15.3;14.9;15.6
BAS;20220502;15.7;15.2;16.0
BAS;20220503;16.3;15.7;16.7
BAS;20220504;16.2;15.9;16.4
BAS;20220505;15.6;15.7;15.5
BAS;20220506;14.7;14.9;14.7
BAS;20220507;15.3;14.9;15.7
BAS;20220508;16.0;15.6;16.2
BAS;20220509;16.8;16.0;17.4
BAS;20220510;18.1;17.1;18.7
BAS;20220511;19.1;18.1;19.8
BAS;20220512;19.6;18.7;20.1
BAS;20220513;19.5;18.9;19.7
BAS;20220514;19.5;18.8;20.0
BAS;20220515;20.0;19.2;20.6
BAS;20220516;20.7;19.8;21.2
BAS;20220517;20.9;20.0;21.4
BAS;20220518;21.4;20.4;22.0
BAS;20220519;21.8;20.9;22.4
BAS;20220520;22.3;21.3;22.8
BAS;20220521;22.4;21.5;22.9
BAS;20220522;21.9;21.4;22.2
BAS;20220523;21.2;21.0;21.2
BAS;20220524;20.4;20.3;20.4
BAS;20220525;20.5;20.0;20.8
BAS;20220526;20.8;20.3;21.1
BAS;20220527;20.3;20.1;20.3
BAS;20220528;20.0;19.8;20.1
BAS;20220529;19.4;19.4;19.4
BAS;20220530;19.4;19.2;19.5
BAS;20220531;19.3;19.2;19.3
BAS;20220601;18.7;18.8;18.6
BAS;20220602;18.9;18.7;19.1
BAS;20220603;19.7;19.2;19.9
BAS;20220604;21.0;19.9;21.7
BAS;20220605;21.5;20.9;21.8
BAS;20220606;21.1;20.6;21.3
BAS;20220607;20.9;20.6;21.0
BAS;20220608;19.9;20.0;19.8
BAS;20220609;19.5;19.5;19.4
BAS;20220610;19.8;19.4;20.1
BAS;20220611;20.9;20.2;21.4
BAS;20220612;21.9;21.0;22.5
BAS;20220613;22.7;21.8;23.1
BAS;20220614;22.3;21.7;22.5
BAS;20220615;22.9;22.0;23.5
BAS;20220616;23.9;22.8;24.4
BAS;20220617;23.7;22.9;24.2
BAS;20220618;24.1;23.2;24.6
BAS;20220619;25.1;23.8;25.9
BAS;20220620;25.4;24.3;26.0
BAS;20220621;24.9;24.1;25.2
BAS;20220622;24.0;23.7;23.9
BAS;20220623;23.5;23.1;23.8
BAS;20220624;22.6;22.7;22.4
BAS;20220625;22.5;22.1;22.8
BAS;20220626;23.5;22.9;23.7
BAS;20220627;22.7;22.7;22.6
BAS;20220628;22.1;22.1;22.1
BAS;20220629;22.7;22.2;23.1
BAS;20220630;23.2;22.8;23.4
BAS;20220701;22.2;22.3;22.2
BAS;20220702;22.3;22.0;22.6
BAS;20220703;23.4;22.7;23.9
BAS;20220704;24.0;23.4;24.3
BAS;20220705;24.2;23.6;24.6
BAS;20220706;24.0;23.5;24.1
BAS;20220707;23.0;23.1;22.9
BAS;20220708;22.7;22.5;22.9
BAS;20220709;22.9;22.6;23.0
BAS;20220710;23.1;22.8;23.3
BAS;20220711;22.9;22.6;23.2
BAS;20220712;23.4;22.9;23.8
BAS;20220713;23.8;23.2;24.2
BAS;20220714;24.6;23.8;25.1
BAS;20220715;24.6;24.0;25.0
BAS;20220716;24.3;23.8;24.5
BAS;20220717;24.2;23.7;24.5
BAS;20220718;24.7;23.9;25.2
BAS;20220719;25.4;24.4;26.1
BAS;20220720;24.7;24.5;24.5
BAS;20220721;24.1;23.6;24.4
BAS;20220722;25.0;24.3;25.4
BAS;20220723;25.5;24.9;25.7
BAS;20220724;25.7;25.0;26.1
BAS;20220725;25.8;25.3;26.1
BAS;20220726;25.2;25.0;25.3
BAS;20220727;24.9;24.6;25.1
BAS;20220728;24.6;24.4;24.8
BAS;20220729;24.1;24.1;24.0
BAS;20220730;23.4;23.3;23.5
BAS;20220731;23.9;23.5;24.3
BAS;20220801;24.5;23.9;24.8
BAS;20220802;24.8;24.1;25.3
BAS;20220803;25.3;24.5;25.9
BAS;20220804;26.2;25.1;26.9
BAS;20220805;26.5;25.5;26.9
BAS;20220806;24.7;24.8;24.3
BAS;20220807;23.6;23.6;23.6
BAS;20220808;24.1;23.6;24.4
BAS;20220809;24.5;23.9;24.8
BAS;20220810;24.7;24.1;25.0
BAS;20220811;24.8;24.2;25.2
BAS;20220812;25.0;24.4;25.4
BAS;20220813;24.9;24.3;25.2
BAS;20220814;24.2;24.0;24.1
BAS;20220815;22.9;23.2;22.6
BAS;20220816;23.4;23.0;23.7
BAS;20220817;23.2;23.4;22.9
BAS;20220818;22.0;22.3;22.0
BAS;20220819;21.9;22.1;21.7
BAS;20220820;21.8;21.8;21.9
BAS;20220821;22.4;22.1;22.6
BAS;20220822;22.9;22.6;23.2
BAS;20220823;23.2;22.9;23.4
BAS;20220824;23.2;22.9;23.3
BAS;20220825;23.4;23.0;23.7
BAS;20220826;23.4;23.2;23.5
BAS;20220827;23.4;23.2;23.6
BAS;20220828;23.2;23.1;23.4
BAS;20220829;23.4;23.1;23.6
BAS;20220830;23.3;23.2;23.5
BAS;20220831;22.8;22.9;22.8
BAS;20220901;22.1;22.3;22.1
BAS;20220902;21.3;21.7;21.0
BAS;20220903;20.6;20.9;20.4
BAS;20220904;21.2;21.0;21.4
BAS;20220905;21.5;21.4;21.6
BAS;20220906;21.6;21.5;21.6
BAS;20220907;21.4;21.4;21.5
BAS;20220908;21.2;21.3;21.2
BAS;20220909;20.7;21.0;20.5
BAS;20220910;19.9;20.3;19.6
BAS;20220911;20.1;20.1;20.2
BAS;20220912;20.1;20.1;20.2
BAS;20220913;20.5;20.3;20.6
BAS;20220914;21.0;20.8;21.1
BAS;20220915;20.4;20.5;20.2
BAS;20220916;19.7;20.0;19.4
BAS;20220917;18.3;19.1;17.8
BAS;20220918;17.5;18.2;17.2
BAS;20220919;17.7;18.0;17.5
BAS;20220920;17.1;17.6;16.8
BAS;20220921;16.7;17.2;16.5
